--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
   5    0            0    115960336       229280     10527528    0    0  2790   563   19   44   1   0  98   0   0 2026-09-21 22:59:27
   1    0            0    115924064       229288     10527504    0    0     0    32 2352 2406   3   0  97   0   0 2026-09-21 22:59:28
   1    0            0    115912248       229288     10527508    0    0     0     0 32221 2392   4   8  88   0   0 2026-09-21 22:59:29
   1    0            0    115907520       229296     10527508    0    0     0    28 2121 2356   3   0  97   0   0 2026-09-21 22:59:30
   0    0            0    115907016       229296     10527512    0    0     0     0 1388 2292   1   0  99   0   0 2026-09-21 22:59:31
   1    0            0    115905000       229296     10527516    0    0     0   116 1173 2222   0   0  99   0   0 2026-09-21 22:59:32
   2    0            0    115461592       229296     10527516    0    0     0     0 9575 3404  19   1  80   0   0 2026-09-21 22:59:33
   2    0            0    115278200       229296     10527632    0    0     0     6 3763 2756   5   1  94   0   0 2026-09-21 22:59:34
   0    0            0    115514864       229308     10527636    0    0     0   100 4392 2711   3   0  97   0   0 2026-09-21 22:59:35
   0    0            0    115521416       229308     10527636    0    0     0     0 1127 2285   0   0 100   0   0 2026-09-21 22:59:36
   0    0            0    115537040       229308     10527700    0    0    60    44 1160 2185   0   0  99   0   0 2026-09-21 22:59:37
   1    0            0    115311504       229308     10527700    0    0     0     0 1803 2078   2   0  97   0   0 2026-09-21 22:59:38
   1    0            0    115270176       229308     10527704    0    0     0     0 1799 2179   2   0  97   0   0 2026-09-21 22:59:39
   1    0            0    115205416       229316     10527704    0    0     0    24 1945 2092   3   0  97   0   0 2026-09-21 22:59:40
   1    0            0    115131832       229316     10527712    0    0     0    84 2347 2904   2   1  98   0   0 2026-09-21 22:59:41
   2    0            0    115046704       229316     10605500    0    0     0     0 3614 3988   4   1  96   0   0 2026-09-21 22:59:42
   1    0            0    114921696       229316     10607908    0    0     0    44 3573 3839   3   1  96   0   0 2026-09-21 22:59:43
   1    0            0    114953096       229316     10607904    0    0     0    36 3063 4825   2   1  97   0   0 2026-09-21 22:59:44
   1    0            0    114963616       229324     10607912    0    0     0   104 2987 4559   2   1  97   0   0 2026-09-21 22:59:45
   1    0            0    114968080       229324     10607912    0    0     0     0 2884 4299   3   0  97   0   0 2026-09-21 22:59:46
   1    0            0    114968080       229324     10607920    0    0     0     0 2815 4096   3   0  97   0   0 2026-09-21 22:59:47
--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
   1    0            0    114972816       229324     10607920    0    0     0     0 2867 4082   3   0  97   0   0 2026-09-21 22:59:48
   1    0            0    114754896       229324     10607948    0    0     0     0 2943 4631   3   1  97   0   0 2026-09-21 22:59:49
