phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,24,61.39,78.12,74.00,90.95,101.14,101.2
reverse_retrieve,24,35.12,90.08,48.39,99.00,99.00,99.0
