k,doc,category,occ,ttft_s,matched,ssd_read_ios,write_ios,cached
0,37,one_shot,0,1.0834,0,0,2,0
1,63,repeated,0,1.045,0,0,4,16
2,45,one_shot,0,1.0803,0,0,1,16
3,55,repeated,0,1.1351,0,0,5,16
4,31,repeated,0,1.0519,0,0,1,16
5,0,far_reuse,0,1.1075,0,0,5,16
6,39,far_reuse,0,1.0513,0,0,1,16
7,29,one_shot,0,1.1094,0,0,5,16
8,4,near_reuse,0,1.0821,0,0,1,16
9,43,repeated,0,1.1196,0,0,5,16
10,42,one_shot,0,1.1043,0,0,1,16
11,30,repeated,0,1.1062,0,0,5,16
12,52,far_reuse,0,1.1064,0,0,1,16
13,55,repeated,1,1.0838,0,0,5,272
14,62,far_reuse,0,1.0633,0,0,1,16
15,15,near_reuse,0,1.1204,0,0,5,16
16,33,far_reuse,0,1.0915,0,0,1,16
17,4,near_reuse,1,0.0806,0,0,2,1920
18,48,near_reuse,0,1.0878,0,0,4,16
19,22,repeated,0,1.1616,0,0,0,16
20,21,one_shot,0,1.0647,0,0,6,16
21,60,one_shot,0,1.063,0,0,0,16
22,6,one_shot,0,1.0904,0,0,6,16
23,19,near_reuse,0,1.0887,0,0,0,16
24,15,near_reuse,1,0.0805,0,0,2,1936
25,3,one_shot,0,1.0853,0,0,4,16
26,63,repeated,1,1.1609,0,0,0,16
27,8,near_reuse,0,1.1345,0,0,6,16
28,31,repeated,1,1.2199,304,5,0,320
29,48,near_reuse,1,1.0879,0,0,6,16
30,34,repeated,0,1.0897,0,0,0,16
31,24,far_reuse,0,1.1052,0,0,6,16
32,35,far_reuse,0,1.0634,0,0,0,16
33,14,near_reuse,0,1.1355,0,0,6,16
34,9,repeated,0,1.0897,0,0,0,16
35,43,repeated,1,1.1059,0,0,6,16
36,22,repeated,1,1.2716,368,6,0,384
37,30,repeated,1,1.1146,0,0,6,16
38,19,near_reuse,1,1.1132,368,6,0,384
39,2,near_reuse,0,1.1023,0,0,6,16
40,26,near_reuse,0,1.0867,0,0,0,16
41,8,near_reuse,1,1.0892,0,0,6,16
42,5,repeated,0,1.0584,0,0,0,16
43,25,repeated,0,1.0617,0,0,6,16
44,53,far_reuse,0,1.0607,0,0,0,16
45,27,one_shot,0,1.1163,0,0,6,16
46,14,near_reuse,1,1.1157,0,0,0,16
47,58,repeated,0,1.1041,0,0,6,16
48,31,repeated,2,1.1864,688,11,0,704
49,23,repeated,0,1.0861,0,0,6,16
50,2,near_reuse,1,1.1132,0,0,0,16
51,38,far_reuse,0,1.1033,0,0,6,16
52,26,near_reuse,1,1.1602,368,6,0,384
53,20,repeated,0,1.0849,0,0,6,16
54,28,far_reuse,0,1.1159,0,0,0,16
55,41,repeated,0,1.1175,0,0,6,16
56,11,one_shot,0,1.0591,0,0,0,16
57,16,one_shot,0,1.1013,0,0,6,16
58,34,repeated,1,1.1871,368,6,0,384
59,30,repeated,2,1.1147,0,0,6,16
60,10,near_reuse,0,1.1011,0,0,0,16
61,59,near_reuse,0,1.0864,0,0,6,16
62,0,far_reuse,1,1.1128,0,0,0,16
63,13,far_reuse,0,1.1281,0,0,6,16
64,39,far_reuse,1,1.5737,304,5,0,320
65,50,one_shot,0,1.1574,0,0,6,16
66,20,repeated,1,1.0581,0,0,0,16
67,49,far_reuse,0,1.0603,0,0,6,16
68,54,near_reuse,0,1.0856,0,0,0,16
69,46,near_reuse,0,1.061,0,0,6,16
70,5,repeated,1,1.1767,368,6,0,384
71,40,near_reuse,0,1.0729,0,0,6,32
72,25,repeated,1,1.0587,0,0,0,16
73,10,near_reuse,1,1.7011,368,6,6,384
74,17,repeated,0,1.0859,0,0,6,16
75,52,far_reuse,1,1.1802,304,5,0,320
76,59,near_reuse,1,1.0869,0,0,6,16
77,18,far_reuse,0,1.0586,0,0,0,16
78,62,far_reuse,1,1.2052,304,5,6,320
79,7,far_reuse,0,1.0604,0,0,6,16
80,41,repeated,1,1.1297,0,0,0,16
81,51,near_reuse,0,1.087,0,0,6,16
82,34,repeated,2,1.185,752,12,0,768
83,22,repeated,2,1.862,752,12,6,768
84,33,far_reuse,1,1.4633,304,5,6,320
85,36,near_reuse,0,1.1433,0,0,6,16
86,9,repeated,1,1.1654,368,6,0,384
87,54,near_reuse,1,1.7812,368,6,6,384
88,12,one_shot,0,1.0741,0,0,6,32
89,46,near_reuse,1,1.0866,0,0,0,16
90,56,one_shot,0,1.1453,0,0,6,16
91,40,near_reuse,1,1.0733,0,0,0,32
92,57,one_shot,0,1.1153,0,0,6,16
93,9,repeated,2,0.0671,0,0,2,1920
94,1,far_reuse,0,1.0969,0,0,4,16
95,58,repeated,1,1.1139,0,0,0,16
96,44,repeated,0,1.103,0,0,6,16
97,32,far_reuse,0,1.0845,0,0,0,16
98,51,near_reuse,1,1.0869,0,0,6,16
99,47,near_reuse,0,1.0599,0,0,0,16
100,23,repeated,1,1.0877,0,0,6,16
101,63,repeated,2,1.1558,432,7,0,448
102,36,near_reuse,1,1.1292,0,0,6,16
103,61,one_shot,0,1.0865,0,0,0,16
104,32,far_reuse,1,0.067,0,0,2,1920
105,24,far_reuse,1,1.1136,0,0,4,16
106,44,repeated,2,0.0809,0,0,1,1936
107,35,far_reuse,1,1.7113,368,6,5,384
108,1,far_reuse,1,1.1032,0,0,6,16
109,25,repeated,2,1.1351,368,6,0,384
110,5,repeated,2,1.6884,752,12,6,768
111,55,repeated,2,1.8512,112,2,6,128
112,7,far_reuse,1,1.1694,0,0,6,16
113,47,near_reuse,1,1.2198,368,6,0,384
114,58,repeated,2,1.6792,368,6,6,384
115,43,repeated,2,1.1073,0,0,6,16
116,18,far_reuse,1,1.2023,368,6,0,384
117,17,repeated,2,1.0673,0,0,6,16
118,17,repeated,1,0.1108,0,0,0,1920
119,53,far_reuse,1,1.1528,368,6,0,384
120,44,repeated,1,1.7656,304,5,6,320
121,23,repeated,2,1.094,0,0,6,16
122,20,repeated,2,1.1544,368,6,0,384
123,49,far_reuse,1,1.1654,0,0,6,16
124,13,far_reuse,1,1.1518,0,0,0,16
125,38,far_reuse,1,1.1083,0,0,6,16
126,41,repeated,2,1.2728,368,6,0,384
127,28,far_reuse,1,1.7575,368,6,6,384
