k,doc,category,occ,ttft_s,matched,ssd_read_ios,write_ios,cached
0,37,one_shot,0,1.1382,0,0,0,0
1,63,repeated,0,1.0923,0,0,0,16
2,45,one_shot,0,1.0895,0,0,0,16
3,55,repeated,0,1.207,0,0,0,16
4,31,repeated,0,1.1029,0,0,0,16
5,0,far_reuse,0,1.1732,0,0,0,16
6,39,far_reuse,0,1.1108,0,0,0,16
7,29,one_shot,0,1.1154,0,0,0,16
8,4,near_reuse,0,1.0998,0,0,0,16
9,43,repeated,0,1.1753,0,0,0,16
10,42,one_shot,0,1.0987,0,0,0,16
11,30,repeated,0,1.6259,0,0,0,16
12,52,far_reuse,0,1.0964,0,0,0,16
13,55,repeated,1,0.1691,1648,0,0,1920
14,62,far_reuse,0,1.0542,0,0,0,16
15,15,near_reuse,0,1.1597,0,0,0,16
16,33,far_reuse,0,4.9392,0,0,0,16
17,4,near_reuse,1,0.1147,0,0,0,1920
18,48,near_reuse,0,1.0875,0,0,0,16
19,22,repeated,0,1.1605,0,0,0,16
20,21,one_shot,0,1.0618,0,0,0,16
21,60,one_shot,0,1.0646,0,0,0,16
22,6,one_shot,0,1.0901,0,0,0,16
23,19,near_reuse,0,1.0901,0,0,0,16
24,15,near_reuse,1,0.0804,0,0,0,1936
25,3,one_shot,0,3.4407,0,0,0,16
26,63,repeated,1,3.078,1904,0,0,1920
27,8,near_reuse,0,1.1378,0,0,0,16
28,31,repeated,1,3.4311,1904,0,0,1920
29,48,near_reuse,1,0.1167,1904,0,0,1920
30,34,repeated,0,1.086,0,0,0,16
31,24,far_reuse,0,1.1091,0,0,0,16
32,35,far_reuse,0,1.5083,0,0,0,16
33,14,near_reuse,0,1.1438,0,0,0,16
34,9,repeated,0,1.0882,0,0,0,16
35,43,repeated,1,3.4138,1920,0,0,1936
36,22,repeated,1,0.201,1904,0,0,1920
37,30,repeated,1,3.0617,1920,0,0,1936
38,19,near_reuse,1,0.1153,1904,0,0,1920
39,2,near_reuse,0,1.0995,0,0,0,16
40,26,near_reuse,0,1.1075,0,0,0,16
41,8,near_reuse,1,0.1288,1904,0,0,1920
42,5,repeated,0,1.0576,0,0,0,16
43,25,repeated,0,1.0648,0,0,0,16
44,53,far_reuse,0,5.3851,0,0,0,16
45,27,one_shot,0,1.6431,0,0,0,16
46,14,near_reuse,1,0.155,1904,0,0,1920
47,58,repeated,0,4.9616,0,0,0,16
48,31,repeated,2,3.3496,1904,0,0,1920
49,23,repeated,0,1.1034,0,0,0,16
50,2,near_reuse,1,0.1339,1920,0,0,1936
51,38,far_reuse,0,1.1504,0,0,0,16
52,26,near_reuse,1,0.1321,1904,0,0,1920
53,20,repeated,0,4.2643,0,0,0,16
54,28,far_reuse,0,1.1257,0,0,0,16
55,41,repeated,0,1.1239,0,0,0,16
56,11,one_shot,0,1.1094,0,0,0,16
57,16,one_shot,0,1.2065,0,0,0,16
58,34,repeated,1,2.1674,1904,0,0,1920
59,30,repeated,2,2.853,1920,0,0,1936
60,10,near_reuse,0,3.6189,0,0,0,16
61,59,near_reuse,0,1.0868,0,0,0,16
62,0,far_reuse,1,3.2302,1904,0,0,1920
63,13,far_reuse,0,1.1463,0,0,0,16
64,39,far_reuse,1,2.812,1904,0,0,1920
65,50,one_shot,0,1.1733,0,0,0,16
66,20,repeated,1,0.1024,1904,0,0,1920
67,49,far_reuse,0,1.0583,0,0,0,16
68,54,near_reuse,0,2.1931,16,0,0,32
69,46,near_reuse,0,3.2986,0,0,0,16
70,5,repeated,1,2.4433,1904,0,0,1920
71,40,near_reuse,0,1.0864,0,0,0,32
72,25,repeated,1,3.6631,1904,0,0,1920
73,10,near_reuse,1,0.1334,1904,0,0,1920
74,17,repeated,0,1.0888,0,0,0,16
75,52,far_reuse,1,3.1373,1904,0,0,1920
76,59,near_reuse,1,0.1162,1904,0,0,1920
77,18,far_reuse,0,1.0581,0,0,0,16
78,62,far_reuse,1,3.4413,1904,0,0,1920
79,7,far_reuse,0,1.0608,0,0,0,16
80,41,repeated,1,3.5174,1904,0,0,1920
81,51,near_reuse,0,1.0951,0,0,0,16
82,34,repeated,2,3.232,1904,0,0,1920
83,22,repeated,2,4.2288,1904,0,0,1920
84,33,far_reuse,1,3.2862,1904,0,0,1920
85,36,near_reuse,0,1.1531,0,0,0,16
86,9,repeated,1,3.4635,1904,0,0,1920
87,54,near_reuse,1,0.1153,1904,0,0,1920
88,12,one_shot,0,1.0714,0,0,0,32
89,46,near_reuse,1,0.1187,1904,0,0,1920
90,56,one_shot,0,1.1394,0,0,0,16
91,40,near_reuse,1,0.1192,1888,0,0,1920
92,57,one_shot,0,1.659,0,0,0,16
93,9,repeated,2,0.0663,0,0,0,1920
94,1,far_reuse,0,1.0935,0,0,0,16
95,58,repeated,1,3.7142,1920,0,0,1936
96,44,repeated,0,1.1006,0,0,0,16
97,32,far_reuse,0,2.152,0,0,0,16
98,51,near_reuse,1,0.1198,1904,0,0,1920
99,47,near_reuse,0,1.0539,0,0,0,16
100,23,repeated,1,3.3993,1904,0,0,1920
101,63,repeated,2,3.1542,1904,0,0,1920
102,36,near_reuse,1,0.1727,1904,0,0,1920
103,61,one_shot,0,1.0843,0,0,0,16
104,32,far_reuse,1,1.0582,0,0,0,1920
