k,doc,category,occ,ttft_s,matched,ssd_read_ios,write_ios,cached
105,24,far_reuse,1,3.4152,1904,0,0,1920
106,44,repeated,2,0.09,0,0,0,1936
107,35,far_reuse,1,3.8123,1904,0,0,1920
108,1,far_reuse,1,0.1202,1920,0,0,1936
109,25,repeated,2,3.9369,1904,0,0,1920
110,5,repeated,2,3.9979,1904,0,0,1920
111,55,repeated,2,3.5642,1904,0,0,1920
112,7,far_reuse,1,3.388,1904,0,0,1920
113,47,near_reuse,1,0.1151,1904,0,0,1920
114,58,repeated,2,3.9827,1920,0,0,1936
115,43,repeated,2,2.8791,1920,0,0,1936
116,18,far_reuse,1,0.495,1904,0,0,1920
117,17,repeated,2,0.989,1904,0,0,1920
118,17,repeated,1,0.0472,0,0,0,1920
119,53,far_reuse,1,1.1843,1904,0,0,1920
120,44,repeated,1,0.1285,1920,0,0,1936
121,23,repeated,2,0.7083,1904,0,0,1920
122,20,repeated,2,0.9761,1904,0,0,1920
123,49,far_reuse,1,0.5397,1904,0,0,1920
124,13,far_reuse,1,0.8548,1904,0,0,1920
125,38,far_reuse,1,0.5635,1904,0,0,1920
126,41,repeated,2,0.7058,1904,0,0,1920
127,28,far_reuse,1,1.1019,1904,0,0,1920
