23:58:58 opt-66b-h0.7-none avail=124565M free=111907M cached=12923M anon=751M mapped=252M shmem=1M unevict=0M slab=1080M psi_some=0.00 psi_full=0.00
23:59:09 opt-66b-h0.7-none avail=123883M free=111221M cached=12924M anon=1431M mapped=606M shmem=1M unevict=0M slab=1081M psi_some=0.00 psi_full=0.00
23:59:19 opt-66b-h0.7-none avail=91734M free=79073M cached=13194M anon=32648M mapped=1064M shmem=271M unevict=0M slab=1283M psi_some=0.00 psi_full=0.00
23:59:29 opt-66b-h0.7-none avail=50627M free=37815M cached=13194M anon=73259M mapped=1063M shmem=271M unevict=0M slab=1538M psi_some=0.00 psi_full=0.00
23:59:39 opt-66b-h0.7-none avail=26909M free=1857M cached=25521M anon=96486M mapped=4003M shmem=271M unevict=0M slab=1721M psi_some=0.00 psi_full=0.00
23:59:50 opt-66b-h0.7-none avail=36113M free=9392M cached=27224M anon=87365M mapped=7207M shmem=271M unevict=0M slab=1682M psi_some=2.68 psi_full=2.68
00:00:00 opt-66b-h0.7-none avail=34329M free=6000M cached=29020M anon=89199M mapped=6926M shmem=271M unevict=0M slab=1596M psi_some=4.74 psi_full=4.74
00:00:11 opt-66b-h0.7-none avail=30246M free=703M cached=30423M anon=93154M mapped=5949M shmem=271M unevict=0M slab=1521M psi_some=4.23 psi_full=4.23
00:00:21 opt-66b-h0.7-none avail=27314M free=872M cached=27171M anon=96158M mapped=8602M shmem=271M unevict=0M slab=1592M psi_some=4.29 psi_full=4.29
00:00:31 opt-66b-h0.7-none avail=27313M free=828M cached=27274M anon=96159M mapped=13723M shmem=271M unevict=0M slab=1549M psi_some=3.17 psi_full=3.17
00:00:41 opt-66b-h0.7-none avail=29177M free=778M cached=29106M anon=94344M mapped=15109M shmem=271M unevict=0M slab=1607M psi_some=1.35 psi_full=1.35
00:00:52 opt-66b-h0.7-none avail=34113M free=7004M cached=27823M anon=89410M mapped=15110M shmem=271M unevict=0M slab=1598M psi_some=1.47 psi_full=1.47
00:01:02 opt-66b-h0.7-none avail=26990M free=854M cached=27066M anon=96472M mapped=6353M shmem=271M unevict=0M slab=1406M psi_some=4.72 psi_full=4.72
00:01:13 opt-66b-h0.7-none avail=30127M free=918M cached=30170M anon=93417M mapped=2876M shmem=271M unevict=0M slab=1335M psi_some=4.59 psi_full=4.59
00:01:23 opt-66b-h0.7-none avail=34144M free=5290M cached=29835M anon=89414M mapped=858M shmem=271M unevict=0M slab=1306M psi_some=4.38 psi_full=4.38
00:01:34 opt-66b-h0.7-none avail=35974M free=9915M cached=27209M anon=87076M mapped=9909M shmem=271M unevict=0M slab=1586M psi_some=2.78 psi_full=2.78
00:01:44 opt-66b-h0.7-none avail=26945M free=799M cached=26782M anon=96472M mapped=13416M shmem=271M unevict=0M slab=1715M psi_some=2.32 psi_full=2.32
00:01:54 opt-66b-h0.7-none avail=32982M free=7357M cached=26564M anon=89713M mapped=19295M shmem=271M unevict=0M slab=1897M psi_some=1.87 psi_full=1.87
00:02:04 opt-66b-h0.7-none avail=36314M free=10215M cached=26565M anon=87076M mapped=19296M shmem=271M unevict=0M slab=1897M psi_some=1.28 psi_full=1.28
00:02:15 opt-66b-h0.7-none avail=36279M free=4197M cached=32400M anon=87076M mapped=25130M shmem=271M unevict=0M slab=2067M psi_some=0.47 psi_full=0.47
00:02:25 opt-66b-h0.7-none avail=36256M free=3843M cached=32723M anon=87076M mapped=25452M shmem=271M unevict=0M slab=2079M psi_some=0.14 psi_full=0.14
00:02:35 opt-66b-h0.7-none avail=36252M free=3246M cached=33304M anon=87076M mapped=26036M shmem=271M unevict=0M slab=2090M psi_some=0.05 psi_full=0.05
00:02:46 opt-66b-h0.7-none avail=36261M free=722M cached=35731M anon=87076M mapped=30119M shmem=271M unevict=0M slab=2206M psi_some=0.28 psi_full=0.28
00:02:56 opt-66b-h0.7-none avail=36264M free=931M cached=35398M anon=87076M mapped=34241M shmem=271M unevict=0M slab=2325M psi_some=3.26 psi_full=3.26
00:03:06 opt-66b-h0.7-none avail=36244M free=1044M cached=35288M anon=87076M mapped=34162M shmem=271M unevict=0M slab=2328M psi_some=2.01 psi_full=2.01
00:03:16 opt-66b-h0.7-none avail=36252M free=913M cached=35437M anon=87075M mapped=34353M shmem=271M unevict=0M slab=2332M psi_some=2.93 psi_full=2.93
00:03:27 opt-66b-h0.7-none avail=36292M free=971M cached=35377M anon=87077M mapped=35305M shmem=271M unevict=0M slab=2371M psi_some=6.52 psi_full=6.34
00:03:37 opt-66b-h0.7-none avail=36102M free=857M cached=35310M anon=87255M mapped=586M shmem=271M unevict=0M slab=2365M psi_some=5.64 psi_full=5.51
00:03:47 opt-66b-h0.7-none avail=36073M free=812M cached=35325M anon=87267M mapped=598M shmem=271M unevict=0M slab=2365M psi_some=2.07 psi_full=2.03
00:03:57 opt-66b-h0.7-none avail=36039M free=777M cached=35326M anon=87264M mapped=627M shmem=271M unevict=0M slab=2365M psi_some=0.76 psi_full=0.74
00:04:08 opt-66b-h0.7-none avail=36033M free=769M cached=35328M anon=87263M mapped=629M shmem=271M unevict=0M slab=2365M psi_some=0.28 psi_full=0.27
00:04:18 opt-66b-h0.7-none avail=35966M free=813M cached=35226M anon=87330M mapped=655M shmem=271M unevict=0M slab=2352M psi_some=0.30 psi_full=0.29
00:04:28 opt-66b-h0.7-none avail=35953M free=798M cached=35229M anon=87336M mapped=658M shmem=271M unevict=0M slab=2352M psi_some=0.11 psi_full=0.10
00:04:38 opt-66b-h0.7-none avail=35916M free=711M cached=35268M anon=87371M mapped=709M shmem=271M unevict=0M slab=2351M psi_some=0.03 psi_full=0.03
00:04:49 opt-66b-h0.7-none avail=35915M free=709M cached=35267M anon=87374M mapped=712M shmem=271M unevict=0M slab=2351M psi_some=0.01 psi_full=0.01
