phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,24,64.45,82.04,77.50,95.23,106.14,106.2
reverse_retrieve,24,36.38,92.83,49.84,102.14,102.14,102.2
