phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,32,984.91,2090.54,1225.77,2259.90,2259.90,2259.9
reverse_retrieve,32,814.74,1529.86,1035.64,1791.10,1989.21,1989.3
kv_r: 6 ops, 2.18 GiB, busy 465.6 s
kv_w: 46 ops, 37.58 GiB, busy 2311.8 s
