phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,24,63.90,87.06,79.55,100.85,107.11,107.1
reverse_retrieve,24,36.29,81.49,45.82,90.83,90.83,90.9
