--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
   5    0            0    125927952        65380      1401312    0    0 49605     7  366  404   2   2  90   7   0 2026-09-21 16:34:56
   1    0            0    125833584        66084      1419172    0    0 17348   100 4264 8181   3   1  96   0   0 2026-09-21 16:34:57
   1    0            0    125762560        67360      1453260    0    0 34680     4 4428 8614   3   0  97   0   0 2026-09-21 16:34:58
   2    0            0    125724840        67988      1498140    0    0 44828     0 11558 8988   4   8  88   0   0 2026-09-21 16:34:59
   1    0            0    125656480        69480      1549504    0    0 51816     0 4385 7439   2   1  97   0   0 2026-09-21 16:35:00
   0    0            0    125661504        69868      1550584    0    0  1324    64 4300 6782   2   0  97   0   0 2026-09-21 16:35:01
   0    0            0    125669048        69940      1550652    0    0    72   548 1892 4992   0   0  99   0   0 2026-09-21 16:35:02
   1    0            0    125665072        70132      1592284    0    0 41736     0 3148 6433   1   1  98   0   0 2026-09-21 16:35:03
   1    0            0    125652992        70532      1610028    0    0 17692     0 2832 6065   1   0  98   0   0 2026-09-21 16:35:04
   2    0            0    125533328        70532      1618920    0    0  9056     8 2299 4906   1   0  99   0   0 2026-09-21 16:35:05
   2    0            0    125460528        70560      1619452    0    0   360    76 2897 5461   3   0  97   0   0 2026-09-21 16:35:06
   2    0            0    125314784        70568      1619488    0    0     8   460 3105 5311   3   0  96   0   0 2026-09-21 16:35:07
   0    0            0    125259776        70568      1619492    0    0     0     0 3046 5727   2   0  97   0   0 2026-09-21 16:35:08
  73    0            0    124846976        71088      1632824    0    0 13800     0 6884 8267   9   1  90   0   0 2026-09-21 16:35:09
   2    1            0    124448864        72332      1731012    0    0 90568     0 9833 9540  11   1  88   0   0 2026-09-21 16:35:10
   1    0            0    124563112        74400      1835476    0    0 105204   124 9521 11212   4   1  94   1   0 2026-09-21 16:35:11
   1    0            0    124398768        74548      1895176    0    0 19620     0 5868 8980   5   1  95   0   0 2026-09-21 16:35:12
   5   12            0    123957936        74576      2130664    0    0 237976   220 5892 9012   3   2  89   6   0 2026-09-21 16:35:13
   4   15            0    122981568        74588      3027268    0    0 893124     0 13616 14349  12   5  59  23   0 2026-09-21 16:35:14
  20    0            0    121903344        74604      3951960    0    0 921184     0 16262 14308  19   5  53  24   0 2026-09-21 16:35:15
   5   15            0    121035928        74624      4843140    0    0 890200   228 15879 14498  18   5  54  23   0 2026-09-21 16:35:16
--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
  18    1            0    120034560        74664      5761904    0    0 916088     0 16534 15782  18   5  52  24   0 2026-09-21 16:35:17
   2   16            0    119218304        74672      6610916    0    0 846980     0 15880 14649  18   5  56  21   0 2026-09-21 16:35:18
  18    0            0    118459704        74856      7528736    0    0 915944   212 16591 15494  18   5  52  25   0 2026-09-21 16:35:19
   2    0            0    118043616        74896      7936712    0    0 407140     0 9712 9599  11   2  76  11   0 2026-09-21 16:35:20
   1    0            0    117948752        75076      7959872    0    0 23068    60 4398 7792   3   0  96   0   0 2026-09-21 16:35:21
   1    0            0    117637136        77304      8157656    0    0 199096     0 4838 8152   3   1  97   0   0 2026-09-21 16:35:22
   1    0            0    117393984        77880      8381220    0    0 223664     0 4868 8186   3   1  97   0   0 2026-09-21 16:35:23
   1    0            0    117364192        79232      8402640    0    0 21752    48 5031 8964   3   0  97   0   0 2026-09-21 16:35:24
   0    0            0    117385008        79236      8402644    0    0     4   188 2602 5879   0   0  99   0   0 2026-09-21 16:35:25
   1    0            0    117275688        79396      8402652    0    0   348    76 3254 6404   2   0  98   0   0 2026-09-21 16:35:26
   1    0            0    117181152        79428      8414484    0    0 11580    44 3953 7093   2   2  97   0   0 2026-09-21 16:35:27
   0    0            0    117208928        79436      8421428    0    0  6916     4 3090 6499   1   0  98   0   0 2026-09-21 16:35:28
   0    0            0    117209536        79448      8421436    0    0    12    56 2719 6129   1   0  99   0   0 2026-09-21 16:35:29
   0    0            0    117232880        79452      8421460    0    0     4     0 2658 5755   1   0  99   0   0 2026-09-21 16:35:30
   2    0            0    117255376        79492      8421628    0    0   144   284 3919 7341   1   0  98   0   0 2026-09-21 16:35:31
   0    0            0    117264448        79524      8421648    0    0    32     0 2751 5903   0   0  99   0   0 2026-09-21 16:35:32
   3    0            0    117284208        79552      8421660    0    0    28     4 2601 6105   0   0  99   0   0 2026-09-21 16:35:33
   3    0            0    117290384        79568      8422004    0    0   476     8 2944 6279   1   0  99   0   0 2026-09-21 16:35:34
   1    1            0    117309008        79628      8422128    0    0    60    60 2636 5743   1   0  99   0   0 2026-09-21 16:35:35
   0    0            0    117327824        79820      8422200    0    0   184   756 2645 6149   1   0  99   0   0 2026-09-21 16:35:36
   0    0            0    117343120        79884      8422172    0    0    64     0 2860 6189   1   0  99   0   0 2026-09-21 16:35:37
