phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,24,62.32,79.54,75.27,92.57,103.21,103.2
reverse_retrieve,24,36.19,87.62,46.71,96.93,96.93,97.0
