phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,28,262.31,472.75,279.98,490.42,490.45,490.5
reverse_retrieve,28,4.35,7.91,4.68,8.21,8.42,8.5
