procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 4  0       581764     67609120        62712     59691336    2    3 12194   572    1    2   1   1  97   2   0 2026-09-15 00:01:46
 1  0       581764     67515216        63716     59706440    0    0 15664    88 3186 5356   3   1  96   0   0 2026-09-15 00:01:47
 1  0       581764     67450784        64480     59724832    0    0 18824     0 3712 6349   3   0  96   0   0 2026-09-15 00:01:48
 1  0       581764     67356080        65828     59762360    0    0 38392     0 5814 10412   4   7  88   0   0 2026-09-15 00:01:49
 0  0       581764     67318576        66252     59765768    0    0  3108     0 3280 4421   3   0  97   0   0 2026-09-15 00:01:50
 2  0       581764     67314304        66252     59765744    0    0     0   488 2095 3591   1   0  99   0   0 2026-09-15 00:01:51
 1  0       581764     67275280        66512     59794768    8    0 30048   124 2638 4043   1   0  98   0   0 2026-09-15 00:01:52
 0  0       581764     67255408        66704     59801736    0    0  6212     0 2730 4202   1   0  99   0   0 2026-09-15 00:01:53
 0  0       581764     67124448        66708     59801840    0    0    68     0 2874 3913   2   1  98   0   0 2026-09-15 00:01:54
 1  0       581764     66996248        66708     59801860    0    0     0     0 2403 3582   3   1  96   0   0 2026-09-15 00:01:55
 2  0       581764     66905304        66708     59801900    0    0     0   240 2172 3359   3   0  96   0   0 2026-09-15 00:01:56
 3  0       581764     66596124        67144     59809068    0    0  7852     0 3052 4757   3   1  96   0   0 2026-09-15 00:01:57
 3  0       581764     65714072        67256     59811260    0    0  2116   148 9224 6863  23   2  75   0   0 2026-09-15 00:01:58
 1  0       581764     66130460        68448     59896820    0    0 76252     0 7420 9713   7   1  92   0   0 2026-09-15 00:01:59
 1  0       581764     65916396        68840     60062596    0    0 30312     0 6979 9540   3   1  95   0   0 2026-09-15 00:02:00
 3  0       581764     63120968        68848     60076224    0    0 13696   332 8766 13987   4   2  94   0   0 2026-09-15 00:02:01
 4  0       581764     59264108        68852     60076392    0    0     8     4 7938 12542   3   2  95   0   0 2026-09-15 00:02:02
 2  0       581764     55119916        68864     60076792    0    0   336   188 7858 13050   2   2  96   0   0 2026-09-15 00:02:03
 1  0       581764     50758480        68864     60076828    0    0     0     0 7869 12889   2   2  96   0   0 2026-09-15 00:02:04
 1  0       581764     46877100        68864     60076852    0    0     0     0 8062 12966   2   2  96   0   0 2026-09-15 00:02:05
 2  0       581764     42772948        68864     60076992    4    0   116   484 7902 12988   1   2  96   0   0 2026-09-15 00:02:06
procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 2  1       581764     38322544        68872     60077172   12    0   144   164 7921 12609   1   2  96   0   0 2026-09-15 00:02:07
 1  0       581764     34446448        68872     60077208    0    0     0     0 7874 12883   2   2  96   0   0 2026-09-15 00:02:08
 1  0       581764     30439612        68872     60077244    0    0     0     0 7913 12929   2   2  96   0   0 2026-09-15 00:02:09
 1  0       581764     26100952        68872     60077280    0    0     0     0 7788 12964   1   2  96   0   0 2026-09-15 00:02:10
 2  0       581764     22129236        68872     60077308    0    0     0     0 7227 12540   1   2  97   0   0 2026-09-15 00:02:11
 1  0       581764     17842384        68884     60077336    0    0     0   448 7202 12415   1   2  96   0   0 2026-09-15 00:02:12
 1  0       581764     13884652        68884     60077384    0    0     0     0 7861 12843   2   2  96   0   0 2026-09-15 00:02:13
 1  0       581764      9745716        68884     60077428    0    0     0     0 7780 12964   2   2  96   0   0 2026-09-15 00:02:14
 1  0       581764      5231312        68884     60077452   12    0    12     0 7514 12949   1   2  96   0   0 2026-09-15 00:02:15
 2  0       581764      1270396        68884     60077476    0    0     0     0 7122 12557   1   2  97   0   0 2026-09-15 00:02:16
 1  0       581764      4757600        69876     54758128    4    0  1740  2500 7935 13914   1   4  95   0   0 2026-09-15 00:02:17
