k,doc,category,occ,ttft_s,matched,ssd_read_ios,write_ios,cached
86,9,repeated,1,1.092,0,0,0,16
87,54,near_reuse,1,1.0963,0,0,13,16
88,12,one_shot,0,1.0838,0,0,1,32
89,46,near_reuse,1,1.0906,0,0,0,16
90,56,one_shot,0,1.1576,0,0,14,16
91,40,near_reuse,1,1.0835,0,0,0,32
92,57,one_shot,0,1.1262,0,0,12,16
93,9,repeated,2,0.0674,0,0,0,1920
94,1,far_reuse,0,1.1049,0,0,12,16
95,58,repeated,1,1.1208,0,0,2,16
96,44,repeated,0,1.1092,0,0,12,16
97,32,far_reuse,0,1.0899,0,0,0,16
98,51,near_reuse,1,1.091,0,0,0,16
99,47,near_reuse,0,1.0771,0,0,14,16
100,23,repeated,1,1.0912,0,0,0,16
101,63,repeated,2,1.5597,688,11,14,704
102,36,near_reuse,1,1.1349,0,0,4,16
103,61,one_shot,0,1.0976,0,0,10,16
104,32,far_reuse,1,0.0658,0,0,0,1920
105,24,far_reuse,1,1.1268,0,0,14,16
106,44,repeated,2,0.0795,0,0,3,1936
107,35,far_reuse,1,1.1702,0,0,11,16
108,1,far_reuse,1,1.1062,0,0,1,16
109,25,repeated,2,1.3739,880,14,14,896
110,5,repeated,2,1.0655,880,14,4,896
111,55,repeated,2,1.0094,880,14,12,896
112,7,far_reuse,1,1.164,0,0,11,16
113,47,near_reuse,1,1.0927,0,0,3,16
114,58,repeated,2,1.6362,752,12,11,768
115,43,repeated,2,1.0265,880,14,9,896
116,18,far_reuse,1,1.0908,0,0,5,16
117,17,repeated,2,1.0694,0,0,9,16
118,17,repeated,1,0.1033,0,0,2,1920
119,53,far_reuse,1,1.0684,0,0,3,16
120,44,repeated,1,1.224,496,8,11,512
121,23,repeated,2,2.2797,880,14,9,896
122,20,repeated,2,1.1731,752,12,8,768
123,49,far_reuse,1,1.1643,0,0,8,16
124,13,far_reuse,1,1.1501,0,0,6,16
125,38,far_reuse,1,1.1066,0,0,11,16
126,41,repeated,2,1.3851,688,11,3,704
127,28,far_reuse,1,1.148,0,0,13,16
