phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,24,63.73,81.22,77.03,94.47,105.83,105.8
reverse_retrieve,24,35.74,89.23,48.42,98.82,98.82,98.8
