phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,6,73.55,109.59,73.87,109.92,109.92,109.9
reverse_retrieve,6,1.37,2.40,1.70,2.67,2.67,2.7
