phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,8,500.93,914.79,790.67,1061.12,1061.12,1061.1
reverse_retrieve,8,490.65,785.06,661.76,931.34,931.34,931.4
kv_r: 6 ops, 22.82 GiB, busy 125.4 s
kv_w: 16 ops, 34.52 GiB, busy 481.9 s
