k,doc,category,occ,ttft_s,matched,ssd_read_ios,write_ios,cached
0,37,one_shot,0,1.0779,0,0,0,0
1,63,repeated,0,1.0938,0,0,0,16
2,45,one_shot,0,1.0862,0,0,0,16
3,55,repeated,0,1.171,0,0,0,16
4,31,repeated,0,1.0705,0,0,0,16
5,0,far_reuse,0,1.1152,0,0,0,16
6,39,far_reuse,0,1.0714,0,0,0,16
7,29,one_shot,0,1.1842,0,0,0,16
8,4,near_reuse,0,1.1036,0,0,0,16
9,43,repeated,0,1.1208,0,0,0,16
10,42,one_shot,0,1.1155,0,0,0,16
11,30,repeated,0,1.1147,0,0,0,16
12,52,far_reuse,0,1.1142,0,0,0,16
13,55,repeated,1,0.1787,1648,0,0,1920
14,62,far_reuse,0,1.0646,0,0,0,16
15,15,near_reuse,0,1.1181,0,0,0,16
16,33,far_reuse,0,1.0949,0,0,0,16
17,4,near_reuse,1,0.1146,0,0,0,1920
18,48,near_reuse,0,1.0934,0,0,0,16
19,22,repeated,0,1.1833,0,0,0,16
20,21,one_shot,0,1.1216,0,0,0,16
21,60,one_shot,0,1.0795,0,0,0,16
22,6,one_shot,0,1.1077,0,0,0,16
23,19,near_reuse,0,1.1053,0,0,0,16
24,15,near_reuse,1,0.5845,0,0,0,1936
25,3,one_shot,0,3.585,0,0,0,16
26,63,repeated,1,4.6639,1904,0,0,1920
27,8,near_reuse,0,1.1511,0,0,0,16
28,31,repeated,1,5.0289,1904,0,0,1920
29,48,near_reuse,1,0.134,1904,0,0,1920
30,34,repeated,0,1.1046,0,0,0,16
31,24,far_reuse,0,3.3898,0,0,0,16
32,35,far_reuse,0,1.0796,0,0,0,16
33,14,near_reuse,0,1.149,0,0,0,16
34,9,repeated,0,1.1125,0,0,0,16
35,43,repeated,1,5.0169,1920,0,0,1936
36,22,repeated,1,4.0052,1904,0,0,1920
37,30,repeated,1,4.1601,1920,0,0,1936
38,19,near_reuse,1,0.1227,1904,0,0,1920
39,2,near_reuse,0,1.0992,0,0,0,16
40,26,near_reuse,0,2.4573,0,0,0,16
41,8,near_reuse,1,0.1396,1904,0,0,1920
42,5,repeated,0,1.0728,0,0,0,16
43,25,repeated,0,1.0701,0,0,0,16
44,53,far_reuse,0,1.0784,0,0,0,16
45,27,one_shot,0,1.1389,0,0,0,16
46,14,near_reuse,1,0.1631,1904,0,0,1920
47,58,repeated,0,1.1134,0,0,0,16
48,31,repeated,2,3.6435,1904,0,0,1920
49,23,repeated,0,1.1113,0,0,0,16
50,2,near_reuse,1,0.149,1920,0,0,1936
51,38,far_reuse,0,5.0049,0,0,0,16
52,26,near_reuse,1,0.1498,1904,0,0,1920
53,20,repeated,0,1.1073,0,0,0,16
54,28,far_reuse,0,1.138,0,0,0,16
55,41,repeated,0,1.14,0,0,0,16
56,11,one_shot,0,1.086,0,0,0,16
57,16,one_shot,0,1.1233,0,0,0,16
58,34,repeated,1,3.1702,1904,0,0,1920
59,30,repeated,2,5.2193,1920,0,0,1936
60,10,near_reuse,0,1.1252,0,0,0,16
61,59,near_reuse,0,5.2277,0,0,0,16
62,0,far_reuse,1,4.5139,1904,0,0,1920
63,13,far_reuse,0,1.1517,0,0,0,16
64,39,far_reuse,1,5.3956,1904,0,0,1920
65,50,one_shot,0,1.164,0,0,0,16
66,20,repeated,1,0.1059,1904,0,0,1920
67,49,far_reuse,0,3.459,0,0,0,16
68,54,near_reuse,0,2.3005,16,0,0,32
69,46,near_reuse,0,1.0785,0,0,0,16
70,5,repeated,1,5.5044,1904,0,0,1920
71,40,near_reuse,0,1.1409,0,0,0,32
72,25,repeated,1,3.8678,1904,0,0,1920
73,10,near_reuse,1,0.1459,1904,0,0,1920
74,17,repeated,0,2.8927,0,0,0,16
75,52,far_reuse,1,4.5603,1904,0,0,1920
76,59,near_reuse,1,0.1345,1904,0,0,1920
77,18,far_reuse,0,1.0752,0,0,0,16
78,62,far_reuse,1,4.0149,1904,0,0,1920
79,7,far_reuse,0,3.4007,0,0,0,16
80,41,repeated,1,5.3116,1904,0,0,1920
81,51,near_reuse,0,5.0938,0,0,0,16
82,34,repeated,2,5.1181,1904,0,0,1920
83,22,repeated,2,4.2115,1904,0,0,1920
84,33,far_reuse,1,4.5505,1904,0,0,1920
85,36,near_reuse,0,1.5029,0,0,0,16
86,9,repeated,1,4.865,1904,0,0,1920
87,54,near_reuse,1,0.3271,1904,0,0,1920
88,12,one_shot,0,1.0862,0,0,0,32
89,46,near_reuse,1,0.1395,1904,0,0,1920
90,56,one_shot,0,1.1508,0,0,0,16
91,40,near_reuse,1,3.1297,1888,0,0,1920
92,57,one_shot,0,2.3902,0,0,0,16
93,9,repeated,2,0.0759,0,0,0,1920
94,1,far_reuse,0,1.1058,0,0,0,16
95,58,repeated,1,4.0029,1920,0,0,1936
96,44,repeated,0,1.1277,0,0,0,16
97,32,far_reuse,0,4.6814,0,0,0,16
98,51,near_reuse,1,0.1456,1904,0,0,1920
99,47,near_reuse,0,1.3228,0,0,0,16
100,23,repeated,1,5.3694,1904,0,0,1920
101,63,repeated,2,1.974,1904,0,0,1920
102,36,near_reuse,1,0.7287,1904,0,0,1920
103,61,one_shot,0,1.094,0,0,0,16
104,32,far_reuse,1,0.0893,0,0,0,1920
105,24,far_reuse,1,4.1481,1904,0,0,1920
106,44,repeated,2,0.0911,0,0,0,1936
107,35,far_reuse,1,0.7582,1904,0,0,1920
108,1,far_reuse,1,0.1266,1920,0,0,1936
109,25,repeated,2,0.7017,1904,0,0,1920
110,5,repeated,2,0.6215,1904,0,0,1920
111,55,repeated,2,0.5554,1904,0,0,1920
112,7,far_reuse,1,0.8539,1904,0,0,1920
113,47,near_reuse,1,0.1274,1904,0,0,1920
114,58,repeated,2,0.7186,1920,0,0,1936
115,43,repeated,2,0.7043,1920,0,0,1936
116,18,far_reuse,1,0.6522,1904,0,0,1920
117,17,repeated,2,0.6382,1904,0,0,1920
