k,doc,category,occ,ttft_s,matched,ssd_read_ios,write_ios,cached
118,17,repeated,1,0.0463,0,0,0,1920
119,53,far_reuse,1,0.5778,1904,0,0,1920
120,44,repeated,1,0.1473,1920,0,0,1936
121,23,repeated,2,0.6802,1904,0,0,1920
122,20,repeated,2,0.6289,1904,0,0,1920
123,49,far_reuse,1,0.6827,1904,0,0,1920
124,13,far_reuse,1,0.8293,1904,0,0,1920
125,38,far_reuse,1,0.7852,1904,0,0,1920
126,41,repeated,2,0.7285,1904,0,0,1920
127,28,far_reuse,1,0.7776,1904,0,0,1920
