phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,24,65.36,89.99,82.15,103.96,110.45,110.5
reverse_retrieve,24,37.52,92.35,48.85,102.20,102.20,102.2
