k,doc,category,occ,ttft_s,matched,ssd_read_ios,write_ios,cached
75,52,far_reuse,1,1.1747,368,6,0,384
76,59,near_reuse,1,1.0871,0,0,6,16
77,18,far_reuse,0,1.0601,0,0,0,16
78,62,far_reuse,1,1.1627,368,6,6,384
79,7,far_reuse,0,1.0593,0,0,6,16
80,41,repeated,1,1.1305,0,0,0,16
81,51,near_reuse,0,1.0879,0,0,6,16
82,34,repeated,2,1.1511,752,12,0,768
83,22,repeated,2,1.7992,752,12,6,768
84,33,far_reuse,1,1.3974,368,6,6,384
85,36,near_reuse,0,1.1432,0,0,6,16
86,9,repeated,1,1.2316,368,6,0,384
87,54,near_reuse,1,1.7443,368,6,6,384
88,12,one_shot,0,1.0736,0,0,6,32
89,46,near_reuse,1,1.0862,0,0,0,16
90,56,one_shot,0,1.146,0,0,6,16
91,40,near_reuse,1,1.0737,0,0,0,32
92,57,one_shot,0,1.1154,0,0,6,16
93,9,repeated,2,0.0688,0,0,2,1920
94,1,far_reuse,0,1.1,0,0,4,16
95,58,repeated,1,1.1153,0,0,1,16
96,44,repeated,0,1.1023,0,0,5,16
97,32,far_reuse,0,1.0884,0,0,1,16
98,51,near_reuse,1,1.0881,0,0,5,16
99,47,near_reuse,0,1.0596,0,0,1,16
100,23,repeated,1,1.0867,0,0,6,16
101,63,repeated,2,1.3666,432,7,2,448
102,36,near_reuse,1,1.1293,0,0,6,16
103,61,one_shot,0,1.0925,0,0,0,16
104,32,far_reuse,1,0.0661,0,0,2,1920
105,24,far_reuse,1,1.1207,0,0,4,16
106,44,repeated,2,0.08,0,0,0,1936
107,35,far_reuse,1,1.8725,368,6,6,384
108,1,far_reuse,1,1.1074,0,0,6,16
109,25,repeated,2,1.1451,368,6,0,384
110,5,repeated,2,1.6452,752,12,6,768
111,55,repeated,2,1.1373,0,0,6,16
112,7,far_reuse,1,1.1661,0,0,0,16
113,47,near_reuse,1,1.7137,368,6,6,384
114,58,repeated,2,1.2231,304,5,6,320
115,43,repeated,2,1.1066,0,0,6,16
116,18,far_reuse,1,1.1745,368,6,0,384
117,17,repeated,2,1.0668,0,0,6,16
118,17,repeated,1,0.1107,0,0,0,1920
119,53,far_reuse,1,1.1505,368,6,0,384
120,44,repeated,1,1.7251,432,7,6,448
121,23,repeated,2,1.1773,112,2,6,128
122,20,repeated,2,1.6528,368,6,6,384
123,49,far_reuse,1,1.1645,0,0,6,16
124,13,far_reuse,1,1.1517,0,0,0,16
125,38,far_reuse,1,1.1091,0,0,6,16
126,41,repeated,2,1.2035,368,6,0,384
127,28,far_reuse,1,1.243,368,6,6,384
