phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,8,31.32,41.50,31.53,41.71,41.71,41.7
reverse_retrieve,8,19.90,30.22,20.11,30.44,30.44,30.4
