phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,24,63.49,81.15,76.86,94.39,105.41,105.4
reverse_retrieve,24,37.11,89.95,48.21,99.55,99.55,99.6
