Start (ns),End (ns),Duration (ns),DurChild (ns),DurNonChild (ns),Name,PID,TID,Lvl,NumChild,RangeId,ParentId,RangeStack,NameTree
34968584,253267954983,253232986399,252628233091,604753308,:phase:cold_fill,1246522,1246522,0,8,14,,:14,:phase:cold_fill
139688745,33901497337,33761808592,21605336,33740203256,:step:cold_fill #0 running=8,1246522,1246522,1,460,23,14,:14:23,--:step:cold_fill #0 running=8
572675883,572771893,96010,0,96010,:weight_h2d L2 160MiB,1246522,1246522,2,0,26,23,:14:23:26,----:weight_h2d L2 160MiB
572801892,572842932,41040,0,41040,:weight_h2d L2 0MiB,1246522,1246522,2,0,27,23,:14:23:27,----:weight_h2d L2 0MiB
572866436,572901734,35298,0,35298,:weight_h2d L2 128MiB,1246522,1246522,2,0,28,23,:14:23:28,----:weight_h2d L2 128MiB
572923942,572957334,33392,0,33392,:weight_h2d L2 924MiB,1246522,1246522,2,0,29,23,:14:23:29,----:weight_h2d L2 924MiB
572979532,573024082,44550,0,44550,:weight_h2d L2 462MiB,1246522,1246522,2,0,30,23,:14:23:30,----:weight_h2d L2 462MiB
573046066,573079184,33118,0,33118,:weight_h2d L2 0MiB,1246522,1246522,2,0,31,23,:14:23:31,----:weight_h2d L2 0MiB
573099529,573131954,32425,0,32425,:weight_h2d L2 0MiB,1246522,1246522,2,0,32,23,:14:23:32,----:weight_h2d L2 0MiB
576969503,577038978,69475,0,69475,:weight_h2d L3 160MiB,1246522,1246522,2,0,35,23,:14:23:35,----:weight_h2d L3 160MiB
577066980,577107074,40094,0,40094,:weight_h2d L3 0MiB,1246522,1246522,2,0,36,23,:14:23:36,----:weight_h2d L3 0MiB
577129289,577165005,35716,0,35716,:weight_h2d L3 128MiB,1246522,1246522,2,0,37,23,:14:23:37,----:weight_h2d L3 128MiB
577185097,577218751,33654,0,33654,:weight_h2d L3 924MiB,1246522,1246522,2,0,38,23,:14:23:38,----:weight_h2d L3 924MiB
577238685,577271654,32969,0,32969,:weight_h2d L3 462MiB,1246522,1246522,2,0,39,23,:14:23:39,----:weight_h2d L3 462MiB
577302168,577336616,34448,0,34448,:weight_h2d L3 0MiB,1246522,1246522,2,0,40,23,:14:23:40,----:weight_h2d L3 0MiB
577356920,577390280,33360,0,33360,:weight_h2d L3 0MiB,1246522,1246522,2,0,41,23,:14:23:41,----:weight_h2d L3 0MiB
580387857,580455437,67580,0,67580,:weight_h2d L4 0MiB,1246522,1246522,2,0,44,23,:14:23:44,----:weight_h2d L4 0MiB
580484896,580524374,39478,0,39478,:weight_h2d L4 0MiB,1246522,1246522,2,0,45,23,:14:23:45,----:weight_h2d L4 0MiB
580559289,580595333,36044,0,36044,:weight_h2d L4 0MiB,1246522,1246522,2,0,46,23,:14:23:46,----:weight_h2d L4 0MiB
583534755,583600905,66150,0,66150,:weight_h2d L5 160MiB,1246522,1246522,2,0,49,23,:14:23:49,----:weight_h2d L5 160MiB
583628196,583667377,39181,0,39181,:weight_h2d L5 0MiB,1246522,1246522,2,0,50,23,:14:23:50,----:weight_h2d L5 0MiB
583701731,583738490,36759,0,36759,:weight_h2d L5 128MiB,1246522,1246522,2,0,51,23,:14:23:51,----:weight_h2d L5 128MiB
583760201,583793606,33405,0,33405,:weight_h2d L5 924MiB,1246522,1246522,2,0,52,23,:14:23:52,----:weight_h2d L5 924MiB
583813909,583846510,32601,0,32601,:weight_h2d L5 462MiB,1246522,1246522,2,0,53,23,:14:23:53,----:weight_h2d L5 462MiB
583866113,583899510,33397,0,33397,:weight_h2d L5 0MiB,1246522,1246522,2,0,54,23,:14:23:54,----:weight_h2d L5 0MiB
583921306,583954604,33298,0,33298,:weight_h2d L5 0MiB,1246522,1246522,2,0,55,23,:14:23:55,----:weight_h2d L5 0MiB
1305942389,1398289240,92346851,92253593,93258,:weight_ssd_read layer004/self_attn.qkv_proj.weight.bin 160MiB,1246522,1258195,0,1,57,,:57,:weight_ssd_read layer004/self_attn.qkv_proj.weight.bin 160MiB
1306010920,1398264513,92253593,91873961,379632,:cuFileRead,1246522,1258195,1,1,60,57,:57:60,--:cuFileRead
1306053257,1397927218,91873961,0,91873961,:cuFileHandleNVFS,1246522,1258195,2,0,63,60,:57:60:63,----:cuFileHandleNVFS
1306058862,1395065394,89006532,0,89006532,:cuFileHandleNVFS,1246522,1247446,0,0,66,,:66,:cuFileHandleNVFS
1306081629,1451271296,145189667,145121266,68401,:weight_ssd_read layer004/self_attn.o_proj.weight.bin 128MiB,1246522,1258197,0,1,67,,:67,:weight_ssd_read layer004/self_attn.o_proj.weight.bin 128MiB
1306120936,1451242202,145121266,74741713,70379553,:cuFileRead,1246522,1258197,1,1,70,67,:67:70,--:cuFileRead
1306171023,1398233664,92062641,0,92062641,:cuFileHandleNVFS,1246522,1247444,0,0,74,,:74,:cuFileHandleNVFS
1306173221,1380914934,74741713,0,74741713,:cuFileHandleNVFS,1246522,1258197,2,0,78,70,:67:70:78,----:cuFileHandleNVFS
1306173522,1381122544,74949022,0,74949022,:cuFileHandleNVFS,1246522,1247445,0,0,79,,:79,:cuFileHandleNVFS
1306186209,1395705532,89519323,0,89519323,:cuFileHandleNVFS,1246522,1247447,0,0,82,,:82,:cuFileHandleNVFS
1306197673,1769429059,463231386,463154281,77105,:weight_ssd_read layer004/mlp.gate_up_proj.weight.bin 924MiB,1246522,1258194,0,1,83,,:83,:weight_ssd_read layer004/mlp.gate_up_proj.weight.bin 924MiB
1306235925,1769390206,463154281,390285929,72868352,:cuFileRead,1246522,1258194,1,1,86,83,:83:86,--:cuFileRead
1306278464,1696564393,390285929,0,390285929,:cuFileHandleNVFS,1246522,1258194,2,0,89,86,:83:86:89,----:cuFileHandleNVFS
1306302151,1813942450,507640299,507569552,70747,:weight_ssd_read layer004/mlp.down_proj.weight.bin 462MiB,1246522,1258196,0,1,90,,:90,:weight_ssd_read layer004/mlp.down_proj.weight.bin 462MiB
1306340083,1813909635,507569552,222163565,285405987,:cuFileRead,1246522,1258196,1,1,93,90,:90:93,--:cuFileRead
1306382542,1528546107,222163565,0,222163565,:cuFileHandleNVFS,1246522,1258196,2,0,96,93,:90:93:96,----:cuFileHandleNVFS
1381150600,1441994855,60844255,0,60844255,:cuFileHandleNVFS,1246522,1247445,0,0,99,,:99,:cuFileHandleNVFS
1395091808,1451127599,56035791,0,56035791,:cuFileHandleNVFS,1246522,1247446,0,0,102,,:102,:cuFileHandleNVFS
1395733977,1738687776,342953799,0,342953799,:cuFileHandleNVFS,1246522,1247447,0,0,105,,:105,:cuFileHandleNVFS
1398262491,1748575473,350312982,0,350312982,:cuFileHandleNVFS,1246522,1247444,0,0,108,,:108,:cuFileHandleNVFS
1442020027,1769358729,327338702,0,327338702,:cuFileHandleNVFS,1246522,1247445,0,0,111,,:111,:cuFileHandleNVFS
1451157557,1628182158,177024601,0,177024601,:cuFileHandleNVFS,1246522,1247446,0,0,114,,:114,:cuFileHandleNVFS
1628225807,1768123304,139897497,0,139897497,:cuFileHandleNVFS,1246522,1247446,0,0,117,,:117,:cuFileHandleNVFS
1738709868,1813800971,75091103,0,75091103,:cuFileHandleNVFS,1246522,1247447,0,0,120,,:120,:cuFileHandleNVFS
1817815859,1817908826,92967,0,92967,:weight_h2d L6 160MiB,1246522,1246522,2,0,123,23,:14:23:123,----:weight_h2d L6 160MiB
1817938789,1817980498,41709,0,41709,:weight_h2d L6 0MiB,1246522,1246522,2,0,124,23,:14:23:124,----:weight_h2d L6 0MiB
1818004050,1818040453,36403,0,36403,:weight_h2d L6 128MiB,1246522,1246522,2,0,125,23,:14:23:125,----:weight_h2d L6 128MiB
1818061425,1818095821,34396,0,34396,:weight_h2d L6 924MiB,1246522,1246522,2,0,126,23,:14:23:126,----:weight_h2d L6 924MiB
1818127528,1818163352,35824,0,35824,:weight_h2d L6 462MiB,1246522,1246522,2,0,127,23,:14:23:127,----:weight_h2d L6 462MiB
1818184628,1818218612,33984,0,33984,:weight_h2d L6 0MiB,1246522,1246522,2,0,128,23,:14:23:128,----:weight_h2d L6 0MiB
1818240143,1818273156,33013,0,33013,:weight_h2d L6 0MiB,1246522,1246522,2,0,129,23,:14:23:129,----:weight_h2d L6 0MiB
1821089944,1821163116,73172,0,73172,:weight_h2d L7 0MiB,1246522,1246522,2,0,132,23,:14:23:132,----:weight_h2d L7 0MiB
1821388811,1821442582,53771,0,53771,:weight_h2d L7 0MiB,1246522,1246522,2,0,133,23,:14:23:133,----:weight_h2d L7 0MiB
1821465996,1821626784,160788,0,160788,:weight_h2d L7 0MiB,1246522,1246522,2,0,134,23,:14:23:134,----:weight_h2d L7 0MiB
1824413673,1824494915,81242,0,81242,:weight_h2d L8 160MiB,1246522,1246522,2,0,137,23,:14:23:137,----:weight_h2d L8 160MiB
1824524449,1824564200,39751,0,39751,:weight_h2d L8 0MiB,1246522,1246522,2,0,138,23,:14:23:138,----:weight_h2d L8 0MiB
1824586616,1824621864,35248,0,35248,:weight_h2d L8 128MiB,1246522,1246522,2,0,139,23,:14:23:139,----:weight_h2d L8 128MiB
1824643904,1824678108,34204,0,34204,:weight_h2d L8 924MiB,1246522,1246522,2,0,140,23,:14:23:140,----:weight_h2d L8 924MiB
1824698008,1824731226,33218,0,33218,:weight_h2d L8 462MiB,1246522,1246522,2,0,141,23,:14:23:141,----:weight_h2d L8 462MiB
1824752046,1824785332,33286,0,33286,:weight_h2d L8 0MiB,1246522,1246522,2,0,142,23,:14:23:142,----:weight_h2d L8 0MiB
1824814404,1824848546,34142,0,34142,:weight_h2d L8 0MiB,1246522,1246522,2,0,143,23,:14:23:143,----:weight_h2d L8 0MiB
2551009723,2635977744,84968021,84891217,76804,:weight_ssd_read layer007/self_attn.qkv_proj.weight.bin 160MiB,1246522,1258195,0,1,145,,:145,:weight_ssd_read layer007/self_attn.qkv_proj.weight.bin 160MiB
2551061200,2635952417,84891217,77959866,6931351,:cuFileRead,1246522,1258195,1,1,148,145,:145:148,--:cuFileRead
2551114376,2629074242,77959866,0,77959866,:cuFileHandleNVFS,1246522,1258195,2,0,151,148,:145:148:151,----:cuFileHandleNVFS
2551124406,2630155885,79031479,0,79031479,:cuFileHandleNVFS,1246522,1247446,0,0,154,,:154,:cuFileHandleNVFS
2551133233,2707931830,156798597,156706939,91658,:weight_ssd_read layer007/self_attn.o_proj.weight.bin 128MiB,1246522,1258197,0,1,155,,:155,:weight_ssd_read layer007/self_attn.o_proj.weight.bin 128MiB
2551141745,2635841263,84699518,0,84699518,:cuFileHandleNVFS,1246522,1247444,0,0,158,,:158,:cuFileHandleNVFS
2551161422,2633339376,82177954,0,82177954,:cuFileHandleNVFS,1246522,1247445,0,0,161,,:161,:cuFileHandleNVFS
2551191806,2707898745,156706939,138713918,17993021,:cuFileRead,1246522,1258197,1,1,164,155,:155:164,--:cuFileRead
2551239147,2689953065,138713918,0,138713918,:cuFileHandleNVFS,1246522,1258197,2,0,167,164,:155:164:167,----:cuFileHandleNVFS
2551309306,3050712017,499402711,499330539,72172,:weight_ssd_read layer007/mlp.gate_up_proj.weight.bin 924MiB,1246522,1258194,0,1,168,,:168,:weight_ssd_read layer007/mlp.gate_up_proj.weight.bin 924MiB
2551335752,2690832628,139496876,0,139496876,:cuFileHandleNVFS,1246522,1247447,0,0,171,,:171,:cuFileHandleNVFS
2551339474,3050670013,499330539,458723158,40607381,:cuFileRead,1246522,1258194,1,1,174,168,:168:174,--:cuFileRead
2551377914,3010101072,458723158,0,458723158,:cuFileHandleNVFS,1246522,1258194,2,0,177,174,:168:174:177,----:cuFileHandleNVFS
2551409508,3099911503,548501995,548429782,72213,:weight_ssd_read layer007/mlp.down_proj.weight.bin 462MiB,1246522,1258196,0,1,178,,:178,:weight_ssd_read layer007/mlp.down_proj.weight.bin 462MiB
2551451588,3099881370,548429782,289775522,258654260,:cuFileRead,1246522,1258196,1,1,181,178,:178:181,--:cuFileRead
2551491450,2841266972,289775522,0,289775522,:cuFileHandleNVFS,1246522,1258196,2,0,184,181,:178:181:184,----:cuFileHandleNVFS
2630184012,2702255484,72071472,0,72071472,:cuFileHandleNVFS,1246522,1247446,0,0,187,,:187,:cuFileHandleNVFS
2633365938,2707852806,74486868,0,74486868,:cuFileHandleNVFS,1246522,1247445,0,0,190,,:190,:cuFileHandleNVFS
2635869642,3017790087,381920445,0,381920445,:cuFileHandleNVFS,1246522,1247444,0,0,193,,:193,:cuFileHandleNVFS
2690865629,3047629279,356763650,0,356763650,:cuFileHandleNVFS,1246522,1247447,0,0,196,,:196,:cuFileHandleNVFS
2702280755,3050541337,348260582,0,348260582,:cuFileHandleNVFS,1246522,1247446,0,0,199,,:199,:cuFileHandleNVFS
2707890499,2898695156,190804657,0,190804657,:cuFileHandleNVFS,1246522,1247445,0,0,202,,:202,:cuFileHandleNVFS
2898742474,3052678997,153936523,0,153936523,:cuFileHandleNVFS,1246522,1247445,0,0,205,,:205,:cuFileHandleNVFS
3017827332,3099833272,82005940,0,82005940,:cuFileHandleNVFS,1246522,1247444,0,0,208,,:208,:cuFileHandleNVFS
3103704739,3103798331,93592,0,93592,:weight_h2d L9 160MiB,1246522,1246522,2,0,211,23,:14:23:211,----:weight_h2d L9 160MiB
3103827329,3103869160,41831,0,41831,:weight_h2d L9 0MiB,1246522,1246522,2,0,212,23,:14:23:212,----:weight_h2d L9 0MiB
3103892188,3104114145,221957,0,221957,:weight_h2d L9 128MiB,1246522,1246522,2,0,213,23,:14:23:213,----:weight_h2d L9 128MiB
3104141789,3104176850,35061,0,35061,:weight_h2d L9 924MiB,1246522,1246522,2,0,214,23,:14:23:214,----:weight_h2d L9 924MiB
3104199613,3104233451,33838,0,33838,:weight_h2d L9 462MiB,1246522,1246522,2,0,215,23,:14:23:215,----:weight_h2d L9 462MiB
3104255485,3104289574,34089,0,34089,:weight_h2d L9 0MiB,1246522,1246522,2,0,216,23,:14:23:216,----:weight_h2d L9 0MiB
3104309510,3104342913,33403,0,33403,:weight_h2d L9 0MiB,1246522,1246522,2,0,217,23,:14:23:217,----:weight_h2d L9 0MiB
3107114550,3107207380,92830,0,92830,:weight_h2d L10 160MiB,1246522,1246522,2,0,220,23,:14:23:220,----:weight_h2d L10 160MiB
3107239827,3107284490,44663,0,44663,:weight_h2d L10 0MiB,1246522,1246522,2,0,221,23,:14:23:221,----:weight_h2d L10 0MiB
3107306708,3107342033,35325,0,35325,:weight_h2d L10 128MiB,1246522,1246522,2,0,222,23,:14:23:222,----:weight_h2d L10 128MiB
3107362913,3107397757,34844,0,34844,:weight_h2d L10 924MiB,1246522,1246522,2,0,223,23,:14:23:223,----:weight_h2d L10 924MiB
3107418701,3107453694,34993,0,34993,:weight_h2d L10 462MiB,1246522,1246522,2,0,224,23,:14:23:224,----:weight_h2d L10 462MiB
3107484346,3107518809,34463,0,34463,:weight_h2d L10 0MiB,1246522,1246522,2,0,225,23,:14:23:225,----:weight_h2d L10 0MiB
3107540011,3107573823,33812,0,33812,:weight_h2d L10 0MiB,1246522,1246522,2,0,226,23,:14:23:226,----:weight_h2d L10 0MiB
3110227794,3110294234,66440,0,66440,:weight_h2d L11 0MiB,1246522,1246522,2,0,229,23,:14:23:229,----:weight_h2d L11 0MiB
3110324569,3110411052,86483,0,86483,:weight_h2d L11 0MiB,1246522,1246522,2,0,230,23,:14:23:230,----:weight_h2d L11 0MiB
3110434064,3110469474,35410,0,35410,:weight_h2d L11 0MiB,1246522,1246522,2,0,231,23,:14:23:231,----:weight_h2d L11 0MiB
3112859651,3112905980,46329,0,46329,:weight_h2d L12 160MiB,1246522,1246522,2,0,234,23,:14:23:234,----:weight_h2d L12 160MiB
3112925812,3112952029,26217,0,26217,:weight_h2d L12 0MiB,1246522,1246522,2,0,235,23,:14:23:235,----:weight_h2d L12 0MiB
3112967189,3112991364,24175,0,24175,:weight_h2d L12 128MiB,1246522,1246522,2,0,236,23,:14:23:236,----:weight_h2d L12 128MiB
3113005675,3113028929,23254,0,23254,:weight_h2d L12 924MiB,1246522,1246522,2,0,237,23,:14:23:237,----:weight_h2d L12 924MiB
3113042920,3113064587,21667,0,21667,:weight_h2d L12 462MiB,1246522,1246522,2,0,238,23,:14:23:238,----:weight_h2d L12 462MiB
3113078772,3113100753,21981,0,21981,:weight_h2d L12 0MiB,1246522,1246522,2,0,239,23,:14:23:239,----:weight_h2d L12 0MiB
3113113977,3113135483,21506,0,21506,:weight_h2d L12 0MiB,1246522,1246522,2,0,240,23,:14:23:240,----:weight_h2d L12 0MiB
4163201851,4271111630,107909779,107827026,82753,:weight_ssd_read layer011/self_attn.qkv_proj.weight.bin 160MiB,1246522,1258195,0,1,242,,:242,:weight_ssd_read layer011/self_attn.qkv_proj.weight.bin 160MiB
4163251383,4271078409,107827026,86770158,21056868,:cuFileRead,1246522,1258195,1,1,245,242,:242:245,--:cuFileRead
4163305577,4250075735,86770158,0,86770158,:cuFileHandleNVFS,1246522,1258195,2,0,248,245,:242:245:248,----:cuFileHandleNVFS
4163327299,4268569843,105242544,0,105242544,:cuFileHandleNVFS,1246522,1247447,0,0,251,,:251,:cuFileHandleNVFS
4163329194,4334136384,170807190,170726643,80547,:weight_ssd_read layer011/self_attn.o_proj.weight.bin 128MiB,1246522,1258197,0,1,252,,:252,:weight_ssd_read layer011/self_attn.o_proj.weight.bin 128MiB
4163345091,4265560750,102215659,0,102215659,:cuFileHandleNVFS,1246522,1247445,0,0,255,,:255,:cuFileHandleNVFS
4163375663,4334102306,170726643,160395740,10330903,:cuFileRead,1246522,1258197,1,1,258,252,:252:258,--:cuFileRead
4163405985,4270970646,107564661,0,107564661,:cuFileHandleNVFS,1246522,1247446,0,0,261,,:261,:cuFileHandleNVFS
4163426467,4323822207,160395740,0,160395740,:cuFileHandleNVFS,1246522,1258197,2,0,264,258,:252:258:264,----:cuFileHandleNVFS
4163540173,4322916732,159376559,0,159376559,:cuFileHandleNVFS,1246522,1247444,0,0,267,,:267,:cuFileHandleNVFS
4163548067,4679223187,515675120,515574514,100606,:weight_ssd_read layer011/mlp.gate_up_proj.weight.bin 924MiB,1246522,1258194,0,1,268,,:268,:weight_ssd_read layer011/mlp.gate_up_proj.weight.bin 924MiB
4163590755,4679165269,515574514,475678066,39896448,:cuFileRead,1246522,1258194,1,1,271,268,:268:271,--:cuFileRead
4163631984,4639310050,475678066,0,475678066,:cuFileHandleNVFS,1246522,1258194,2,0,274,271,:268:271:274,----:cuFileHandleNVFS
4163649716,4729146553,565496837,565420146,76691,:weight_ssd_read layer011/mlp.down_proj.weight.bin 462MiB,1246522,1258196,0,1,275,,:275,:weight_ssd_read layer011/mlp.down_proj.weight.bin 462MiB
4163701156,4729121302,565420146,305229348,260190798,:cuFileRead,1246522,1258196,1,1,278,275,:275:278,--:cuFileRead
4163741612,4468970960,305229348,0,305229348,:cuFileHandleNVFS,1246522,1258196,2,0,281,278,:275:278:281,----:cuFileHandleNVFS
4265590508,4333236929,67646421,0,67646421,:cuFileHandleNVFS,1246522,1247445,0,0,284,,:284,:cuFileHandleNVFS
4268599361,4334066909,65467548,0,65467548,:cuFileHandleNVFS,1246522,1247447,0,0,287,,:287,:cuFileHandleNVFS
4271000366,4643664676,372664310,0,372664310,:cuFileHandleNVFS,1246522,1247446,0,0,290,,:290,:cuFileHandleNVFS
4322947792,4675238388,352290596,0,352290596,:cuFileHandleNVFS,1246522,1247444,0,0,293,,:293,:cuFileHandleNVFS
4333263469,4679039747,345776278,0,345776278,:cuFileHandleNVFS,1246522,1247445,0,0,296,,:296,:cuFileHandleNVFS
4334095855,4525736171,191640316,0,191640316,:cuFileHandleNVFS,1246522,1247447,0,0,299,,:299,:cuFileHandleNVFS
4525775200,4687155122,161379922,0,161379922,:cuFileHandleNVFS,1246522,1247447,0,0,302,,:302,:cuFileHandleNVFS
4643694320,4729016764,85322444,0,85322444,:cuFileHandleNVFS,1246522,1247446,0,0,305,,:305,:cuFileHandleNVFS
4732768406,4732854676,86270,0,86270,:weight_h2d L13 160MiB,1246522,1246522,2,0,308,23,:14:23:308,----:weight_h2d L13 160MiB
4732884543,4732926070,41527,0,41527,:weight_h2d L13 0MiB,1246522,1246522,2,0,309,23,:14:23:309,----:weight_h2d L13 0MiB
4732949103,4732984024,34921,0,34921,:weight_h2d L13 128MiB,1246522,1246522,2,0,310,23,:14:23:310,----:weight_h2d L13 128MiB
4733006569,4733040530,33961,0,33961,:weight_h2d L13 924MiB,1246522,1246522,2,0,311,23,:14:23:311,----:weight_h2d L13 924MiB
4733061600,4733095447,33847,0,33847,:weight_h2d L13 462MiB,1246522,1246522,2,0,312,23,:14:23:312,----:weight_h2d L13 462MiB
4733117347,4733151057,33710,0,33710,:weight_h2d L13 0MiB,1246522,1246522,2,0,313,23,:14:23:313,----:weight_h2d L13 0MiB
4733171347,4733204235,32888,0,32888,:weight_h2d L13 0MiB,1246522,1246522,2,0,314,23,:14:23:314,----:weight_h2d L13 0MiB
4735957075,4736027391,70316,0,70316,:weight_h2d L14 0MiB,1246522,1246522,2,0,317,23,:14:23:317,----:weight_h2d L14 0MiB
4736058543,4736097952,39409,0,39409,:weight_h2d L14 0MiB,1246522,1246522,2,0,318,23,:14:23:318,----:weight_h2d L14 0MiB
4736120156,4736154861,34705,0,34705,:weight_h2d L14 0MiB,1246522,1246522,2,0,319,23,:14:23:319,----:weight_h2d L14 0MiB
4738927047,4738994937,67890,0,67890,:weight_h2d L15 160MiB,1246522,1246522,2,0,322,23,:14:23:322,----:weight_h2d L15 160MiB
4739022911,4739062795,39884,0,39884,:weight_h2d L15 0MiB,1246522,1246522,2,0,323,23,:14:23:323,----:weight_h2d L15 0MiB
4739085589,4739120397,34808,0,34808,:weight_h2d L15 128MiB,1246522,1246522,2,0,324,23,:14:23:324,----:weight_h2d L15 128MiB
4739141415,4739175016,33601,0,33601,:weight_h2d L15 924MiB,1246522,1246522,2,0,325,23,:14:23:325,----:weight_h2d L15 924MiB
4739209583,4739244275,34692,0,34692,:weight_h2d L15 462MiB,1246522,1246522,2,0,326,23,:14:23:326,----:weight_h2d L15 462MiB
4739264550,4739298251,33701,0,33701,:weight_h2d L15 0MiB,1246522,1246522,2,0,327,23,:14:23:327,----:weight_h2d L15 0MiB
4739318059,4739351728,33669,0,33669,:weight_h2d L15 0MiB,1246522,1246522,2,0,328,23,:14:23:328,----:weight_h2d L15 0MiB
5434359219,5537522320,103163101,103081199,81902,:weight_ssd_read layer014/self_attn.qkv_proj.weight.bin 160MiB,1246522,1258195,0,1,330,,:330,:weight_ssd_read layer014/self_attn.qkv_proj.weight.bin 160MiB
5434409712,5537490911,103081199,101230830,1850369,:cuFileRead,1246522,1258195,1,1,333,330,:330:333,--:cuFileRead
5434469663,5535700493,101230830,0,101230830,:cuFileHandleNVFS,1246522,1258195,2,0,336,333,:330:333:336,----:cuFileHandleNVFS
5434478697,5535123650,100644953,0,100644953,:cuFileHandleNVFS,1246522,1247445,0,0,339,,:339,:cuFileHandleNVFS
5434483000,5590837943,156354943,156277408,77535,:weight_ssd_read layer014/self_attn.o_proj.weight.bin 128MiB,1246522,1258197,0,1,340,,:340,:weight_ssd_read layer014/self_attn.o_proj.weight.bin 128MiB
5434507944,5537247511,102739567,0,102739567,:cuFileHandleNVFS,1246522,1247444,0,0,343,,:343,:cuFileHandleNVFS
5434529486,5590806894,156277408,75576705,80700703,:cuFileRead,1246522,1258197,1,1,346,340,:340:346,--:cuFileRead
5434569680,5510146385,75576705,0,75576705,:cuFileHandleNVFS,1246522,1258197,2,0,349,346,:340:346:349,----:cuFileHandleNVFS
5434578075,5537461816,102883741,0,102883741,:cuFileHandleNVFS,1246522,1247446,0,0,352,,:352,:cuFileHandleNVFS
5434594523,5904196342,469601819,469529065,72754,:weight_ssd_read layer014/mlp.gate_up_proj.weight.bin 924MiB,1246522,1258194,0,1,353,,:353,:weight_ssd_read layer014/mlp.gate_up_proj.weight.bin 924MiB
5434626997,5904156062,469529065,401213406,68315659,:cuFileRead,1246522,1258194,1,1,356,353,:353:356,--:cuFileRead
5434633386,5510539572,75906186,0,75906186,:cuFileHandleNVFS,1246522,1247447,0,0,359,,:359,:cuFileHandleNVFS
5434660705,5835874111,401213406,0,401213406,:cuFileHandleNVFS,1246522,1258194,2,0,362,356,:353:356:362,----:cuFileHandleNVFS
5434714613,5952542634,517828021,517758691,69330,:weight_ssd_read layer014/mlp.down_proj.weight.bin 462MiB,1246522,1258196,0,1,363,,:363,:weight_ssd_read layer014/mlp.down_proj.weight.bin 462MiB
5434748604,5952507295,517758691,233647612,284111079,:cuFileRead,1246522,1258196,1,1,366,363,:363:366,--:cuFileRead
5434806591,5668454203,233647612,0,233647612,:cuFileHandleNVFS,1246522,1258196,2,0,369,366,:363:366:369,----:cuFileHandleNVFS
5510574988,5578535786,67960798,0,67960798,:cuFileHandleNVFS,1246522,1247447,0,0,372,,:372,:cuFileHandleNVFS
5535151519,5590762113,55610594,0,55610594,:cuFileHandleNVFS,1246522,1247445,0,0,375,,:375,:cuFileHandleNVFS
5537270988,5882508868,345237880,0,345237880,:cuFileHandleNVFS,1246522,1247444,0,0,378,,:378,:cuFileHandleNVFS
5537488267,5882969690,345481423,0,345481423,:cuFileHandleNVFS,1246522,1247446,0,0,381,,:381,:cuFileHandleNVFS
5578568830,5904052039,325483209,0,325483209,:cuFileHandleNVFS,1246522,1247447,0,0,384,,:384,:cuFileHandleNVFS
5590786629,5772184398,181397769,0,181397769,:cuFileHandleNVFS,1246522,1247445,0,0,387,,:387,:cuFileHandleNVFS
5772229101,5908467061,136237960,0,136237960,:cuFileHandleNVFS,1246522,1247445,0,0,390,,:390,:cuFileHandleNVFS
5882543433,5952394441,69851008,0,69851008,:cuFileHandleNVFS,1246522,1247444,0,0,393,,:393,:cuFileHandleNVFS
5956377622,5956467890,90268,0,90268,:weight_h2d L16 160MiB,1246522,1246522,2,0,396,23,:14:23:396,----:weight_h2d L16 160MiB
5956498278,5956541069,42791,0,42791,:weight_h2d L16 0MiB,1246522,1246522,2,0,397,23,:14:23:397,----:weight_h2d L16 0MiB
5956564738,5956601050,36312,0,36312,:weight_h2d L16 128MiB,1246522,1246522,2,0,398,23,:14:23:398,----:weight_h2d L16 128MiB
5956623018,5956658595,35577,0,35577,:weight_h2d L16 924MiB,1246522,1246522,2,0,399,23,:14:23:399,----:weight_h2d L16 924MiB
5956680146,5956713065,32919,0,32919,:weight_h2d L16 462MiB,1246522,1246522,2,0,400,23,:14:23:400,----:weight_h2d L16 462MiB
5956735165,5956769242,34077,0,34077,:weight_h2d L16 0MiB,1246522,1246522,2,0,401,23,:14:23:401,----:weight_h2d L16 0MiB
5956791222,5956825585,34363,0,34363,:weight_h2d L16 0MiB,1246522,1246522,2,0,402,23,:14:23:402,----:weight_h2d L16 0MiB
5959639669,5959712410,72741,0,72741,:weight_h2d L17 0MiB,1246522,1246522,2,0,405,23,:14:23:405,----:weight_h2d L17 0MiB
5959745355,5959795215,49860,0,49860,:weight_h2d L17 0MiB,1246522,1246522,2,0,406,23,:14:23:406,----:weight_h2d L17 0MiB
5959818994,5959853810,34816,0,34816,:weight_h2d L17 0MiB,1246522,1246522,2,0,407,23,:14:23:407,----:weight_h2d L17 0MiB
5962589517,5962659083,69566,0,69566,:weight_h2d L18 160MiB,1246522,1246522,2,0,410,23,:14:23:410,----:weight_h2d L18 160MiB
5962687401,5962727458,40057,0,40057,:weight_h2d L18 0MiB,1246522,1246522,2,0,411,23,:14:23:411,----:weight_h2d L18 0MiB
5962749888,5962785687,35799,0,35799,:weight_h2d L18 128MiB,1246522,1246522,2,0,412,23,:14:23:412,----:weight_h2d L18 128MiB
5962807317,5962841194,33877,0,33877,:weight_h2d L18 924MiB,1246522,1246522,2,0,413,23,:14:23:413,----:weight_h2d L18 924MiB
