Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Style,Range
36.8,601433822539,3184,188892532.2,127629920.5,41633926,1879371189,152545064.2,PushPop,:cuFileHandleNVFS
16.2,264471439688,796,332250552.4,371192884.5,53969267,2508732602,242438238.6,PushPop,:cuFileRead
15.5,253232986399,1,253232986399.0,253232986399.0,253232986399,253232986399,0.0,PushPop,:phase:cold_fill
3.8,62684814790,1,62684814790.0,62684814790.0,62684814790,62684814790,0.0,PushPop,:step:cold_fill #3 running=8
2.9,46973260850,1,46973260850.0,46973260850.0,46973260850,46973260850,0.0,PushPop,:step:cold_fill #2 running=8
2.8,45848280642,1,45848280642.0,45848280642.0,45848280642,45848280642,0.0,PushPop,:step:cold_fill #1 running=8
2.1,33761808592,1,33761808592.0,33761808592.0,33761808592,33761808592,0.0,PushPop,:step:cold_fill #0 running=8
1.1,18593669293,1,18593669293.0,18593669293.0,18593669293,18593669293,0.0,PushPop,:step:cold_fill #4 running=8
0.9,15208148834,1,15208148834.0,15208148834.0,15208148834,15208148834,0.0,PushPop,:step:cold_fill #6 running=8
0.9,14849847024,1,14849847024.0,14849847024.0,14849847024,14849847024,0.0,PushPop,:step:cold_fill #5 running=8
0.9,14708403066,1,14708403066.0,14708403066.0,14708403066,14708403066,0.0,PushPop,:step:cold_fill #7 running=8
0.4,6603749826,8,825468728.3,560664911.5,542823966,2508838558,684601307.5,PushPop,:weight_ssd_read layer027/mlp.down_proj.weight.bin 462MiB
0.4,5816154697,8,727019337.1,552364794.5,527793601,1969070852,501984029.9,PushPop,:weight_ssd_read layer007/mlp.down_proj.weight.bin 462MiB
0.3,5645683549,8,705710443.6,506295225.5,467491889,1933433130,502826095.1,PushPop,:weight_ssd_read layer027/mlp.gate_up_proj.weight.bin 924MiB
0.3,5445576497,8,680697062.1,504611413.5,484400882,1923411152,502251281.5,PushPop,:weight_ssd_read layer007/mlp.gate_up_proj.weight.bin 924MiB
0.3,5025813682,8,628226710.3,556630983.5,509413273,1151861428,216070039.2,PushPop,:weight_ssd_read layer036/mlp.down_proj.weight.bin 462MiB
0.3,4626833271,8,578354158.9,563100831.5,523552824,736354058,65464301.4,PushPop,:weight_ssd_read layer039/mlp.down_proj.weight.bin 462MiB
0.3,4472797418,8,559099677.3,519250825.0,511157008,694661882,70384507.4,PushPop,:weight_ssd_read layer030/mlp.down_proj.weight.bin 462MiB
0.3,4465181979,8,558147747.4,556185182.5,543802860,577716814,13368554.9,PushPop,:weight_ssd_read layer059/mlp.down_proj.weight.bin 462MiB
0.3,4449323481,8,556165435.1,556662779.5,529987728,580604147,16495056.7,PushPop,:weight_ssd_read layer071/mlp.down_proj.weight.bin 462MiB
0.3,4425547761,8,553193470.1,497710917.5,461490536,877919010,141873779.1,PushPop,:weight_ssd_read layer036/mlp.gate_up_proj.weight.bin 924MiB
0.3,4411948150,8,551493518.8,552949062.0,531673089,565496837,13812407.6,PushPop,:weight_ssd_read layer011/mlp.down_proj.weight.bin 462MiB
0.3,4410651538,8,551331442.3,548554339.0,508318131,606224211,36662483.0,PushPop,:weight_ssd_read layer014/mlp.down_proj.weight.bin 462MiB
0.3,4386577149,8,548322143.6,502216018.5,489813894,856926940,125185578.6,PushPop,:weight_ssd_read layer055/mlp.gate_up_proj.weight.bin 924MiB
0.3,4373489109,8,546686138.6,546731729.5,524804804,568005214,13854306.4,PushPop,:weight_ssd_read layer023/mlp.down_proj.weight.bin 462MiB
0.3,4366255094,8,545781886.8,542725267.0,523849846,564408538,15388060.6,PushPop,:weight_ssd_read layer043/mlp.down_proj.weight.bin 462MiB
0.3,4364549894,8,545568736.8,550172386.5,512244015,574168984,19589295.6,PushPop,:weight_ssd_read layer052/mlp.down_proj.weight.bin 462MiB
0.3,4363283115,8,545410389.4,545119756.0,520586969,568465208,19175880.8,PushPop,:weight_ssd_read layer049/mlp.down_proj.weight.bin 462MiB
0.3,4361935273,8,545241909.1,547590570.5,521535377,561008511,13857900.2,PushPop,:weight_ssd_read layer017/mlp.down_proj.weight.bin 462MiB
0.3,4326672693,8,540834086.6,540446756.0,528355391,563904575,10436478.8,PushPop,:weight_ssd_read layer075/mlp.down_proj.weight.bin 462MiB
0.3,4322256888,8,540282111.0,534080144.0,501742959,590841483,34384313.7,PushPop,:weight_ssd_read layer062/mlp.down_proj.weight.bin 462MiB
0.3,4275204573,8,534400571.6,536274561.5,512925486,559668484,15422826.0,PushPop,:weight_ssd_read layer065/mlp.down_proj.weight.bin 462MiB
0.3,4271199651,8,533899956.4,533607903.0,519222693,552369546,11758828.0,PushPop,:weight_ssd_read layer033/mlp.down_proj.weight.bin 462MiB
0.3,4253441853,8,531680231.6,517976292.5,506612008,597759745,33942338.5,PushPop,:weight_ssd_read layer004/mlp.down_proj.weight.bin 462MiB
0.3,4228468113,8,528558514.1,514883764.0,478059727,661290198,55369817.4,PushPop,:weight_ssd_read layer039/mlp.gate_up_proj.weight.bin 924MiB
0.3,4194939394,8,524367424.3,510744715.0,506867111,590136137,28842603.6,PushPop,:weight_ssd_read layer046/mlp.down_proj.weight.bin 462MiB
0.3,4191380774,8,523922596.8,512119728.5,504910267,564599087,23957608.6,PushPop,:weight_ssd_read layer068/mlp.down_proj.weight.bin 462MiB
0.3,4186648309,8,523331038.6,516604988.0,504984848,558197840,20600347.6,PushPop,:weight_ssd_read layer020/mlp.down_proj.weight.bin 462MiB
0.3,4169593939,8,521199242.4,544649257.5,328770288,567314411,78456816.1,PushPop,:weight_ssd_read layer055/mlp.down_proj.weight.bin 462MiB
0.3,4169508669,8,521188583.6,511180774.0,504377856,557291837,20899452.7,PushPop,:weight_ssd_read layer078/mlp.down_proj.weight.bin 462MiB
0.3,4114855333,8,514356916.6,513614647.5,486221365,533948552,16174481.7,PushPop,:weight_ssd_read layer071/mlp.gate_up_proj.weight.bin 924MiB
0.3,4114765523,7,587823646.1,560367516.0,543550477,779545068,85009896.3,PushPop,:weight_ssd_read layer001/mlp.down_proj.weight.bin 462MiB
0.3,4108610484,8,513576310.5,511831969.5,497510820,533033571,13141874.5,PushPop,:weight_ssd_read layer059/mlp.gate_up_proj.weight.bin 924MiB
0.2,4058912905,8,507364113.1,468304503.5,462452973,643863733,68439662.8,PushPop,:weight_ssd_read layer030/mlp.gate_up_proj.weight.bin 924MiB
0.2,4041048427,8,505131053.4,507550637.5,488099262,516596128,12041401.8,PushPop,:weight_ssd_read layer011/mlp.gate_up_proj.weight.bin 924MiB
0.2,4018398412,8,502299801.5,499816607.5,478031539,523968947,19218497.7,PushPop,:weight_ssd_read layer049/mlp.gate_up_proj.weight.bin 924MiB
0.2,4012324539,8,501540567.4,500823310.0,481406455,520447956,13251949.6,PushPop,:weight_ssd_read layer023/mlp.gate_up_proj.weight.bin 924MiB
0.2,4011261989,8,501407748.6,498903099.0,480399722,519751443,15376899.2,PushPop,:weight_ssd_read layer043/mlp.gate_up_proj.weight.bin 924MiB
0.2,4004281611,8,500535201.4,495707992.5,463076492,551784245,33877612.3,PushPop,:weight_ssd_read layer014/mlp.gate_up_proj.weight.bin 924MiB
0.2,3993576663,8,499197082.9,500761934.0,475436852,516018839,13909066.5,PushPop,:weight_ssd_read layer017/mlp.gate_up_proj.weight.bin 924MiB
0.2,3987176201,8,498397025.1,497413185.5,484621384,520123659,10211654.7,PushPop,:weight_ssd_read layer075/mlp.gate_up_proj.weight.bin 924MiB
0.2,3953371410,8,494171426.3,493055497.5,477748089,515607062,12047321.9,PushPop,:weight_ssd_read layer033/mlp.gate_up_proj.weight.bin 924MiB
0.2,3924774563,8,490596820.4,495201511.0,467621926,511898379,14371703.3,PushPop,:weight_ssd_read layer065/mlp.gate_up_proj.weight.bin 924MiB
0.2,3891093297,8,486386662.1,491033344.5,460901100,503196152,14454114.4,PushPop,:weight_ssd_read layer052/mlp.gate_up_proj.weight.bin 924MiB
0.2,3817794702,8,477224337.8,463751771.5,455870970,542579832,30503010.7,PushPop,:weight_ssd_read layer004/mlp.gate_up_proj.weight.bin 924MiB
0.2,3813344315,8,476668039.4,463552279.0,434290953,540317550,33990339.9,PushPop,:weight_ssd_read layer062/mlp.gate_up_proj.weight.bin 924MiB
0.2,3782236898,8,472779612.3,459982307.0,456878736,535133832,26946704.6,PushPop,:weight_ssd_read layer046/mlp.gate_up_proj.weight.bin 924MiB
0.2,3781890678,7,540270096.9,512119851.0,498863860,730636055,84234991.8,PushPop,:weight_ssd_read layer001/mlp.gate_up_proj.weight.bin 924MiB
0.2,3778120169,8,472265021.1,461996781.5,457002782,507642569,19820238.4,PushPop,:weight_ssd_read layer068/mlp.gate_up_proj.weight.bin 924MiB
0.2,3770708135,8,471338516.9,462521711.0,458646958,499659602,16445203.0,PushPop,:weight_ssd_read layer078/mlp.gate_up_proj.weight.bin 924MiB
0.2,3755793982,8,469474247.8,462462849.5,457096684,496095140,15602072.8,PushPop,:weight_ssd_read layer020/mlp.gate_up_proj.weight.bin 924MiB
0.1,1494617701,8,186827212.6,158379608.5,136181385,411951582,91384858.5,PushPop,:weight_ssd_read layer007/self_attn.o_proj.weight.bin 128MiB
0.1,1481031563,8,185128945.4,151899138.0,150415354,330599307,65424089.1,PushPop,:weight_ssd_read layer030/self_attn.o_proj.weight.bin 128MiB
0.1,1418977553,8,177372194.1,155086527.5,149269822,239907695,37320846.3,PushPop,:weight_ssd_read layer014/self_attn.o_proj.weight.bin 128MiB
0.1,1409619693,8,176202461.6,166181750.5,142783569,268300464,41964561.1,PushPop,:weight_ssd_read layer027/self_attn.o_proj.weight.bin 128MiB
0.1,1370258274,8,171282284.3,150319714.5,144359484,251713038,43275828.9,PushPop,:weight_ssd_read layer062/self_attn.o_proj.weight.bin 128MiB
0.1,1274681154,8,159335144.3,157731420.5,142608806,181896994,12756099.5,PushPop,:weight_ssd_read layer059/self_attn.o_proj.weight.bin 128MiB
0.1,1274342044,8,159292755.5,145825468.5,144433028,222412942,27199595.4,PushPop,:weight_ssd_read layer046/self_attn.o_proj.weight.bin 128MiB
0.1,1269690488,8,158711311.0,148816475.5,144928036,229866009,28952384.0,PushPop,:weight_ssd_read layer004/self_attn.o_proj.weight.bin 128MiB
0.1,1260645629,8,157580703.6,160182654.0,135726007,175976864,12249703.8,PushPop,:weight_ssd_read layer071/self_attn.o_proj.weight.bin 128MiB
0.1,1259128699,8,157391087.4,158365464.5,129914733,172046164,13455729.3,PushPop,:weight_ssd_read layer039/self_attn.o_proj.weight.bin 128MiB
0.1,1248688009,8,156086001.1,145496414.5,145033152,227890216,29029522.2,PushPop,:weight_ssd_read layer036/self_attn.o_proj.weight.bin 128MiB
0.1,1219652254,8,152456531.8,150390012.0,133951117,171940210,14873108.4,PushPop,:weight_ssd_read layer011/self_attn.o_proj.weight.bin 128MiB
0.1,1213618775,8,151702346.9,149419396.0,128896806,175755615,16236829.1,PushPop,:weight_ssd_read layer023/self_attn.o_proj.weight.bin 128MiB
0.1,1207815138,8,150976892.3,146848922.5,125612535,172308607,16705343.4,PushPop,:weight_ssd_read layer043/self_attn.o_proj.weight.bin 128MiB
0.1,1207727273,8,150965909.1,148871457.0,146671078,159271011,4349174.7,PushPop,:weight_ssd_read layer078/self_attn.o_proj.weight.bin 128MiB
0.1,1197112880,8,149639110.0,153178501.0,130912315,163181699,12341063.8,PushPop,:weight_ssd_read layer017/self_attn.o_proj.weight.bin 128MiB
0.1,1197090690,8,149636336.3,147894246.5,124843044,177602990,21853619.7,PushPop,:weight_ssd_read layer049/self_attn.o_proj.weight.bin 128MiB
0.1,1193963625,7,170566232.1,162080404.0,148798110,238112078,30817685.0,PushPop,:weight_ssd_read layer001/self_attn.o_proj.weight.bin 128MiB
