procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 5  0       555280     95981792      1027128     25246612    2    3 15717   569    1    0   1   1  96   3   0 2026-09-19 02:03:59
 2  0       555280     95884960      1027128     25246640    0    0     0     0 2319 3325   3   1  97   0   0 2026-09-19 02:04:00
 2  0       555280     95827360      1027128     25246680    0    0     0     0 4621 3491   5   7  88   0   0 2026-09-19 02:04:01
 3  0       555280     95779784      1027128     25246688    0    0     0   240 2513 3414   3   0  97   0   0 2026-09-19 02:04:02
 1  0       555280     95774824      1027128     25246728    0    0     0     0 2402 3253   0   0  99   0   0 2026-09-19 02:04:03
 2  0       555280     95743704      1027136     25246756    0    0     0   112 2140 3474   1   1  99   0   0 2026-09-19 02:04:04
 3  0       555280     95233328      1027136     25246764    0    0     0     0 4520 4581  18   1  81   0   0 2026-09-19 02:04:05
 1  0       555280     95726736      1027136     25246864    0    0     0     0 3673 4160   5   1  94   0   0 2026-09-19 02:04:06
 1  0       555280     95722800      1027136     25246876    0    0     0   244 2456 3630   0   1  99   0   0 2026-09-19 02:04:07
 0  0       555280     95722496      1027136     25246912    0    0     0     0 2299 3880   0   0  99   0   0 2026-09-19 02:04:08
 0  0       555280     95719984      1027148     25246936    0    0     0   348 2047 3697   0   0  99   0   0 2026-09-19 02:04:09
 1  0       555280     95494864      1027148     25246976    0    0     0     0 2111 3311   2   1  97   0   0 2026-09-19 02:04:10
 1  0       555280     95427232      1027148     25246984    0    0     0     0 2053 3146   2   0  97   0   0 2026-09-19 02:04:11
 0  0       555280     95336440      1027148     25247020    0    0     0   448 2284 3387   3   1  97   0   0 2026-09-19 02:04:12
 1  0       555280     95223568      1027148     25257276    0    0     0     0 4817 4452   2   1  97   0   0 2026-09-19 02:04:13
 2  0       555280     95090616      1027152     25326892    0    0     0   104 3410 5179   3   0  96   0   0 2026-09-19 02:04:14
 1  0       555280     94991408      1027152     25327044    0    0     0     0 3087 4688   3   1  96   0   0 2026-09-19 02:04:15
 1  0       555280     94997592      1027152     25327060    0    0     0     4 3041 4870   2   1  97   0   0 2026-09-19 02:04:16
 1  0       555280     94938880      1027152     25327088    0    0     0   224 3290 4779   2   1  97   0   0 2026-09-19 02:04:17
 1  0       555280     94923024      1027152     25327092    0    0     0     0 3556 4946   3   0  97   0   0 2026-09-19 02:04:18
 1  0       555280     94923032      1027156     25327128    0    0     0   160 3390 4826   3   0  97   0   0 2026-09-19 02:04:19
procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 1  0       555280     94919376      1027156     25327140    0    0     0     0 3644 4765   3   0  97   0   0 2026-09-19 02:04:20
 1  0       555280     94801200      1027156     25327144    0    0     0     0 3114 4837   3   0  97   0   0 2026-09-19 02:04:21
 1  0       555280     93621936      1027156     26379884    0    0     0     0 4999 5267   5   2  93   0   0 2026-09-19 02:04:22
 0  0       555280     93672048      1027160     26375732    0    0     0   280 7468 12763   2   0  97   0   0 2026-09-19 02:04:23
