procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 7  0       590068     97075760       144740     30309320    2    3 11145   499    1    1   1   0  97   2   0 2026-09-14 17:57:01
 2  0       590068     96984768       146388     30326740    0    0 18968   240 5489 8104   3   1  96   0   0 2026-09-14 17:57:02
 3  0       590068     96968480       148016     30347292    4    0 21820     0 5421 9295   3   1  95   0   0 2026-09-14 17:57:03
 2  0       590068     96881640       149848     30376392    0    0 31164     0 6760 8737   4   8  88   0   0 2026-09-14 17:57:04
 2  0       590068     96844448       150444     30385304    0    0  9248     0 4216 6283   3   1  96   0   0 2026-09-14 17:57:05
 1  0       590068     96832640       150568     30386080    0    0   620     0 3915 6098   1   1  98   0   0 2026-09-14 17:57:06
 4  0       590068     96826160       150604     30386840    0    0  1344    44 3653 5587   1   1  99   0   0 2026-09-14 17:57:07
 5  0       590068     96767976       151024     30414892    0    0 28152     0 4292 6816   1   1  98   0   0 2026-09-14 17:57:08
 4  0       590068     96671024       151028     30416508    0    0  1664     0 3521 5561   1   1  98   0   0 2026-09-14 17:57:09
74  0       590068     96222440       151856     30427036    0    0 11600     0 5564 7783   5   2  93   0   0 2026-09-14 17:57:10
 3  0       590068     95896824       152208     30458552    0    0 21940     0 9550 8283  16   1  82   0   0 2026-09-14 17:57:11
 1  0       590068     96096928       154580     30783920    0    0 60672   120 8875 11088   6   2  92   1   0 2026-09-14 17:57:12
 2  0       590068     94770768       154596     30785652    0    0  1596  1076 10199 13742   2   2  96   0   0 2026-09-14 17:57:13
 1  0       590068     90974576       154600     30786092    0    0     8     0 9691 15123   4   3  94   0   0 2026-09-14 17:57:14
 1  0       590068     86980624       154600     30786136    0    0     0     0 9604 14721   1   3  96   0   0 2026-09-14 17:57:15
 1  0       590068     83012112       154600     30786176    0    0     0     0 9621 14827   1   3  96   0   0 2026-09-14 17:57:16
 2  0       590068     79143440       154608     30786220    0    0     0   248 9249 14753   1   2  96   0   0 2026-09-14 17:57:17
 1  0       590068     75122496       154608     30786308    0    0    52   572 9312 14647   1   2  96   0   0 2026-09-14 17:57:18
