phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,24,62.87,80.17,76.01,93.20,104.17,104.2
reverse_retrieve,24,36.41,88.84,47.53,98.27,98.27,98.3
