phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,24,65.55,89.31,81.61,103.31,109.76,109.8
reverse_retrieve,24,36.33,82.11,45.78,91.55,91.55,91.6
kv_r: 20 ops, 0.66 GiB, busy 52.7 s
kv_w: 22 ops, 1.50 GiB, busy 51.7 s
