procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 2  0       546832     93882432      1274852     27856316    2    2 13349   488    0    1   1   1  96   2   0 2026-09-20 22:46:02
 3  0       546832     93787184      1274860     27856408    0    0     0    60 2537 3660   3   1  97   0   0 2026-09-20 22:46:03
 1  0       546832     93742912      1274860     27856452    0    0     0     0 5162 4675   4   8  88   0   0 2026-09-20 22:46:04
 1  0       546832     93689888      1274860     27856500    0    0     0   484 2763 4112   3   0  97   0   0 2026-09-20 22:46:05
 1  0       546832     93687912      1274860     27856544    0    0     0     0 2674 4056   1   0  99   0   0 2026-09-20 22:46:06
 1  0       546832     93662592      1274860     27856588    0    0     0     0 2668 4312   1   1  98   0   0 2026-09-20 22:46:07
 2  0       546832     93154592      1274868     27856632    0    0     0   140 4752 5838  17   1  82   0   0 2026-09-20 22:46:08
 3  0       546832     93019664      1274880     27856696    0    0     0    92 3264 4792   5   1  94   0   0 2026-09-20 22:46:09
 1  0       546832     93641744      1274880     27856740    0    0     0     4 3646 4684   1   1  99   0   0 2026-09-20 22:46:10
 0  0       546832     93633320      1274880     27856784    0    0     0   436 2498 3734   0   0  99   0   0 2026-09-20 22:46:11
 1  0       546832     93577872      1274880     27856828    0    0     0     0 2513 3867   1   1  99   0   0 2026-09-20 22:46:12
 1  0       546832     93405776      1274880     27856876    0    0     0     0 2622 3788   2   1  97   0   0 2026-09-20 22:46:13
 1  0       546832     93317160      1274888     27856932    0    0     0   124 2490 3775   3   0  97   0   0 2026-09-20 22:46:14
 0  0       546832     93242720      1274892     27856984    0    0     0    76 2819 4006   2   1  97   0   0 2026-09-20 22:46:15
 1  0       546832     92640592      1274892     27867100    0    0     0   388 3812 4964   2   1  97   0   0 2026-09-20 22:46:16
 1  0       546832     92503600      1274892     27936896    0    0     0     0 3762 5931   3   0  96   0   0 2026-09-20 22:46:17
 2  0       546832     92313712      1274892     27937072    0    0     0     0 3720 5966   3   1  96   0   0 2026-09-20 22:46:18
 1  0       546832     92322192      1274892     27937128    0    0     0     4 3364 4971   2   1  97   0   0 2026-09-20 22:46:19
 1  0       546832     92241360      1274896     27937176    0    0     0   152 3434 5427   3   1  97   0   0 2026-09-20 22:46:20
 1  0       546832     92222144      1274900     27937220    0    0     0   664 3931 5368   3   0  97   0   0 2026-09-20 22:46:21
 1  0       546832     92222544      1274900     27937284    0    0     0     0 4113 5267   3   0  97   0   0 2026-09-20 22:46:22
procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 1  0       546832     92219896      1274900     27937328    0    0     0     0 3913 5128   3   0  97   0   0 2026-09-20 22:46:23
 1  0       546832     92075104      1274900     27937396    0    0     0     0 3453 5659   3   1  97   0   0 2026-09-20 22:46:24
 1  0       546832     89808264      1274900     30153512    0    0     0     0 4261 5653   2   2  97   0   0 2026-09-20 22:46:25
 2  0       546832     85107872      1274912     34841660    0    0     0   724 6589 5720   0   3  96   0   0 2026-09-20 22:46:26
21  0       546832     83494880      1274920     36326120    0    0     0    68 7110 4577  25   3  72   0   0 2026-09-20 22:46:27
