phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,24,62.44,79.64,75.41,92.65,103.45,103.5
reverse_retrieve,24,32.24,78.70,43.17,87.75,87.75,87.8
