phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,24,64.29,82.18,77.71,95.79,107.17,107.2
reverse_retrieve,24,37.64,97.57,51.58,107.31,107.31,107.3
kv_r: 19 ops, 0.64 GiB, busy 28.4 s
kv_w: 22 ops, 1.50 GiB, busy 50.9 s
