phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,28,263.89,475.49,281.68,493.29,493.32,493.4
reverse_retrieve,28,229.57,320.29,247.35,320.68,320.85,320.9
