procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 4  1       739992    121247776        64552      4172312    2    3 16475   604    1    1   1   1  96   3   0 2026-09-18 03:49:26
 2  0       739992    121149760        65240      4188880    0    0 17348  1816 5252 8493   2   1  97   0   0 2026-09-18 03:49:27
 2  0       739992    121084032        65928      4208672    0    0 20156     0 5543 9215   2   1  97   0   0 2026-09-18 03:49:28
 2  0       739992    120978256        66548      4252220    0    0 43952     0 7622 9500   4   7  88   0   0 2026-09-18 03:49:29
 1  0       739992    120953120        67072      4253348    0    0  1536     0 4219 6758   2   0  97   0   0 2026-09-18 03:49:30
 0  0       739992    120951928        67072      4253376    0    0     0     0 4066 6486   0   0  99   0   0 2026-09-18 03:49:31
 1  0       739992    120880624        67264      4289984    0    0 36760  3344 4966 7792   1   1  98   0   0 2026-09-18 03:49:32
 0  0       739992    120878392        67264      4290188    0    0   180     0 3923 6491   0   0  99   0   0 2026-09-18 03:49:33
 1  0       739992    120688992        67264      4298164    0    0  7956     0 4005 6487   2   1  97   0   0 2026-09-18 03:49:34
 1  0       739992    120549376        67264      4298188    0    0     0     0 3711 6280   3   0  97   0   0 2026-09-18 03:49:35
 1  0       739992    120486704        67264      4298216   28    0    28     0 3701 6454   3   0  97   0   0 2026-09-18 03:49:36
 3  0       739992    119998976        67572      4308004    0    0 10148   560 6830 9331  16   1  83   0   0 2026-09-18 03:49:37
 3  0       739992    119663200        67832      4397612    0    0 80484     0 8800 10788   7   1  91   0   0 2026-09-18 03:49:38
 1  0       739992    120160184        68088      4477800    0    0  9860     0 14101 13027   3   1  96   0   0 2026-09-18 03:49:39
 2  0       739992    116995712        68092      4491420    0    0 13584     0 9555 16326   3   2  94   0   0 2026-09-18 03:49:40
 1  0       739992    113066304        68092      4491432    0    0     0     0 9490 16016   2   2  96   0   0 2026-09-18 03:49:41
 1  0       739992    109167856        68108      4491472    0    0     4   800 9445 16000   1   2  97   0   0 2026-09-18 03:49:42
 2  0       739992    104814240        68108      4491492    0    0     0     0 9168 15984   1   2  97   0   0 2026-09-18 03:49:43
 1  0       739992    100968840        68108      4491516    0    0     0     0 9443 15918   1   2  97   0   0 2026-09-18 03:49:44
 1  0       739992     97046912        68108      4491536    0    0     0     0 10057 16211   1   2  97   0   0 2026-09-18 03:49:45
 3  0       739992     92614368        68108      4491560    0    0     0     0 9152 16103   1   2  97   0   0 2026-09-18 03:49:46
procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 1  0       739992     88799520        68116      4491576    0    0     0   716 9685 15930   1   2  97   0   0 2026-09-18 03:49:47
 1  0       739992     84823128        68116      4491596    0    0     0     0 9580 15861   1   2  97   0   0 2026-09-18 03:49:48
 1  0       739992     80374240        68116      4491628    0    0     0     0 9429 16043   1   2  97   0   0 2026-09-18 03:49:49
 2  0       739992     76478032        68116      4491644    0    0     0     0 9666 16070   1   2  97   0   0 2026-09-18 03:49:50
 2  0       739992     72600784        68116      4491668    0    0     0     0 9373 15934   1   2  97   0   0 2026-09-18 03:49:51
 1  0       739992     68147552        68124      4491704    0    0     0   140 9315 15890   1   2  97   0   0 2026-09-18 03:49:52
 1  0       739992     64259388        68124      4491712    0    0     0   460 9480 15893   1   2  97   0   0 2026-09-18 03:49:53
 1  0       739992     60380532        68124      4491744    0    0     0     0 9643 16120   1   2  97   0   0 2026-09-18 03:49:54
 1  0       739992     55930216        68128      4491764    0    0     0     0 9349 15930   1   2  97   0   0 2026-09-18 03:49:55
 1  0       739992     51989904        68132      4491788    0    0     0     0 9417 15919   1   2  97   0   0 2026-09-18 03:49:56
 1  0       739992     48017416        68144      4491812    0    0     0   176 9723 15954   1   2  97   0   0 2026-09-18 03:49:57
 1  0       739992     43706884        68144      4491832    0    0     0   412 9578 16078   1   2  97   0   0 2026-09-18 03:49:58
 3  0       739992     40216784        68144      4491848    0    0     0     0 157303 15988   1   4  95   0   0 2026-09-18 03:49:59
 2  0       739992     36292704        68144      4491888    0    0     0     0 134401 16020   1   5  94   0   0 2026-09-18 03:50:00
 1  0       739992     32674156        68144      4491904    0    0     0     0 127295 16080   1   5  94   0   0 2026-09-18 03:50:01
 1  0       739992     28393668        68156      4491928    0    0     0   152 9473 16007   1   2  97   0   0 2026-09-18 03:50:02
 2  0       739992     24630956        68160      4491952    0    0     0   488 214614 16214   1   5  94   0   0 2026-09-18 03:50:03
 1  0       739992     24029296        68164      4492236    0    0   340     0 58187 15991   1   2  98   0   0 2026-09-18 03:50:04
 1 18       739992     22571572        68168      5247248    0    0 757008     4 13399 22453   2   2  80  17   0 2026-09-18 03:50:05
