#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 20260921    20:22:23       0     24     75      -      0      0      0      0      0      0    405    210      0      0      1      2      0      -      -      0      2      5 
 20260921    20:22:24       0     24     74      -      0      0      0      0      0      0    405    210      0      0      1      2      0      -      -      0      0      1 
 20260921    20:22:25       0     24     74      -      0      0      0      0      0      0    405    210      0      0      1      2      0      -      -      0      0      0 
 20260921    20:22:27       0     24     73      -      0      0      0      0      0      0    405    210      0      0      1      2      0      -      -      0      0      0 
 20260921    20:22:28       0     23     72      -      0      0      0      0      0      0    405    210      0      0      1      2      0      -      -      0      0      0 
 20260921    20:22:29       0     23     72      -      0      0      0      0      0      0    405    210      0      0      1      2      0      -      -      0      0      0 
 20260921    20:22:30       0     23     71      -      0      0      0      0      0      0    405    210      0      0      1      2      0      -      -      0      0      0 
 20260921    20:22:31       0     23     71      -      0      0      0      0      0      0    405    210      0      0      1      2      0      -      -      0      0      0 
 20260921    20:22:32       0     23     71      -      0      0      0      0      0      0    405    210      0      0      1      2      0      -      -      0      0      0 
 20260921    20:22:33       0     23     70      -      0      0      0      0      0      0    405    210      0      0      1      2      0      -      -      0      0      0 
 20260921    20:22:34       0     23     70      -      0      0      0      0      0      0    405    210      0      0      1      2      0      -      -      0      0      0 
 20260921    20:22:35       0     22     69      -      0      0      0      0      0      0    405    210      0      0      1      2      0      -      -      0      0      0 
 20260921    20:22:36       0     22     69      -      0      0      0      0      0      0    405    210      0      0      1      2      0      -      -      0      0      0 
 20260921    20:22:37       0     22     69      -      0      0      0      0      0      0    405    210      0      0      1      2      0      -      -      0     18     22 
 20260921    20:22:38       0     28     69      -      0      0      0      0      0      0   6501   1560      0      0    169      5      0      -      -      0      0      0 
 20260921    20:22:39       0     46     69      -      2      0      0      0      0      0   6501   1560      0      0   5803      5      0      -      -      0      0      0 
 20260921    20:22:40       0     46     69      -      0      0      0      0      0      0   6501   1560      0      0   5803      5      0      -      -      0   4321    559 
 20260921    20:22:41       0     54     70      -     53      2      0      0      0      0   6501   1890      0      0   7413      5      0      -      -      0   5349    576 
 20260921    20:22:42       0     73     71      -     22      3      0      0      0      0   6501   1890      0      0   5813      5      0      -      -      0      3     14 
 20260921    20:22:43       0    107     74      -    100     63      0      0      0      0   6501   1245    100      0   6901      5      0      -      -      0     30      8 
 20260921    20:22:44       0    138     75      -    100     62      0      0      0      0   6501   1275    100      0   6901      5      0      -      -      0     28     12 
 20260921    20:22:45       0    115     73      -    100     61      0      0      0      0   6501   1590     23      0   6917      5      0      -      -      0      0      0 
 20260921    20:22:46       0     50     71      -      0      0      0      0      0      0   6501   1590      0      0  11627      5      0      -      -      0      0      0 
 20260921    20:22:48       0     48     71      -      0      0      0      0      0      0   6501   1560      0      0  11627      5      0      -      -      0      0      0 
 20260921    20:22:49       0     47     71      -      0      0      0      0      0      0   6501   1560      0      0  11643      5      0      -      -      0      0      0 
 20260921    20:22:50       0     59     72      -      0      0      0      0      0      0   6501   1755      8      0  11643      5      0      -      -      0      0      0 
 20260921    20:22:51       0     62     71      -      0      0      0      0      0      0   6501   1755     16      0  11643      5      0      -      -      0   3350    374 
 20260921    20:22:52       0    103     76      -    100     51      0      0      0      0   6501   1245    100      0  11643      5      0      -      -      0   2698    354 
 20260921    20:22:53       0    137     76      -    100     52      0      0      0      0   6501   1230    100      0  11643      5      0      -      -      0   3638    286 
 20260921    20:22:54       0    136     77      -    100     54      0      0      0      0   6501   1170    100      0  11643      5      0      -      -      0     25      7 
 20260921    20:22:55       0    139     78      -    100     57      0      0      0      0   6501   1320    100      0  11643      5      0      -      -      0     16      6 
 20260921    20:22:56       0    138     79      -    100     54      0      0      0      0   6501   1155    100      0  11643      5      0      -      -      0     18      8 
 20260921    20:22:57       0    139     80      -    100     55      0      0      0      0   6501   1215    100      0  11647     13      0      -      -      0   3994    538 
 20260921    20:22:58       0    138     80      -    100     57      0      0      0      0   6501   1230    100      0  11647     13      0      -      -      0   3404    503 
 20260921    20:22:59       0    139     81      -    100     57      0      0      0      0   6501   1215    100      0  11647     13      0      -      -      0   3564    548 
 20260921    20:23:00       0    138     82      -    100     56      0      0      0      0   6501   1275    100      0  11647     13      0      -      -      0   2926    404 
 20260921    20:23:01       0    139     82      -    100     58      0      0      0      0   6501   1215    100      0  11647     13      0      -      -      0   2858    450 
 20260921    20:23:02       0    134     83      -    100     55      0      0      0      0   6501   1080     90      0  11647     13      0      -      -      0     24      8 
 20260921    20:23:03       0    139     83      -    100     57      0      0      0      0   6501   1275    100      0  11647     13      0      -      -      0     19      6 
 20260921    20:23:04       0    139     84      -    100     56      0      0      0      0   6501   1245    100      0  11647     13      0      -      -      0     17      7 
 20260921    20:23:05       0    139     84      -    100     55      0      0      0      0   6501   1185     85      0  11647     13      0      -      -      0   1105   5706 
 20260921    20:23:06       0    115     84      -      9      3      0      0      0      0   6501   1215     78      0  11647     13      0      -      -      0    929    141 
 20260921    20:23:07       0    139     85      -    100     57      0      0      0      0   6501   1215    100      0  11647     13      0      -      -      0    703    136 
 20260921    20:23:09       0    135     85      -     80     80      0      0      0      0   6501   1545     92      0  11649     13      0      -      -      0    934   6374 
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 20260921    20:23:10       0    139     86      -    100     50      0      0      0      0   6501   1230    100      0  11649     13      0      -      -      0   1156     55 
 20260921    20:23:11       0    138     86      -    100     51      0      0      0      0   6501   1215    100      0  11649     13      0      -      -      0    413     56 
 20260921    20:23:12       0    138     86      -    100     50      0      0      0      0   6501   1080    100      0  11649     13      0      -      -      0   4062    556 
 20260921    20:23:13       0    139     87      -    100     55      0      0      0      0   6501   1185    100      0  11649     13      0      -      -      0   4108    536 
 20260921    20:23:14       0    138     87      -    100     94      0      0      0      0   6501   1485     98      0  11655     21      0      -      -      0    408     54 
 20260921    20:23:15       0    139     87      -    100     50      0      0      0      0   6501   1260    100      0  11655     21      0      -      -      0    405     54 
 20260921    20:23:16       0    139     88      -    100     53      0      0      0      0   6501   1155    100      0  11655     21      0      -      -      0    406     53 
 20260921    20:23:17       0    139     88      -    100     50      0      0      0      0   6501   1245    100      0  11655     21      0      -      -      0    625    268 
 20260921    20:23:18       0    139     88      -    100     51      0      0      0      0   6501   1140    100      0  11655     21      0      -      -      0    455     62 
 20260921    20:23:19       0    138     88      -    100     50      0      0      0      0   6501   1395    100      0  11655     21      0      -      -      0  13186   1441 
 20260921    20:23:20       0    138     88      -    100     56      0      0      0      0   6501   1530    100      0  11655     21      0      -      -      0    303     69 
 20260921    20:23:21       0    139     89      -    100     54      0      0      0      0   6501   1185    100      0  11655     21      0      -      -      0    424     59 
 20260921    20:23:22       0    139     89      -    100     52      0      0      0      0   6501   1155    100      0  11655     21      0      -      -      0    420     61 
 20260921    20:23:23       0    139     89      -    100     52      0      0      0      0   6501   1140    100      0  11655     21      0      -      -      0    395     60 
 20260921    20:23:24       0    139     89      -    100     51      0      0      0      0   6501   1125    100      0  11655     21      0      -      -      0    721    577 
 20260921    20:23:25       0    139     89      -    100     60      0      0      0      0   6501   1110    100      0  11655     21      0      -      -      0   4443   2616 
 20260921    20:23:26       0    139     90      -    100     46      0      0      0      0   6501    930    100      0  11655     21      0      -      -      0      6      0 
 20260921    20:23:27       0    138     90      -     72     45      0      0      0      0   6501   1005     96      0  11655     21      0      -      -      0   1473    185 
 20260921    20:23:28       0    139     90      -    100     52      0      0      0      0   6501    960    100      0  11655     21      0      -      -      0   1108    200 
 20260921    20:23:30       0    139     90      -    100     51      0      0      0      0   6501   1110    100      0  11655     21      0      -      -      0   1117    151 
 20260921    20:23:31       0    139     90      -    100     55      0      0      0      0   6501   1140    100      0  11655     21      0      -      -      0   1379    709 
 20260921    20:23:32       0    139     90      -    100     54      0      0      0      0   6501   1155    100      0  11655     21      0      -      -      0    419   1181 
