--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
   5    0            0    118211696       104788      8296784    0    0  1033   418   62    7   1   0  98   0   0 2026-09-21 20:22:23
   2    0            0    118177456       104788      8296816    0    0     0     0 2205 2451   3   0  97   0   0 2026-09-21 20:22:24
   1    0            0    118174736       104932      8296820    0    0   128   210 31881 2359   4   8  88   0   0 2026-09-21 20:22:25
   2    0            0    118159400       104932      8296820    0    0     0     0 1975 2100   3   0  97   0   0 2026-09-21 20:22:26
   0    0            0    118160984       104932      8296720    0    0     0     0 1228 2122   1   0  99   0   0 2026-09-21 20:22:27
   0    0            0    118162112       104932      8296724    0    0     0    48  927 2180   0   0 100   0   0 2026-09-21 20:22:28
  37    0            0    117847808       104932      8296724    0    0     0   164 7067 3569  13   1  86   0   0 2026-09-21 20:22:29
   2    0            0    117652128       104940      8296764    0    0     0   240 4400 2731   7   1  92   0   0 2026-09-21 20:22:30
   1    0            0    118048976       104940      8296728    0    0     0     0 4894 3038   2   0  97   0   0 2026-09-21 20:22:31
   0    0            0    118060400       104940      8296732    0    0     0   108 1206 2153   1   0  99   0   0 2026-09-21 20:22:32
   0    0            0    118073392       104940      8296732    0    0     0     0 1069 1429   0   0 100   0   0 2026-09-21 20:22:33
   1    0            0    117929024       104940      8296736    0    0     0    40 1347 1356   1   0  98   0   0 2026-09-21 20:22:34
   1    0            0    117808312       104952      8296740    0    0     0   356 1706 1513   2   0  98   0   0 2026-09-21 20:22:35
   1    0            0    117753632       104952      8296236    0    0     0     0 1831 1333   3   0  97   0   0 2026-09-21 20:22:36
   1    0            0    117703864       104952      8295828    0    0     0     0 1758 1788   2   1  98   0   0 2026-09-21 20:22:37
   1    0            0    117582096       104952      8304024    0    0     0     0 3559 2917   2   0  97   0   0 2026-09-21 20:22:38
   1    0            0    117463296       104952      8375976    0    0     0    44 3884 3412   4   1  95   0   0 2026-09-21 20:22:39
   1    0            0    117463072       104960      8375964    0    0     0   112 2605 2982   2   0  97   0   0 2026-09-21 20:22:40
   1    0            0    117463088       104960      8375968    0    0     0     0 2622 3060   2   1  97   0   0 2026-09-21 20:22:41
   1    0            0    117420672       104960      8375968    0    0     0   124 2652 2771   3   0  97   0   0 2026-09-21 20:22:42
   2    0            0    117419552       104960      8375972    0    0     0     0 2618 2669   3   0  97   0   0 2026-09-21 20:22:43
--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
   1    0            0    117419584       104960      8375972    0    0     0     0 2473 2654   3   0  97   0   0 2026-09-21 20:22:44
   1    0            0    117150672       104972      8375976    0    0     0   116 2650 3018   2   1  97   0   0 2026-09-21 20:22:45
   1    0            0    115944000       104972      9565992    0    0     0     0 2509 2743   2   1  97   0   0 2026-09-21 20:22:46
   2    0            0    111620184       104972     13874964    0    0     0     0 2473 2634   0   3  97   0   0 2026-09-21 20:22:47
  18    0            0    108620960       104972     16782640    0    0     0     0 5884 2690  10   2  88   0   0 2026-09-21 20:22:48
   1    0            0    108563928       104972     16783440    0    0     0     0 7937 9291   6   1  94   0   0 2026-09-21 20:22:49
   1    0            0    108531976       104980     16783484    0    0     0   948 6775 11086   3   0  97   0   0 2026-09-21 20:22:50
   5    0            0    108507032       104980     16783500    0    0     0    68 10512 10755  11   1  88   0   0 2026-09-21 20:22:51
   5    0            0    108506784       104980     16783500    0    0     0     0 11367 10607  12   2  86   0   0 2026-09-21 20:22:52
   1    0            0    108506784       104980     16783508    0    0     0     0 10233 10742  10   1  89   0   0 2026-09-21 20:22:53
   1    0            0    108506544       104980     16783508    0    0     0     0 6887 10638   3   0  97   0   0 2026-09-21 20:22:54
   1    0            0    108506288       104988     16783492    0    0     0    84 7007 10736   3   0  97   0   0 2026-09-21 20:22:55
   5    0            0    108455776       104988     16783500    0    0     0 166102 7662 11315   3   0  96   1   0 2026-09-21 20:22:56
   5    0            0    108455776       104988     16783500    0    0     0  4136 10690 10887  13   1  86   0   0 2026-09-21 20:22:57
   5    0            0    108455776       104988     16783504    0    0     0     0 10621 10782  13   1  86   0   0 2026-09-21 20:22:58
   4    0            0    108462000       104988     16783512    0    0     4     0 11745 12213  13   1  86   0   0 2026-09-21 20:22:59
   2    0            0    108458192       104996     16783508    0    0     0  4232 7179 10812   4   0  95   0   0 2026-09-21 20:23:00
   1    0            0    108457568       104996     16783520    0    0     0     0 6811 10723   3   0  97   0   0 2026-09-21 20:23:01
   1    0            0    108391304       104996     16783796    0    0     0 1728644 12234 15409   4   1  92   3   0 2026-09-21 20:23:02
   1    0            0    108389368       104996     16783908    0    0     0     0 6971 10654   3   0  97   0   0 2026-09-21 20:23:03
   1    0            0    108401680       104996     16783908    0    0     0   568 6850 10678   3   0  97   0   0 2026-09-21 20:23:04
--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
   0    4            0    108387000       105004     16784032    0    0     0 760264 9644 13810   3   1  95   1   0 2026-09-21 20:23:05
   1    0            0    108313664       105012     16784656    0    0     0 1459200 12373 16294   3   2  93   2   0 2026-09-21 20:23:06
   1    0            0    108312600       105016     16784744    0    0     4    36 6721 10764   2   2  97   0   0 2026-09-21 20:23:07
   3    2            0    108309408       105020     16784764    0    0     0 304168 7330 11320   2   2  96   1   0 2026-09-21 20:23:08
   5    0            0    108306272       105028     16785484    0    0 409600 1300480 16191 17259  12   2  83   3   0 2026-09-21 20:23:09
   5    0            0    108305888       105036     16785548    0    0 335872   944 12609 12522  15   2  83   1   0 2026-09-21 20:23:10
