phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,32,1363.34,2285.78,1563.15,2573.42,2629.75,2629.8
reverse_retrieve,32,939.70,1510.50,1109.52,1680.58,1907.18,1907.2
