k,doc,category,occ,ttft_s,matched,ssd_read_ios,write_ios,cached
0,37,one_shot,0,1.1321,0,0,0,0
1,63,repeated,0,1.0875,0,0,0,16
2,45,one_shot,0,1.0926,0,0,0,16
3,55,repeated,0,1.1467,0,0,0,16
4,31,repeated,0,1.0445,0,0,0,16
5,0,far_reuse,0,1.1071,0,0,0,16
6,39,far_reuse,0,1.0644,0,0,0,16
7,29,one_shot,0,1.1587,0,0,0,16
8,4,near_reuse,0,1.0967,0,0,0,16
9,43,repeated,0,1.6894,0,0,0,16
10,42,one_shot,0,1.0916,0,0,0,16
11,30,repeated,0,1.1583,0,0,0,16
12,52,far_reuse,0,1.0947,0,0,0,16
13,55,repeated,1,0.1699,1648,0,0,1920
14,62,far_reuse,0,1.0486,0,0,0,16
15,15,near_reuse,0,1.161,0,0,0,16
16,33,far_reuse,0,1.0777,0,0,0,16
17,4,near_reuse,1,0.1161,0,0,0,1920
18,48,near_reuse,0,1.0747,0,0,0,16
19,22,repeated,0,2.7414,0,0,0,16
20,21,one_shot,0,1.0541,0,0,0,16
21,60,one_shot,0,1.0512,0,0,0,16
22,6,one_shot,0,1.0785,0,0,0,16
23,19,near_reuse,0,1.0812,0,0,0,16
24,15,near_reuse,1,0.0817,0,0,0,1936
25,3,one_shot,0,1.0764,0,0,0,16
26,63,repeated,1,3.3371,1904,0,0,1920
27,8,near_reuse,0,1.1498,0,0,0,16
28,31,repeated,1,3.4572,1904,0,0,1920
29,48,near_reuse,1,0.1173,1904,0,0,1920
30,34,repeated,0,1.0839,0,0,0,16
31,24,far_reuse,0,3.2435,0,0,0,16
32,35,far_reuse,0,1.0557,0,0,0,16
33,14,near_reuse,0,1.137,0,0,0,16
34,9,repeated,0,1.0908,0,0,0,16
35,43,repeated,1,3.0547,1920,0,0,1936
36,22,repeated,1,3.3725,1904,0,0,1920
37,30,repeated,1,4.7076,1920,0,0,1936
38,19,near_reuse,1,0.1156,1904,0,0,1920
39,2,near_reuse,0,1.0983,0,0,0,16
40,26,near_reuse,0,1.2983,0,0,0,16
41,8,near_reuse,1,0.1315,1904,0,0,1920
42,5,repeated,0,1.0542,0,0,0,16
43,25,repeated,0,1.0586,0,0,0,16
44,53,far_reuse,0,1.0553,0,0,0,16
45,27,one_shot,0,1.1155,0,0,0,16
46,14,near_reuse,1,0.1566,1904,0,0,1920
47,58,repeated,0,1.097,0,0,0,16
48,31,repeated,2,3.0233,1904,0,0,1920
49,23,repeated,0,1.0883,0,0,0,16
50,2,near_reuse,1,0.1337,1920,0,0,1936
51,38,far_reuse,0,3.3862,0,0,0,16
52,26,near_reuse,1,0.1199,1904,0,0,1920
53,20,repeated,0,1.0836,0,0,0,16
54,28,far_reuse,0,1.126,0,0,0,16
55,41,repeated,0,1.1194,0,0,0,16
56,11,one_shot,0,1.0593,0,0,0,16
57,16,one_shot,0,1.1007,0,0,0,16
58,34,repeated,1,4.5782,1904,0,0,1920
59,30,repeated,2,4.49,1920,0,0,1936
60,10,near_reuse,0,1.102,0,0,0,16
61,59,near_reuse,0,5.1732,0,0,0,16
62,0,far_reuse,1,5.4369,1904,0,0,1920
63,13,far_reuse,0,1.1406,0,0,0,16
64,39,far_reuse,1,4.9014,1904,0,0,1920
65,50,one_shot,0,1.1669,0,0,0,16
66,20,repeated,1,0.1021,1904,0,0,1920
67,49,far_reuse,0,1.4896,0,0,0,16
68,54,near_reuse,0,2.0001,16,0,0,32
69,46,near_reuse,0,1.0588,0,0,0,16
70,5,repeated,1,3.8753,1904,0,0,1920
71,40,near_reuse,0,1.1198,0,0,0,32
72,25,repeated,1,3.2773,1904,0,0,1920
73,10,near_reuse,1,0.1278,1904,0,0,1920
74,17,repeated,0,1.0821,0,0,0,16
75,52,far_reuse,1,3.8923,1904,0,0,1920
76,59,near_reuse,1,0.1224,1904,0,0,1920
77,18,far_reuse,0,1.1056,0,0,0,16
78,62,far_reuse,1,5.0492,1904,0,0,1920
79,7,far_reuse,0,1.066,0,0,0,16
80,41,repeated,1,4.6364,1904,0,0,1920
81,51,near_reuse,0,1.0887,0,0,0,16
82,34,repeated,2,4.4064,1904,0,0,1920
83,22,repeated,2,4.7648,1904,0,0,1920
84,33,far_reuse,1,4.1388,1904,0,0,1920
85,36,near_reuse,0,1.1468,0,0,0,16
86,9,repeated,1,4.0675,1904,0,0,1920
87,54,near_reuse,1,0.98,1904,0,0,1920
88,12,one_shot,0,1.0713,0,0,0,32
89,46,near_reuse,1,0.1194,1904,0,0,1920
90,56,one_shot,0,1.1872,0,0,0,16
91,40,near_reuse,1,0.1155,1888,0,0,1920
92,57,one_shot,0,1.1099,0,0,0,16
93,9,repeated,2,0.066,0,0,0,1920
94,1,far_reuse,0,1.099,0,0,0,16
95,58,repeated,1,4.4814,1920,0,0,1936
96,44,repeated,0,1.1026,0,0,0,16
97,32,far_reuse,0,1.1455,0,0,0,16
98,51,near_reuse,1,0.1203,1904,0,0,1920
99,47,near_reuse,0,1.0546,0,0,0,16
100,23,repeated,1,3.9239,1904,0,0,1920
101,63,repeated,2,5.0468,1904,0,0,1920
102,36,near_reuse,1,0.1727,1904,0,0,1920
103,61,one_shot,0,1.0818,0,0,0,16
104,32,far_reuse,1,0.0667,0,0,0,1920
105,24,far_reuse,1,4.9308,1904,0,0,1920
106,44,repeated,2,0.0817,0,0,0,1936
107,35,far_reuse,1,5.5081,1904,0,0,1920
108,1,far_reuse,1,0.1164,1920,0,0,1936
109,25,repeated,2,3.8369,1904,0,0,1920
110,5,repeated,2,4.1973,1904,0,0,1920
111,55,repeated,2,4.0675,1904,0,0,1920
112,7,far_reuse,1,4.2298,1904,0,0,1920
113,47,near_reuse,1,0.1144,1904,0,0,1920
114,58,repeated,2,0.6419,1920,0,0,1936
115,43,repeated,2,0.5301,1920,0,0,1936
116,18,far_reuse,1,0.8437,1904,0,0,1920
117,17,repeated,2,0.7142,1904,0,0,1920
118,17,repeated,1,0.0494,0,0,0,1920
119,53,far_reuse,1,2.2999,1904,0,0,1920
120,44,repeated,1,0.1309,1920,0,0,1936
121,23,repeated,2,0.9869,1904,0,0,1920
122,20,repeated,2,1.4563,1904,0,0,1920
123,49,far_reuse,1,0.6666,1904,0,0,1920
124,13,far_reuse,1,0.7493,1904,0,0,1920
125,38,far_reuse,1,0.5862,1904,0,0,1920
126,41,repeated,2,0.5657,1904,0,0,1920
127,28,far_reuse,1,0.7166,1904,0,0,1920
