procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 5  0       555280     96062432      1024400     25193712    2    3 15733   569    0    0   1   1  96   3   0 2026-09-19 01:48:13
 2  0       555280     95968032      1024412     25193772    0    0     0   160 2856 4373   3   1  97   0   0 2026-09-19 01:48:14
 2  0       555280     95915616      1024412     25193788    0    0     0     0 2546 3971   3   1  97   0   0 2026-09-19 01:48:15
 2  0       555280     95852944      1024412     25193824    0    0     0     0 5301 4190   5   8  88   0   0 2026-09-19 01:48:16
 1  0       555280     95838600      1024412     25193848    0    0     0     0 2546 4141   1   1  98   0   0 2026-09-19 01:48:17
 2  0       555280     95834496      1024412     25193876    0    0     0   300 2603 4571   0   0  99   0   0 2026-09-19 01:48:18
 1  0       555280     95805024      1024420     25193888    0    0     0   120 2363 4333   1   1  99   0   0 2026-09-19 01:48:19
 1  0       555280     95668224      1024420     25193832    0    0     0     0 2455 4020   1   1  98   0   0 2026-09-19 01:48:20
 1  0       555280     95517544      1024420     25193856    0    0     0     0 3142 4136   3   0  97   0   0 2026-09-19 01:48:21
 1  0       555280     95446736      1024420     25193868    0    0     0     0 2648 4302   3   0  97   0   0 2026-09-19 01:48:22
 3  0       555280     95035472      1024420     25193912    0    0     0   260 3055 4472   3   1  96   0   0 2026-09-19 01:48:23
 4  0       555280     94705072      1024428     25204000    0    0     0    92 7391 6644  17   1  81   0   0 2026-09-19 01:48:24
 2  0       555280     95099408      1024428     25241096    0    0     0     0 5284 7127   6   1  93   0   0 2026-09-19 01:48:25
 0  0       555280     95104320      1024428     25241284    0    0     0     4 3569 6015   3   1  97   0   0 2026-09-19 01:48:26
 1  0       555280     95114440      1024428     25241296    0    0     0     0 6272 11332  26   5  69   0   0 2026-09-19 01:48:27
 2  0       555280     95122656      1024428     25241328    0    0     0   412 5883 7742  21   3  75   0   0 2026-09-19 01:48:28
 2  0       555280     94846048      1024448     25241324    0    0     0   232 5053 6190  14   1  85   0   0 2026-09-19 01:48:29
 2  0       555280     94680064      1024448     25241368    0    0     0     0 3731 5807   5   1  94   0   0 2026-09-19 01:48:30
 2  0       555280     94567544      1024448     25241888    0    0     0     0 5349 6923   5   1  94   0   0 2026-09-19 01:48:31
 0  0       555280     94920728      1024448     25241420    0    0     0     0 8661 14448   5   1  94   0   0 2026-09-19 01:48:32
 0  0       555280     94793472      1024448     25241452    0    0     0   444 7401 13655   1   0  98   0   0 2026-09-19 01:48:33
procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 1  0       555280     94774128      1024460     25241480    0    0     0   220 7335 13667   3   0  97   0   0 2026-09-19 01:48:34
 1  0       555280     94771616      1024460     25241484    0    0     0     0 7204 13298   3   0  97   0   0 2026-09-19 01:48:35
 1  0       555280     94769600      1024460     25241528    0    0     0     0 7331 13432   3   0  97   0   0 2026-09-19 01:48:36
 1  0       555280     94766088      1024460     25241548    0    0     0     4 7585 13480   3   0  97   0   0 2026-09-19 01:48:37
 1  0       555280     94764592      1024460     25241572    0    0     0     0 7658 13573   3   0  97   0   0 2026-09-19 01:48:38
 4  0       555280     94689872      1024476     25241764    0    0     0 290736 9035 14377   7   0  92   1   0 2026-09-19 01:48:39
 4  0       555280     94686224      1024476     25241940    0    0     0   144 8464 13387  11   0  88   0   0 2026-09-19 01:48:40
 4  0       555280     94684720      1024476     25241964    0    0     0     0 8494 13149  11   0  89   0   0 2026-09-19 01:48:41
 4  0       555280     94684800      1024476     25241988    0    0     0     0 8604 13522  11   0  88   0   0 2026-09-19 01:48:42
 4  0       555280     94683360      1024476     25242024    0    0     0     0 8631 13720  11   0  89   0   0 2026-09-19 01:48:43
 4  0       555280     94676256      1024488     25242192    0    0     0 290648 9351 14691  10   0  89   1   0 2026-09-19 01:48:44
 4  0       555280     94673808      1024488     25242504    0    0     0     0 8859 13463  11   0  89   0   0 2026-09-19 01:48:45
 4  0       555280     94671112      1024488     25242520    0    0     0     0 8739 13391  11   0  88   0   0 2026-09-19 01:48:46
 4  0       555280     94670496      1024488     25242544    0    0     0     0 8904 13457  11   0  88   0   0 2026-09-19 01:48:47
 4  0       555280     94670544      1024488     25242564    0    0     0     0 8989 13555  11   0  88   0   0 2026-09-19 01:48:48
 4  0       555280     94671184      1024496     25242592    0    0     0 290664 9560 14505  10   0  89   1   0 2026-09-19 01:48:49
 4  0       555280     94669800      1024496     25242944    0    0     0     0 8682 13297  11   0  89   0   0 2026-09-19 01:48:50
 4  0       555280     94666784      1024496     25243000    0    0     0     0 8994 13469  11   0  88   0   0 2026-09-19 01:48:51
 4  0       555280     94666328      1024496     25243020    0    0     0     0 8856 13588  11   0  88   0   0 2026-09-19 01:48:52
 4  0       555280     94659096      1024496     25243044    0    0     0     0 9095 13857  11   0  88   0   0 2026-09-19 01:48:53
 0  0       555280     94657424      1024516     25243152    0    0     0 290736 9612 14843   7   0  91   1   0 2026-09-19 01:48:54
procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 0  0       555280     94650496      1024516     25243584    0    0     0     0 7325 13627   0   0  99   0   0 2026-09-19 01:48:55
 0  0       555280     94652800      1024516     25243608    0    0     0     0 7212 13738   0   0  99   0   0 2026-09-19 01:48:56
 2  0       555280     94602544      1024516     25243656    0    0     0  4608 8157 14201   2   0  97   0   0 2026-09-19 01:48:57
 1  0       555280     94616176      1024516     25243696    0    0 815040 11520 11275 18338   5   1  93   2   0 2026-09-19 01:48:58
 0  0       555280     94610912      1024520     25243732    0    0     0  2752 7241 13551   1   0  99   0   0 2026-09-19 01:48:59
 0  0       555280     94607456      1024520     25243760    0    0     0     0 7095 13320   0   0  99   0   0 2026-09-19 01:49:00
 0  0       555280     94605504      1024520     25243792    0    0     0     0 7147 13338   0   0  99   0   0 2026-09-19 01:49:01
 2  0       555280     94604296      1024520     25243824    0    0     0     0 7532 14057   2   0  97   0   0 2026-09-19 01:49:02
