--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
   5    0            0    115924192       249700     10618368    0    0  2844   904   39   16   2   0  97   0   0 2026-09-21 23:49:59
   1    0            0    115840640       249700     10618396    0    0     0     0 2116 2080   3   0  97   0   0 2026-09-21 23:50:00
   1    0            0    115795608       249700     10618400    0    0     0     0 32648 2228   4   8  88   0   0 2026-09-21 23:50:01
   1    0            0    115753552       249712     10618400    0    0     0    84 2234 2135   3   0  97   0   0 2026-09-21 23:50:02
   0    0            0    115746144       249712     10618404    0    0     0     0 1339 1888   1   0  99   0   0 2026-09-21 23:50:03
   1    0            0    115745952       249712     10618408    0    0     0    48  971 2154   0   0  99   0   0 2026-09-21 23:50:04
   3    0            0    115295024       249712     10618408    0    0     0     0 7735 3670  16   1  83   0   0 2026-09-21 23:50:05
   2    0            0    115123488       249712     10618412    0    0     0     0 3348 2302   5   0  94   0   0 2026-09-21 23:50:06
   0    0            0    115310472       249724     10618448    0    0     0    92 3720 2484   2   0  98   0   0 2026-09-21 23:50:07
   0    0            0    115318288       249724     10618448    0    0     0     0 1074 2313   0   0 100   0   0 2026-09-21 23:50:08
   1    0            0    115326352       249724     10618452    0    0     0     0 1022 2058   1   0  99   0   0 2026-09-21 23:50:09
   1    0            0    115205080       249740     10618440    0    0     0   108 1642 1871   2   0  98   0   0 2026-09-21 23:50:10
   1    0            0    115124816       249740     10618460    0    0     0     0 1889 1798   3   0  97   0   0 2026-09-21 23:50:11
   1    0            0    115064312       249740     10618468    0    0     0     4 1835 1869   2   0  98   0   0 2026-09-21 23:50:12
   1    0            0    114947888       249740     10626536    0    0     0     0 2853 3408   2   1  97   0   0 2026-09-21 23:50:13
   3    0            0    114728576       249740     10698204    0    0     0     0 3807 4061   4   1  95   0   0 2026-09-21 23:50:14
   1    0            0    114732824       249740     10698576    0    0     0    48 2983 3458   3   0  97   0   0 2026-09-21 23:50:15
   1    0            0    114736528       249748     10698572    0    0     0   104 2681 3482   2   1  97   0   0 2026-09-21 23:50:16
   1    0            0    114693440       249748     10698576    0    0     0   212 2559 3226   2   1  97   0   0 2026-09-21 23:50:17
   1    0            0    114686176       249748     10698580    0    0     0     0 2563 3195   3   0  97   0   0 2026-09-21 23:50:18
   1    0            0    114694496       249748     10698584    0    0     0     0 2581 3255   3   0  97   0   0 2026-09-21 23:50:19
--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
   1    0            0    114435408       249748     10698568    0    0     0    44 2616 3251   3   0  97   0   0 2026-09-21 23:50:20
   1    0            0    113931976       249756     11183420    0    0     0    76 2562 3302   2   1  97   0   0 2026-09-21 23:50:21
  18    0            0    110173056       249756     14900996    0    0     0     0 3933 3184   4   3  93   0   0 2026-09-21 23:50:22
   1    0            0    110086104       249756     14901700    0    0     0     0 7733 10000   5   1  95   0   0 2026-09-21 23:50:23
   1    0            0    110025136       249756     14901704    0    0     0    27 6679 11237   3   0  97   0   0 2026-09-21 23:50:24
   1    0            0    110032944       249756     14901740    0    0     0     0 6620 11332   3   0  97   0   0 2026-09-21 23:50:25
   1    0            0    110040000       249764     14901744    0    0     0   124 6544 11216   3   0  97   0   0 2026-09-21 23:50:26
   1    0            0    110047568       249764     14901752    0    0     0    32 6557 10573   3   0  97   0   0 2026-09-21 23:50:27
   5    0            0    110049552       249764     14901752    0    0     0 63488 7925 10808   6   1  93   0   0 2026-09-21 23:50:28
   4    0            0    110058032       249764     14901752    0    0     0     8 11386 10611  12   1  86   0   0 2026-09-21 23:50:29
   1    0            0    109993776       249764     14901760    0    0     0 17408 7216 10728   4   1  95   0   0 2026-09-21 23:50:30
   1    0            0    110002816       249772     14901760    0    0     0    72 6479 10531   2   1  97   0   0 2026-09-21 23:50:31
   3    1            0    109924064       249772     14901848    0    0     0 975912 9896 13409   2   2  94   2   0 2026-09-21 23:50:32
   0    4            0    109925256       249772     14902372    0    0     0 1673384 16372 22205   6   1  89   4   0 2026-09-21 23:50:33
   5    0            0    109933536       249772     14902364    0    0     0 145408 11032 11627  12   1  86   0   0 2026-09-21 23:50:34
   5    0            0    109942784       249772     14902428    0    0     0 82944 10235 11142  11   1  88   0   0 2026-09-21 23:50:35
   5    0            0    109951104       249784     14902432    0    0     0 106188 10666 11375  11   2  87   0   0 2026-09-21 23:50:36
   5    0            0    109958920       249784     14902464    0    0     0    44 10929 10690  13   2  86   0   0 2026-09-21 23:50:37
   2    0            0    109966736       249784     14902456    0    0     0 186368 10046 11309  10   1  89   0   0 2026-09-21 23:50:38
   0    4            0    109985712       249784     14902784    0    0     0 1044480 12317 15426   6   2  90   3   0 2026-09-21 23:50:39
   1    0            0    109994736       249784     14903264    0    0     0 1325056 12007 13728   8   1  89   3   0 2026-09-21 23:50:40
--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
   5    0            0    110008016       249796     14903336    0    0     0   704 10483 10620  12   1  86   0   0 2026-09-21 23:50:41
   5    0            0    110021280       249796     14903340    0    0     0    48 10466 10496  13   1  86   0   0 2026-09-21 23:50:42
   5    0            0    110030256       249796     14903340    0    0     0 24580 10313 10646  12   1  86   0   0 2026-09-21 23:50:43
   5    0            0    110040464       249796     14903392    0    0     0 156200 10450 11456  10   2  88   0   0 2026-09-21 23:50:44
   4    0            0    110050560       249796     14903392    0    0     0     0 10983 10625  12   1  86   0   0 2026-09-21 23:50:45
   4    0            0    110055616       249808     14903388    0    0     0   128 11066 10578  11   0  89   0   0 2026-09-21 23:50:46
   8    0            0    110055200       249808     14903896    0    0 62464 1908780 15839 16745  10   1  86   4   0 2026-09-21 23:50:47
   2    3            0    110062344       249808     14904108    0    0 931840 376832 15464 13993  18   1  78   3   0 2026-09-21 23:50:48
   4    0            0    110064416       249808     14904124    0    0 455680 16384 10798 11945  11   1  88   1   0 2026-09-21 23:50:49
   5    0            0    110064888       249808     14904204    0    0     0 507904 10678 11969  10   1  89   1   0 2026-09-21 23:50:50
   5    0            0    110073680       249824     14904204    0    0     0  1296 10993 10613  13   1  86   0   0 2026-09-21 23:50:51
   4    0            0    110078552       249824     14904204    0    0     0    56 10331 10519  12   0  88   0   0 2026-09-21 23:50:52
   5    0            0    110082224       249824     14904492    0    0     0 933888 11514 12661   9   1  88   2   0 2026-09-21 23:50:53
   4    0            0    110078064       249824     14904740    0    0     0 286720 10523 11981  10   1  88   1   0 2026-09-21 23:50:54
   4    0            0    110083632       249824     14904832    0    0     0 303631 10431 11922  10   0  89   1   0 2026-09-21 23:50:55
   5    0            0    110088016       249836     14905084    0    0     0 246668 11204 12156  12   1  86   1   0 2026-09-21 23:50:56
   5    0            0    110092504       249836     14905132    0    0     0    60 10466 10566  13   1  86   0   0 2026-09-21 23:50:57
   4    0            0    110097264       249836     14905140    0    0     0   436 10224 10524  12   1  87   0   0 2026-09-21 23:50:58
   5    0            0    110100512       249836     14905312    0    0     0 468104 9724 12895   6   1  91   1   0 2026-09-21 23:50:59
   2    0            0    110097104       249836     14905532    0    0     0 453632 10331 12741   7   2  90   1   0 2026-09-21 23:51:00
   6    0            0    110097184       249848     14905576    0    0     0 123484 11620 11554  10   0  89   0   0 2026-09-21 23:51:01
--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
   1    3            0    110097232       249848     14905832    0    0     0 769068 11995 12542   9   1  89   2   0 2026-09-21 23:51:02
   5    0            0    110098048       249848     14906112    0    0     0 455680 11408 11639  11   1  87   1   0 2026-09-21 23:51:03
   5    0            0    110098520       249848     14906204    0    0     0     0 10817 10733  13   2  86   0   0 2026-09-21 23:51:04
   4    0            0    110099008       249848     14906204    0    0     0     0 10388 10815  12   1  88   0   0 2026-09-21 23:51:05
   2    3            0    110099000       249860     14906256    0    0     0 403096 10556 11893  10   0  89   1   0 2026-09-21 23:51:06
   5    0            0    110093544       249864     14906756    0    0 350208 879608 12333 13881   9   1  88   2   0 2026-09-21 23:51:07
   5    0            0    110093544       249864     14906792    0    0     0     0 10679 10606  13   2  86   0   0 2026-09-21 23:51:08
   5    0            0    110094232       249864     14906796    0    0     0     0 10666 10715  13   1  86   0   0 2026-09-21 23:51:09
   4    0            0    110097824       249884     14906776    0    0     0   716 11163 10966  12   1  87   0   0 2026-09-21 23:51:10
   2    0            0    110097944       249884     14906980    0    0     0 586752 10727 12570   7   2  90   1   0 2026-09-21 23:51:11
   4    0            0    110097936       249884     14907136    0    0     0 437248 10730 11698  10   1  89   1   0 2026-09-21 23:51:12
   5    0            0    110097456       249884     14907348    0    0     0 651308 10844 13127   8   1  89   2   0 2026-09-21 23:51:13
   4    0            0    110095728       249884     14907524    0    0     0  8192 10413 10680  12   1  88   0   0 2026-09-21 23:51:14
   8    0            0    110094720       249900     14907512    0    0 979968 578852 14278 14981  12   1  83   4   0 2026-09-21 23:51:15
   4    0            0    110093968       249900     14907984    0    0 633856 376832 12464 13054  12   1  85   2   0 2026-09-21 23:51:16
   7    0            0    110093216       249900     14907992    0    0     0 253952 10003 11194  10   1  89   1   0 2026-09-21 23:51:17
   4    0            0    110093312       249900     14908128    0    0     0    52 10591 10624  13   1  86   0   0 2026-09-21 23:51:18
   5    0            0    110098472       249900     14908132    0    0     0     0 10198 10904  11   0  89   0   0 2026-09-21 23:51:19
   4    0            0    110096168       249900     14908380    0    0 350208 798720 13369 15032   9   1  86   3   0 2026-09-21 23:51:20
   4    0            0    110095760       249912     14908716    0    0     0 412516 11948 12474  10   0  88   1   0 2026-09-21 23:51:21
   5    0            0    110095408       249912     14908984    0    0 608256 387072 11479 13079   9   1  88   2   0 2026-09-21 23:51:22
--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
   5    0            0    110103664       249916     14909084    0    0     0    56 10665 10593  13   1  86   0   0 2026-09-21 23:51:23
   5    0            0    110106312       249916     14909092    0    0     0     0 12008 12018  13   2  85   0   0 2026-09-21 23:51:24
   5    0            0    110107040       249916     14909100    0    0     0   912 10335 10756  12   1  87   0   0 2026-09-21 23:51:25
   3    2            0    110106544       249928     14909100    0    0     0 485932 10653 13438   8   1  90   1   0 2026-09-21 23:51:26
   4    0            0    110105952       249928     14909420    0    0     0 81920 11312 11495  11   0  89   0   0 2026-09-21 23:51:27
   5    0            0    110115584       249928     14909672    0    0     0 1072476 12973 13538   9   1  88   2   0 2026-09-21 23:51:28
   4    0            0    110112304       249928     14909876    0    0     0   564 10300 10775  12   1  87   0   0 2026-09-21 23:51:29
   5    0            0    110096424       249928     14909884    0    0     0 671944 11034 12541   9   1  88   2   0 2026-09-21 23:51:30
   4    0            0    110096376       249944     14910216    0    0     0  1280 10777 10709  13   1  86   0   0 2026-09-21 23:51:31
   4    0            0    110096616       249944     14910220    0    0     0     0 9707 10594  11   0  89   0   0 2026-09-21 23:51:32
   5    0            0    110107472       249948     14910412    0    0     0 729144 12987 13125  11   1  86   2   0 2026-09-21 23:51:33
   6    0            0    110105208       249948     14910576    0    0     0     0 10828 10831  13   1  86   0   0 2026-09-21 23:51:34
   6    0            0    110103728       249948     14910580    0    0     0   180 10761 10729  13   1  86   0   0 2026-09-21 23:51:35
   2    0            0    110103968       249960     14910580    0    0     0 245248 9949 12002   8   1  90   1   0 2026-09-21 23:51:36
   2    0            0    110103576       249960     14910980    0    0     0 473088 10528 12858   7   2  90   1   0 2026-09-21 23:51:37
   4    0            0    110102600       249960     14911080    0    0     0 320556 11473 11838   9   1  89   1   0 2026-09-21 23:51:38
   1    0            0    110102352       249960     14911380    0    0     0 605184 10151 13149   6   2  90   2   0 2026-09-21 23:51:39
   5    0            0    110102888       249960     14911388    0    0     0 52224 11899 10812  12   1  86   0   0 2026-09-21 23:51:40
   5    0            0    110105096       249972     14911384    0    0     0  6168 12200 10638  13   1  86   0   0 2026-09-21 23:51:41
   3    2            0    110104104       249972     14911412    0    0     0 329728 11111 11962   9   1  88   1   0 2026-09-21 23:51:42
   2    0            0    110103128       249972     14911796    0    0     0 383228 10111 12743   7   2  91   1   0 2026-09-21 23:51:43
--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
   4    0            0    110103680       249972     14911860    0    0     0 331776 10368 11972   9   1  89   1   0 2026-09-21 23:51:44
   4    0            0    110102928       249972     14911960    0    0     0     0 9715 10705  11   0  89   0   0 2026-09-21 23:51:45
   9    0            0    110102888       249984     14911952    0    0 1433600 1083140 16078 16687  11   1  82   6   0 2026-09-21 23:51:46
   5    0            0    110100528       249984     14912536    0    0 172032  3072 13475 11619  14   2  84   0   0 2026-09-21 23:51:47
   4    0            0    110100272       249988     14912544    0    0     0    56 11305 10847  12   1  88   0   0 2026-09-21 23:51:48
   9    0            0    110099568       249988     14912588    0    0 658432 868352 13108 14415   9   1  86   4   0 2026-09-21 23:51:49
   5    0            0    110099152       249988     14913072    0    0 101376 253952 11357 11600  12   1  87   1   0 2026-09-21 23:51:50
   5    0            0    110098144       250004     14913092    0    0     0  1204 10860 10700  13   1  86   0   0 2026-09-21 23:51:51
   5    0            0    110097888       250004     14913100    0    0     0   192 10811 10688  13   1  86   0   0 2026-09-21 23:51:52
   4    0            0    110098896       250004     14913100    0    0     0    48 10625 10655  12   0  88   0   0 2026-09-21 23:51:53
   2    3            0    110097296       250004     14913424    0    0 14336 865280 10359 13758   5   2  92   2   0 2026-09-21 23:51:54
   2    0            0    110096352       250004     14913728    0    0     0 452609 10294 11585  10   0  88   1   0 2026-09-21 23:51:55
   4    0            0    110095392       250016     14913836    0    0     0 190376 11137 12399  10   1  88   1   0 2026-09-21 23:51:56
   6    2            0    110094416       250016     14913976    0    0 1078272 458752 14228 14208  12   1  83   3   0 2026-09-21 23:51:57
   6    0            0    110093664       250016     14914244    0    0 1223680 305256 15938 15664  13   2  82   3   0 2026-09-21 23:51:58
   4    0            0    110093160       250016     14914380    0    0     0    56 11162 10752  12   1  87   0   0 2026-09-21 23:51:59
   2    2            0    110091648       250016     14914388    0    0     0 39936 11070 10699  11   0  89   0   0 2026-09-21 23:52:00
   4    0            0    110091424       250028     14914708    0    0     0 813168 11361 13189   9   1  88   2   0 2026-09-21 23:52:01
   6    0            0    110093104       250028     14914820    0    0 685056 294912 13661 13952  13   1  83   3   0 2026-09-21 23:52:02
   5    0            0    110091344       250028     14914932    0    0 60416     8 11397 11113  13   1  85   0   0 2026-09-21 23:52:03
   4    0            0    110089872       250028     14914936    0    0     0    48 10695 10767  12   1  87   0   0 2026-09-21 23:52:04
--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
   1    0            0    110096288       250028     14914936    0    0     0 174216 10517 11409  10   1  89   1   0 2026-09-21 23:52:05
   5    5            0    110095600       250048     14915500    0    0 910336 1104888 13889 15288   9   1  85   5   0 2026-09-21 23:52:06
   4    0            0    110093360       250048     14915516    0    0 486400 188416 11369 12043  11   1  87   1   0 2026-09-21 23:52:07
   1    4            0    110092176       250048     14915724    0    0 207872 442368 11055 12516   9   1  89   1   0 2026-09-21 23:52:08
   6    0            0    110063200       250060     14915816    0    0 1426432 213512 15031 15350  13   1  81   4   0 2026-09-21 23:52:09
   5    0            0    110074688       250084     14915896    0    0     0   296 12286 12312  13   2  86   0   0 2026-09-21 23:52:10
   4    0            0    110074720       250084     14915896    0    0     0     0 11069 11339  12   1  86   0   0 2026-09-21 23:52:11
   4    0            0    110079600       250084     14915900    0    0     0   592 9976 10657  11   0  89   0   0 2026-09-21 23:52:12
   4    0            0    110079776       250084     14915900    0    0     0 1038336 11204 13383   8   1  89   2   0 2026-09-21 23:52:13
   6    4            0    110084776       250084     14916764    0    0 2110464 378940 15098 16601  10   1  83   5   0 2026-09-21 23:52:14
   5    0            0    110083768       250084     14916768    0    0 175104     0 11391 11350  14   1  84   0   0 2026-09-21 23:52:15
   4    0            0    110084592       250096     14916776    0    0     0  6080 9900 10513  12   1  88   0   0 2026-09-21 23:52:16
   5    0            0    110088320       250096     14916816    0    0     0 860160 11582 12946   9   1  88   2   0 2026-09-21 23:52:17
   6    0            0    110086064       250096     14917360    0    0     0 213116 10741 11609  11   1  87   1   0 2026-09-21 23:52:18
   4    0            0    110084808       250096     14917364    0    0     0    60 11170 10809  12   1  87   0   0 2026-09-21 23:52:19
   4    1            0    110062720       250096     14917376    0    0     0 405504 11323 12094  10   0  88   1   0 2026-09-21 23:52:20
   2    0            0    110065208       250108     14917800    0    0 1062912 627676 12494 14434   8   1  88   4   0 2026-09-21 23:52:21
   5    4            0    110072128       250108     14917864    0    0 443392 57344 12268 13068  13   1  85   1   0 2026-09-21 23:52:22
   4    4            0    110074096       250108     14917904    0    0 1027072     0 14775 14458  17   2  79   2   0 2026-09-21 23:52:23
   1    3            0    110081536       250108     14917916    0    0 167936 299064 11593 11839  11   0  87   1   0 2026-09-21 23:52:24
   5    0            0    110081728       250108     14918348    0    0 512000 635054 12803 14343  11   1  85   3   0 2026-09-21 23:52:25
--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
   6    0            0    110084352       250124     14918448    0    0     0 443452 10777 12420  10   0  88   1   0 2026-09-21 23:52:26
   4    0            0    110085456       250124     14918664    0    0     0 180224 10299 11211  11   1  87   0   0 2026-09-21 23:52:27
   5    0            0    110091368       250124     14918720    0    0     0 395712 10812 11771  11   1  88   1   0 2026-09-21 23:52:28
   5    0            0    110091368       250124     14918820    0    0     0    52 10702 10674  13   1  86   0   0 2026-09-21 23:52:29
   4    0            0    110090608       250124     14918824    0    0     0     0 10100 10653  12   1  87   0   0 2026-09-21 23:52:30
   1    8            0    110072920       250136     14918884    0    0 90112 499680 11178 12427  11   1  87   2   0 2026-09-21 23:52:31
   5    5            0    110073440       250136     14919480    0    0 1616896 641024 15745 16406  13   1  78   7   0 2026-09-21 23:52:32
   4    0            0    110076264       250136     14919500    0    0 332800 203776 10306 11798   9   1  88   2   0 2026-09-21 23:52:33
   5    0            0    110079488       250136     14919648    0    0     0 229428 11085 11320  12   1  86   1   0 2026-09-21 23:52:34
   5    0            0    110081272       250136     14919652    0    0     0     0 10558 10607  13   1  86   0   0 2026-09-21 23:52:35
   7    0            0    110083200       250148     14919640    0    0     0  1040 10681 10624  13   2  86   0   0 2026-09-21 23:52:36
   3    0            0    110082688       250148     14919652    0    0     0 281600 10241 12212   9   1  89   1   0 2026-09-21 23:52:37
   3    1            0    110083984       250148     14920104    0    0     0 464896 11092 13306   8   2  90   1   0 2026-09-21 23:52:38
   5    0            0    110082384       250148     14920232    0    0     0 291840 11042 12494  10   2  88   1   0 2026-09-21 23:52:39
   5    0            0    110083376       250148     14920244    0    0     0 74788 10123 11110  11   0  88   0   0 2026-09-21 23:52:40
   4    0            0    110087568       250160     14920676    0    0     0 968476 10350 13791   5   2  91   2   0 2026-09-21 23:52:41
   6    0            0    110086352       250160     14920968    0    0 220160 428036 11060 12670  11   1  87   2   0 2026-09-21 23:52:42
   4    0            0    110069736       250160     14921124    0    0 646144 366592 12344 13107  11   1  86   2   0 2026-09-21 23:52:43
   5    0            0    110073744       250160     14921248    0    0     0 106496 10337 10833  12   1  87   0   0 2026-09-21 23:52:44
   4    4            0    110074528       250160     14921272    0    0 1158144 409664 13492 14241  11   1  85   3   0 2026-09-21 23:52:45
   5    0            0    110084624       250176     14921560    0    0 988160 173372 12964 13357  11   1  85   2   0 2026-09-21 23:52:46
--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
   4    0            0    110084064       250176     14921596    0    0     0     0 10598 10757  12   1  87   0   0 2026-09-21 23:52:47
   2    3            0    110084064       250176     14921600    0    0     0 45228 9803 10821  11   0  89   0   0 2026-09-21 23:52:48
   5    0            0    110082864       250176     14921860    0    0     0 593920 11772 12070  11   1  86   1   0 2026-09-21 23:52:49
   5    0            0    110082552       250176     14921868    0    0     0    56 10826 10676  13   1  86   0   0 2026-09-21 23:52:50
   4    0            0    110084960       250188     14921872    0    0     0  5596 10831 10726  13   1  86   0   0 2026-09-21 23:52:51
   1    0            0    110083728       250188     14921872    0    0     0 381952 10396 12360   8   1  90   1   0 2026-09-21 23:52:52
   4    0            0    110064920       250188     14922348    0    0     0 664576 11303 13055   9   1  89   2   0 2026-09-21 23:52:53
   4    0            0    110063952       250188     14922480    0    0 1089536 542720 13979 14856  12   1  83   5   0 2026-09-21 23:52:54
   4    0            0    110072160       250188     14922876    0    0 26624 426036 12954 13316  11   1  87   1   0 2026-09-21 23:52:55
   5    0            0    110073168       250204     14922892    0    0 837632 25692 13078 13844  13   1  84   1   0 2026-09-21 23:52:56
   6    0            0    110091056       250204     14922956    0    0     0     0 11336 10752  13   1  86   0   0 2026-09-21 23:52:57
   4    0            0    110090544       250204     14922956    0    0     0  3516 12050 11055  12   1  87   0   0 2026-09-21 23:52:58
   2    0            0    110090048       250204     14922976    0    0     0 280576 11122 11968   9   1  89   1   0 2026-09-21 23:52:59
   0    4            0    110086592       250204     14923412    0    0     0 889904 12155 13062   9   1  89   2   0 2026-09-21 23:53:00
   5    0            0    110083248       250216     14923628    0    0     0 247716 10417 11290  10   1  88   1   0 2026-09-21 23:53:01
   5    0            0    110081104       250216     14923640    0    0     0   256 10971 10837  13   2  86   0   0 2026-09-21 23:53:02
   5    0            0    110063728       250216     14923640    0    0     0     0 11160 10771  13   2  86   0   0 2026-09-21 23:53:03
   5    0            0    110065280       250216     14923648    0    0     0     0 10783 10753  13   1  86   0   0 2026-09-21 23:53:04
   2    0            0    110066520       250216     14923656    0    0     0 393268 10426 12923   8   2  89   1   0 2026-09-21 23:53:05
   5    0            0    110068984       250228     14923984    0    0     0 319952 10754 12517  10   2  88   1   0 2026-09-21 23:53:06
   4    1            0    110078976       250228     14924112    0    0     0 178176 10972 11831  11   2  87   0   0 2026-09-21 23:53:07
--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
   4    0            0    110078912       250228     14924200    0    0     0 450560 11100 12477   9   1  89   1   0 2026-09-21 23:53:08
   4    0            0    110077904       250228     14924384    0    0     0 178368 11629 11715  11   2  87   0   0 2026-09-21 23:53:09
   4    0            0    110080200       250248     14924460    0    0     0 215968 12079 11988  11   2  87   0   0 2026-09-21 23:53:10
   3    1            0    110084032       250248     14924520    0    0     0 224256 11611 11494  10   1  88   1   0 2026-09-21 23:53:11
   2    3            0    110088760       250248     14924740    0    0     0 444416 11334 12480   8   2  89   1   0 2026-09-21 23:53:12
   4    0            0    110085520       250248     14924880    0    0     0 705536 10739 13510   7   1  90   2   0 2026-09-21 23:53:13
   5    0            0    110091584       250248     14925132    0    0     0     0 9770 10647  11   0  89   0   0 2026-09-21 23:53:14
   5    0            0    110075128       250260     14925160    0    0     0 1136240 11624 13577   8   1  89   2   0 2026-09-21 23:53:15
   5    0            0    110075048       250260     14925700    0    0     0     0 10767 10703  13   1  86   0   0 2026-09-21 23:53:16
   5    0            0    110074432       250260     14925704    0    0     0     0 10798 10679  13   2  86   0   0 2026-09-21 23:53:17
   4    0            0    110086872       250260     14925704    0    0     0     0 10717 10645  13   1  86   0   0 2026-09-21 23:53:18
   3    0            0    110091880       250260     14925768    0    0     0 305152 9787 12074   8   1  90   1   0 2026-09-21 23:53:19
   4    0            0    110090928       250276     14926036    0    0     0 267080 10227 11894   9   1  89   1   0 2026-09-21 23:53:20
   4    0            0    110089928       250276     14926044    0    0     0     0 9452 10547  11   0  89   0   0 2026-09-21 23:53:21
   5    0            0    110089928       250276     14926048    0    0     0 1263616 12651 14442   9   1  87   3   0 2026-09-21 23:53:22
   5    0            0    110087512       250276     14926580    0    0     0     0 10878 10663  13   1  86   0   0 2026-09-21 23:53:23
   5    0            0    110086032       250276     14926584    0    0     0     0 11129 10831  13   2  86   0   0 2026-09-21 23:53:24
   9    1            0    110065872       250288     14926572    0    0 119808 155612 10582 11924  10   1  88   1   0 2026-09-21 23:53:25
   4    4            0    110068344       250288     14926992    0    0 999424 893996 13454 16758   8   2  83   7   0 2026-09-21 23:53:26
   6    0            0    110068160       250288     14927216    0    0 461824 521020 12291 12850  11   1  85   4   0 2026-09-21 23:53:27
   5    0            0    110067080       250288     14927272    0    0 14336 57344 10590 10785  12   1  86   0   0 2026-09-21 23:53:28
--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
   5    0            0    110078832       250288     14927276    0    0     0  3204 10866 10694  13   2  86   0   0 2026-09-21 23:53:29
   5    0            0    110077872       250300     14927276    0    0     0   888 9589 10485  11   0  88   0   0 2026-09-21 23:53:30
   3    2            0    110076864       250300     14927280    0    0     0 985316 11101 13180   8   1  89   2   0 2026-09-21 23:53:31
   5    0            0    110075888       250300     14927860    0    0     0 268288 10659 11149  11   1  87   1   0 2026-09-21 23:53:32
   5    0            0    110075384       250300     14927868    0    0     0     0 10476 10515  13   2  86   0   0 2026-09-21 23:53:33
   4    0            0    110073872       250300     14927868    0    0     0     0 9967 10622  12   1  87   0   0 2026-09-21 23:53:34
   1    4            0    110072624       250312     14927864    0    0     0 289948 9732 11687   9   1  89   1   0 2026-09-21 23:53:35
   5    0            0    110055008       250312     14928444    0    0 38912 972844 11721 13580   8   1  88   2   0 2026-09-21 23:53:36
   4    0            0    110054032       250312     14928452    0    0     0     0 10130 10692  12   1  87   0   0 2026-09-21 23:53:37
   5    0            0    110055088       250312     14928456    0    0     0 548864 10972 12808   9   1  89   1   0 2026-09-21 23:53:38
   3    2            0    110054368       250312     14928720    0    0     0  2048 10607 10714  12   1  86   0   0 2026-09-21 23:53:39
   5    0            0    110072512       250312     14928836    0    0     0 397312 12638 13746   9   2  88   1   0 2026-09-21 23:53:40
   5    0            0    110071656       250328     14928992    0    0     0 153496 11180 11599  11   2  87   0   0 2026-09-21 23:53:41
   4    0            0    110070896       250328     14928992    0    0     0     0 11208 11161  12   1  88   0   0 2026-09-21 23:53:42
   1    3            0    110071928       250328     14929064    0    0     0 685056 10969 13486   7   1  90   2   0 2026-09-21 23:53:43
