phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,24,63.25,80.84,76.36,93.79,104.76,104.8
reverse_retrieve,24,37.14,94.27,51.41,104.98,106.49,106.5
