--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
   5    0            0    125194608        67788      1603696    0    0  1130   283   57   95   1   0  99   0   0 2026-09-21 19:31:58
   1    0            0    125094032        68028      1611608    0    0  7864     0 3901 3241   3   1  96   0   0 2026-09-21 19:31:59
   1    0            0    125054736        69296      1629764    0    0 18832   160 2954 3784   2   0  97   0   0 2026-09-21 19:32:00
   1    0            0    124943440        70688      1705840    0    0 76384    40 11450 4761   3   8  88   1   0 2026-09-21 19:32:01
   1    0            0    124882880        71476      1724972    0    0 19468     0 2513 2692   3   0  97   0   0 2026-09-21 19:32:02
   0    0            0    124873336        71740      1725548    0    0   772     0 1447 1560   1   0  99   0   0 2026-09-21 19:32:03
   1    0            0    124872408        71756      1725676    0    0   136     0  932 1270   0   0 100   0   0 2026-09-21 19:32:04
   3    0            0    124759288        72732      1795160    0    0 69892   763 3575 4536   2   0  97   0   0 2026-09-21 19:32:05
   2    0            0    124198720        73176      1800284    0    0  4996    44 9759 4537  18   1  81   0   0 2026-09-21 19:32:06
   1    0            0    124450200        74188      1802152    0    0  2764     0 5201 2419   4   0  95   0   0 2026-09-21 19:32:07
   3    0            0    124150304        74188      1803744    0    0  1476     0 5577 4725   3   1  96   0   0 2026-09-21 19:32:08
   3    0            0    124156832        74188      1803772    0    0    28     0 4896 2517   8   0  91   0   0 2026-09-21 19:32:09
   3    1            0    124160672        74212      1805232    0    0  1460   192 4489 2349   8   0  91   0   0 2026-09-21 19:32:10
   3    0            0    123910448        74212      1815180    0    0  9928    48 6106 3012  11   0  89   0   0 2026-09-21 19:32:11
   5    0            0    123850496        74212      1815180    0    0     0     0 5917 2819  11   0  89   0   0 2026-09-21 19:32:12
   1    0            0    123771032        74344      1815188    0    0   132   644 5806 2838  11   0  89   0   0 2026-09-21 19:32:13
   1    0            0    123703312        74412      1820856    0    0  6208     0 2184 2522   2   0  98   0   0 2026-09-21 19:32:14
   1    0            0    123687136        75776      1936260    0    0 107568   100 4125 5673   2   1  97   0   0 2026-09-21 19:32:15
   1    0            0    123555688        76736      2088776    0    0 82560    44 4840 5884   3   0  96   0   0 2026-09-21 19:32:16
   1    0            0    123426096        76880      2112980    0    0 21612     0 3406 3507   3   1  96   0   0 2026-09-21 19:32:17
   2    0            0    122201872        76888      3330960    0    0 1215864     4 7421 7777   1   1  97   0   0 2026-09-21 19:32:18
--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
   1    0            0    120047856        76888      5493192    0    0 2157792     0 11012 12740   1   2  97   0   0 2026-09-21 19:32:19
   1    0            0    118239576        76900      7297548    0    0 1800220   100 9652 10292   1   2  97   0   0 2026-09-21 19:32:20
   1    0            0    117766960        76900      7738632    0    0 439188     0 4282 4796   2   1  97   0   0 2026-09-21 19:32:21
   1    0            0    117740880        76908      7749756    0    0 10824    52 2743 3176   3   0  97   0   0 2026-09-21 19:32:22
   1    0            0    117741944        76908      7749760    0    0     0     0 2523 2640   3   0  97   0   0 2026-09-21 19:32:23
   1    0            0    117362240        79136      7847404    0    0 100504     0 3239 3633   2   1  97   0   0 2026-09-21 19:32:24
   1    0            0    117075056        79152      8130028    0    0 280756    64 2922 2884   3   0  97   0   0 2026-09-21 19:32:25
   1    0            0    113033208        79164     12147220    0    0   140     0 2494 2660   0   3  97   0   0 2026-09-21 19:32:26
   2    0            0    108710000        79168     16467868    0    0     4    48 2542 2671   0   3  97   0   0 2026-09-21 19:32:27
   4    1            0    108370184        79984     16589184    0    0 52376     0 12093 7695  15   1  83   0   0 2026-09-21 19:32:28
   4    0            0    108292304        80856     16616548    0    0 27329     0 11574 14075  11   0  89   0   0 2026-09-21 19:32:29
   4    0            0    108284488        80872     16616836    0    0     0   152 10320 11509  11   0  89   0   0 2026-09-21 19:32:30
   4    0            0    108284664        80872     16616840    0    0     0   448 9980 11015  11   0  89   0   0 2026-09-21 19:32:31
   4    0            0    108191760        80896     16620232    0    0  3436 182324 12186 12188  13   1  86   1   0 2026-09-21 19:32:32
   1    0            0    108191720        80896     16620268    0    0     0     0 9983 13483   7   2  92   0   0 2026-09-21 19:32:33
   1    0            0    108457152        80896     16620208    0    0     0   252 7673 11391   2   2  97   0   0 2026-09-21 19:32:34
   1    0            0    108414112        81288     16628456    0    0  7812 1555698 12381 15415   4   2  91   3   0 2026-09-21 19:32:35
   4    0            0    108437824        81480     16628692    0    0   108 424964 12614 14684   9   2  88   1   0 2026-09-21 19:32:36
   4    0            0    108446752        81480     16628700    0    0     0    44 11056 10812  11   0  89   0   0 2026-09-21 19:32:37
   5    0            0    108454688        81688     16629000    0    0    12 1024000 12691 13502  10   1  87   2   0 2026-09-21 19:32:38
   5    0            0    108462424        81688     16629160    0    0     0   804 10630 10629  13   2  86   0   0 2026-09-21 19:32:39
--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
   3    0            0    108470672        81712     16629176    0    0     0 74572 10463 10952  12   1  87   0   0 2026-09-21 19:32:40
   1    1            0    108472504        82000     16629396    0    0     0 780444 10776 14038   6   2  90   2   0 2026-09-21 19:32:41
   4    0            0    108479608        82084     16629528    0    0     0 161840 10193 11305  10   1  88   0   0 2026-09-21 19:32:42
   5    0            0    108463648        82572     16629824    0    0     0 1056768 12529 15000   9   1  88   3   0 2026-09-21 19:32:43
   5    0            0    108465056        82760     16629928    0    0 540672 450560 12720 14213  11   1  85   3   0 2026-09-21 19:32:44
   4    0            0    108470048        82844     16630164    0    0 425984 214292 11642 12907  12   1  86   1   0 2026-09-21 19:32:45
   5    0            0    108475136        83012     16630228    0    0     0 352312 8638 11715   5   0  94   1   0 2026-09-21 19:32:46
   5    0            0    108477744        83012     16630388    0    0     0    64 10513 10714  13   1  86   0   0 2026-09-21 19:32:47
   4    0            0    108489584        83012     16630388    0    0     0     0 9900 10651  11   0  89   0   0 2026-09-21 19:32:48
   1    0            0    108436336        83444     16630376    0    0 710660 901120 11902 14841   4   1  90   5   0 2026-09-21 19:32:49
   4    0            0    108438560        83460     16630764    0    0     0   792 7862 11034   5   0  95   0   0 2026-09-21 19:32:50
   4    0            0    108439264        83604     16630740    0    0     0 294952 10847 12186  10   1  89   1   0 2026-09-21 19:32:51
   1    4            0    108442408        83772     16631068    0    0     0 401464 8887 11956   6   0  91   3   0 2026-09-21 19:32:52
   0    0            0    108445968        83792     16631088    0    0     0 106496 5996 11161   0   0  97   3   0 2026-09-21 19:32:53
