--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
   5    0            0    111840400       154740     14937368    0    0  2630   417  122  198   2   1  97   0   0 2026-09-21 17:43:05
   2    0            0    111747520       154740     14937400    0    0     0     0 1961 1572   3   0  97   0   0 2026-09-21 17:43:06
   1    0            0    111707112       154740     14937404    0    0     0     0 30771 92907   4   7  89   0   0 2026-09-21 17:43:07
   1    0            0    111651584       154748     14937396    0    0     0    88 1878 1430   3   0  97   0   0 2026-09-21 17:43:08
   0    0            0    111660384       154748     14937408    0    0     0     0 1079 1345   1   0  99   0   0 2026-09-21 17:43:09
   1    0            0    111651200       154748     14937412    0    0     0     0  975 1308   1   0  99   0   0 2026-09-21 17:43:10
   2    0            0    111375200       154748     14937412    0    0     0     0 9197 2549  19   1  80   0   0 2026-09-21 17:43:11
   2    0            0    111254800       154748     14937416    0    0     0     0 3556 1911   5   0  94   0   0 2026-09-21 17:43:12
   0    0            0    111735968       154760     14937352    0    0     0   136 4201 2162   2   0  98   0   0 2026-09-21 17:43:13
   1    0            0    111744088       154760     14937356    0    0     0    84 1145 1501   0   0 100   0   0 2026-09-21 17:43:14
   1    0            0    111756592       154776     14937360    0    0     0    64 2270 2659   1   0  99   0   0 2026-09-21 17:43:15
   0    0            0    111572944       154776     14937360    0    0     0   564 1685 1239   2   0  97   0   0 2026-09-21 17:43:16
   1    0            0    111492496       154776     14937364    0    0     0     0 1637 1345   2   0  97   0   0 2026-09-21 17:43:17
   0    0            0    111419520       154784     14937364    0    0     0    88 1585 1267   2   0  97   0   0 2026-09-21 17:43:18
   1    0            0    111318592       154784     14945436    0    0     0     8 2616 2337   2   1  98   0   0 2026-09-21 17:43:19
   1    0            0    111239840       154784     15015264    0    0     0    30 3316 3276   4   0  96   0   0 2026-09-21 17:43:20
   1    0            0    111122352       154784     15017584    0    0     0     0 3216 3062   3   1  96   0   0 2026-09-21 17:43:21
   1    0            0    111120944       154784     15017580    0    0     0     4 2506 2812   2   0  97   0   0 2026-09-21 17:43:22
   1    0            0    111063512       154792     15017580    0    0     0   120 2515 2941   2   1  97   0   0 2026-09-21 17:43:23
   1    0            0    111069008       154792     15017596    0    0     0    52 2434 2629   3   0  97   0   0 2026-09-21 17:43:24
   1    0            0    111069432       154792     15017600    0    0     0     0 2567 2583   3   0  97   0   0 2026-09-21 17:43:25
--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
