phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,32,962.52,1829.25,1095.38,1963.02,1963.02,1963.1
reverse_retrieve,32,490.29,982.24,646.77,1114.90,1114.91,1115.0
kv_r: 28 ops, 24.73 GiB, busy 532.4 s
kv_w: 36 ops, 20.55 GiB, busy 1547.7 s
