procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 5  0       554512     94819312      1106156     26249920    2    3 15170   552    0    1   1   1  96   2   0 2026-09-19 11:11:39
 2  0       554512     94739456      1106156     26249972    0    0     0     0 3382 3852   3   1  97   0   0 2026-09-19 11:11:40
 2  0       554512     94688608      1106168     26249996    0    0     0   600 2322 3572   3   0  97   0   0 2026-09-19 11:11:41
 2  0       554512     94626448      1106168     26250020    0    0     0     0 4600 4075   5   8  88   0   0 2026-09-19 11:11:42
 1  0       554512     94612864      1106168     26250040    0    0     0     0 2094 3548   1   0  99   0   0 2026-09-19 11:11:43
 2  0       554512     94607232      1106168     26250096    0    0     0     0 2457 3780   1   1  99   0   0 2026-09-19 11:11:44
 1  0       554512     94578352      1106168     26250124    0    0     0     0 2266 3553   1   0  99   0   0 2026-09-19 11:11:45
 1  0       554512     94437120      1106176     26250152    0    0     0   536 2250 3981   1   1  98   0   0 2026-09-19 11:11:46
 1  0       554512     94274416      1106176     26250176    0    0     0     0 2263 3580   3   0  97   0   0 2026-09-19 11:11:47
 2  0       554512     94206512      1106176     26250192    0    0     0     0 2094 3307   3   0  97   0   0 2026-09-19 11:11:48
73  0       554512     93744128      1106176     26250224    0    0     0     0 4597 4229  10   1  89   0   0 2026-09-19 11:11:49
 3  0       554512     93417872      1106176     26260588    0    0     0     0 5721 6070  13   1  86   0   0 2026-09-19 11:11:50
 1  0       554512     93867264      1106188     26297504    0    0     0   228 5177 6194   6   1  94   0   0 2026-09-19 11:11:51
 1  0       554512     93437080      1106188     26297572    0    0     0   532 3418 5384   4   1  95   0   0 2026-09-19 11:11:52
 2  0       554512     93899008      1106188     26297616    0    0     0     0 5972 7589  27   6  67   0   0 2026-09-19 11:11:53
 1  0       554512     93946000      1106188     26297648    0    0     0     0 4866 6531  17   2  81   0   0 2026-09-19 11:11:54
 1  0       554512     93825040      1106188     26297672    0    0     0     0 3772 4964   3   0  97   0   0 2026-09-19 11:11:55
 1  0       554512     93745008      1106196     26297720    0    0     0   160 3183 5061   3   0  97   0   0 2026-09-19 11:11:56
 1  0       554512     90890576      1106196     29140804    0    0     0   444 4055 4815   1   2  97   0   0 2026-09-19 11:11:57
 1  0       554512     86099552      1106196     33917552    0    0     0     0 5708 4953   0   3  97   0   0 2026-09-19 11:11:58
 1  0       554512     85146032      1106196     34686408    0    0     0     0 6983 5505  28   3  69   0   0 2026-09-19 11:11:59
procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 1  0       554512     85172032      1106196     34686428    0    0     0     0 8260 11992   2   1  97   0   0 2026-09-19 11:12:00
 2  0       554512     85083152      1106212     34686448    0    0    16   168 7283 12886   1   0  99   0   0 2026-09-19 11:12:01
 1  0       554512     85024800      1106212     34686484    0    0     0   440 7349 12951   2   0  97   0   0 2026-09-19 11:12:02
 1  0       554512     85019248      1106212     34686516    0    0     0     0 7505 12777   3   0  97   0   0 2026-09-19 11:12:03
 1  0       554512     85013712      1106212     34686528    0    0     0     0 7599 12963   3   0  97   0   0 2026-09-19 11:12:04
 1  0       554512     85013040      1106212     34686572    0    0     0     0 7566 13033   3   0  97   0   0 2026-09-19 11:12:05
 1  0       554512     85008288      1106224     34686580    0    0     0   152 7748 13265   3   0  97   0   0 2026-09-19 11:12:06
 4  0       554512     84933752      1106224     34686640    0    0    60 290748 8851 14139   5   0  93   1   0 2026-09-19 11:12:07
 4  0       554512     84929056      1106224     34686688    0    0     0     0 8270 13015  11   0  89   0   0 2026-09-19 11:12:08
 4  0       554512     84926152      1106224     34686704    0    0     0   116 8610 13205  11   0  88   0   0 2026-09-19 11:12:09
 4  0       554512     84925184      1106224     34686728    0    0     0     0 8299 13297  11   0  88   0   0 2026-09-19 11:12:10
 4  0       554512     84922232      1106236     34686740    0    0     0   556 8161 13153  11   0  88   0   0 2026-09-19 11:12:11
 4  0       554512     84919024      1106236     34686812    0    0     0 291180 9264 14205  10   0  89   1   0 2026-09-19 11:12:12
 4  0       554512     84914392      1106236     34686996    0    0     0     0 8407 12980  11   0  89   0   0 2026-09-19 11:12:13
 4  0       554512     84910480      1106236     34687024    0    0     0     0 8572 13062  11   0  88   0   0 2026-09-19 11:12:14
 6  0       554512     84908608      1106236     34687040    0    0     0     0 8419 13238  11   0  88   0   0 2026-09-19 11:12:15
 4  0       554512     84906896      1106248     34687052    0    0     0   608 8288 12997  11   0  88   0   0 2026-09-19 11:12:16
 4  0       554512     84904944      1106248     34687136    0    0     0 291256 9133 14036  10   0  89   1   0 2026-09-19 11:12:17
 4  0       554512     84906344      1106248     34687328    0    0     0     0 8204 13095  11   0  88   0   0 2026-09-19 11:12:18
 4  0       554512     84902672      1106248     34687340    0    0     0     0 8251 13038  11   0  89   0   0 2026-09-19 11:12:19
 4  0       554512     84901048      1106248     34687376    0    0     0     0 8223 12989  11   0  88   0   0 2026-09-19 11:12:20
procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 4  0       554512     84900912      1106256     34687396    0    0     0   616 8089 12979  11   0  89   0   0 2026-09-19 11:12:21
 0  0       554512     84899264      1106256     34687432    0    0     0 291152 9237 14135  10   0  89   1   0 2026-09-19 11:12:22
 0  0       554512     84896400      1106256     34687692    0    0     0     0 6776 12885   0   0  99   0   0 2026-09-19 11:12:23
 0  0       554512     84891968      1106256     34687712    0    0     0     0 7079 13295   0   1  99   0   0 2026-09-19 11:12:24
 1  0       554512     84890344      1106256     34687744    0    0     0     0 7096 13238   0   0  99   0   0 2026-09-19 11:12:25
 1  0       554512     84840800      1106256     34687772    0    0 264384 14368 8635 14785   3   0  96   1   0 2026-09-19 11:12:26
 0  0       554512     84839336      1106256     34687792    0    0 142848  5412 7678 13508   2   0  98   0   0 2026-09-19 11:12:27
 1  0       554512     84838896      1106256     34687824    0    0     0     0 6930 12874   0   0  99   0   0 2026-09-19 11:12:28
 0  0       554512     84838552      1106256     34687856    0    0     0     0 7332 13210   0   0  99   0   0 2026-09-19 11:12:29
 1  0       554512     84837808      1106256     34687896    0    0     0     0 7184 13159   2   0  98   0   0 2026-09-19 11:12:30
 1  0       554512     90171728      1106264     29509300    0    0     0   184 7382 11989   1   2  97   0   0 2026-09-19 11:12:31
