k,doc,category,occ,ttft_s,matched,ssd_read_ios,write_ios,cached
0,37,one_shot,0,1.0777,0,0,0,0
1,63,repeated,0,1.0942,0,0,0,16
2,45,one_shot,0,1.1113,0,0,0,16
3,55,repeated,0,1.1578,0,0,0,16
4,31,repeated,0,1.0669,0,0,0,16
5,0,far_reuse,0,1.133,0,0,0,16
6,39,far_reuse,0,1.0739,0,0,0,16
7,29,one_shot,0,1.1409,0,0,0,16
8,4,near_reuse,0,1.1058,0,0,0,16
9,43,repeated,0,1.1419,0,0,0,16
10,42,one_shot,0,1.1307,0,0,0,16
11,30,repeated,0,1.1153,0,0,0,16
12,52,far_reuse,0,2.5504,0,0,0,16
13,55,repeated,1,0.1933,1648,0,0,1920
14,62,far_reuse,0,1.0682,0,0,0,16
15,15,near_reuse,0,1.1156,0,0,0,16
16,33,far_reuse,0,2.7174,0,0,0,16
17,4,near_reuse,1,0.1039,0,0,0,1920
18,48,near_reuse,0,1.1011,0,0,0,16
19,22,repeated,0,1.1782,0,0,0,16
20,21,one_shot,0,1.0791,0,0,0,16
21,60,one_shot,0,1.09,0,0,0,16
22,6,one_shot,0,1.1118,0,0,0,16
23,19,near_reuse,0,1.1101,0,0,0,16
24,15,near_reuse,1,0.1037,0,0,0,1936
25,3,one_shot,0,1.1141,0,0,0,16
26,63,repeated,1,3.8527,1904,0,0,1920
27,8,near_reuse,0,1.1558,0,0,0,16
28,31,repeated,1,5.8433,1904,0,0,1920
29,48,near_reuse,1,0.1342,1904,0,0,1920
30,34,repeated,0,1.0931,0,0,0,16
31,24,far_reuse,0,1.1137,0,0,0,16
32,35,far_reuse,0,1.0672,0,0,0,16
33,14,near_reuse,0,1.1458,0,0,0,16
34,9,repeated,0,1.1013,0,0,0,16
35,43,repeated,1,5.371,1920,0,0,1936
36,22,repeated,1,4.9552,1904,0,0,1920
37,30,repeated,1,4.8171,1920,0,0,1936
38,19,near_reuse,1,0.1224,1904,0,0,1920
