k,doc,category,occ,ttft_s,matched,ssd_read_ios,write_ios,cached
39,2,near_reuse,0,1.1005,0,0,0,16
40,26,near_reuse,0,1.1081,0,0,0,16
41,8,near_reuse,1,0.1505,1904,0,0,1920
42,5,repeated,0,1.073,0,0,0,16
43,25,repeated,0,2.6694,0,0,0,16
44,53,far_reuse,0,1.1385,0,0,0,16
45,27,one_shot,0,1.1219,0,0,0,16
46,14,near_reuse,1,0.1686,1904,0,0,1920
47,58,repeated,0,1.1112,0,0,0,16
48,31,repeated,2,5.1538,1904,0,0,1920
49,23,repeated,0,1.1122,0,0,0,16
50,2,near_reuse,1,0.1425,1920,0,0,1936
51,38,far_reuse,0,1.1093,0,0,0,16
52,26,near_reuse,1,0.1334,1904,0,0,1920
53,20,repeated,0,1.1009,0,0,0,16
54,28,far_reuse,0,1.1252,0,0,0,16
55,41,repeated,0,1.1285,0,0,0,16
56,11,one_shot,0,1.068,0,0,0,16
57,16,one_shot,0,1.119,0,0,0,16
58,34,repeated,1,5.3119,1904,0,0,1920
59,30,repeated,2,4.6552,1920,0,0,1936
60,10,near_reuse,0,1.1411,0,0,0,16
61,59,near_reuse,0,1.1109,0,0,0,16
62,0,far_reuse,1,5.6347,1904,0,0,1920
63,13,far_reuse,0,5.8473,0,0,0,16
64,39,far_reuse,1,4.3908,1904,0,0,1920
65,50,one_shot,0,1.1814,0,0,0,16
66,20,repeated,1,0.1077,1904,0,0,1920
67,49,far_reuse,0,1.072,0,0,0,16
68,54,near_reuse,0,2.0483,16,0,0,32
69,46,near_reuse,0,1.083,0,0,0,16
70,5,repeated,1,9.1506,1904,0,0,1920
71,40,near_reuse,0,1.0909,0,0,0,32
72,25,repeated,1,5.008,1904,0,0,1920
73,10,near_reuse,1,0.1451,1904,0,0,1920
74,17,repeated,0,1.106,0,0,0,16
75,52,far_reuse,1,5.61,1904,0,0,1920
76,59,near_reuse,1,0.1458,1904,0,0,1920
77,18,far_reuse,0,1.0691,0,0,0,16
78,62,far_reuse,1,2.347,1904,0,0,1920
79,7,far_reuse,0,1.0884,0,0,0,16
80,41,repeated,1,6.6118,1904,0,0,1920
81,51,near_reuse,0,1.1575,0,0,0,16
82,34,repeated,2,3.2724,1904,0,0,1920
83,22,repeated,2,6.0201,1904,0,0,1920
84,33,far_reuse,1,4.3842,1904,0,0,1920
85,36,near_reuse,0,1.1619,0,0,0,16
86,9,repeated,1,5.709,1904,0,0,1920
87,54,near_reuse,1,1.0708,1904,0,0,1920
88,12,one_shot,0,1.1275,0,0,0,32
89,46,near_reuse,1,3.3952,1904,0,0,1920
90,56,one_shot,0,1.1646,0,0,0,16
91,40,near_reuse,1,0.137,1888,0,0,1920
92,57,one_shot,0,1.1325,0,0,0,16
93,9,repeated,2,0.0742,0,0,0,1920
94,1,far_reuse,0,1.1161,0,0,0,16
95,58,repeated,1,4.8214,1920,0,0,1936
96,44,repeated,0,1.1151,0,0,0,16
97,32,far_reuse,0,1.104,0,0,0,16
98,51,near_reuse,1,0.1343,1904,0,0,1920
99,47,near_reuse,0,1.077,0,0,0,16
100,23,repeated,1,5.5584,1904,0,0,1920
101,63,repeated,2,4.3948,1904,0,0,1920
102,36,near_reuse,1,1.865,1904,0,0,1920
103,61,one_shot,0,1.1069,0,0,0,16
104,32,far_reuse,1,0.0903,0,0,0,1920
105,24,far_reuse,1,3.9889,1904,0,0,1920
106,44,repeated,2,0.0991,0,0,0,1936
107,35,far_reuse,1,0.7735,1904,0,0,1920
108,1,far_reuse,1,0.1274,1920,0,0,1936
109,25,repeated,2,0.6933,1904,0,0,1920
110,5,repeated,2,0.6029,1904,0,0,1920
111,55,repeated,2,0.5773,1904,0,0,1920
112,7,far_reuse,1,0.8788,1904,0,0,1920
113,47,near_reuse,1,0.1243,1904,0,0,1920
114,58,repeated,2,0.7612,1920,0,0,1936
115,43,repeated,2,0.6924,1920,0,0,1936
116,18,far_reuse,1,0.66,1904,0,0,1920
117,17,repeated,2,0.666,1904,0,0,1920
118,17,repeated,1,0.0479,0,0,0,1920
119,53,far_reuse,1,0.6105,1904,0,0,1920
120,44,repeated,1,0.1486,1920,0,0,1936
121,23,repeated,2,0.6861,1904,0,0,1920
122,20,repeated,2,0.6421,1904,0,0,1920
123,49,far_reuse,1,0.6943,1904,0,0,1920
124,13,far_reuse,1,0.8934,1904,0,0,1920
125,38,far_reuse,1,0.7987,1904,0,0,1920
126,41,repeated,2,0.7918,1904,0,0,1920
127,28,far_reuse,1,0.789,1904,0,0,1920
