phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,24,63.55,81.24,76.84,94.52,105.91,105.9
reverse_retrieve,24,34.50,86.78,46.79,96.25,96.25,96.3
kv_r: 19 ops, 0.95 GiB, busy 30.1 s
kv_w: 22 ops, 1.50 GiB, busy 50.8 s
