phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,24,62.39,79.77,75.54,92.70,103.52,103.5
reverse_retrieve,24,36.95,93.69,51.20,104.81,106.31,106.3
