--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
   5    0            0    118195120       105956      8293244    0    0  1110   586   67   15   1   0  98   0   0 2026-09-21 20:28:02
   2    0            0    118146232       105956      8293272    0    0     0     0 1953 1519   3   0  97   0   0 2026-09-21 20:28:03
   1    0            0    118157200       105956      8293276    0    0     0   316 31853 1695   4   8  88   0   0 2026-09-21 20:28:04
   1    0            0    118141152       105956      8293276    0    0     0     0 1873 1462   3   0  97   0   0 2026-09-21 20:28:05
   0    0            0    118143248       105964      8290200    0    0     0    40 1085 1465   1   0  99   0   0 2026-09-21 20:28:06
   1    0            0    118144384       105964      8289964    0    0     0   236 1185 1367   1   0  99   0   0 2026-09-21 20:28:07
   2    0            0    117811712       105964      8289964    0    0     0     0 9622 2580  20   1  79   0   0 2026-09-21 20:28:08
   2    0            0    117633360       105964      8289968    0    0     0     0 3269 1748   5   0  94   0   0 2026-09-21 20:28:09
   2    0            0    117890816       105964      8289968    0    0     0     0 3975 1956   2   0  98   0   0 2026-09-21 20:28:10
   0    0            0    117906736       105976      8289972    0    0     0   100  926 1498   0   0 100   0   0 2026-09-21 20:28:11
   0    0            0    117922104       105976      8289976    0    0     0     0  818 1274   0   0 100   0   0 2026-09-21 20:28:12
   1    0            0    117929160       105976      8289976    0    0     0     0 1535 1366   2   0  98   0   0 2026-09-21 20:28:13
   1    0            0    117908080       105976      8289980    0    0     0     0 1592 1287   2   0  98   0   0 2026-09-21 20:28:14
   1    0            0    117820880       105976      8289980    0    0     0     0 1680 1237   3   0  97   0   0 2026-09-21 20:28:15
   1    0            0    117790888       105984      8289988    0    0     0    28 3079 3235   2   1  97   0   0 2026-09-21 20:28:16
   1    0            0    117641264       105984      8325400    0    0     0     0 6652 3123   3   1  96   0   0 2026-09-21 20:28:17
   1    0            0    117473168       105984      8370124    0    0     0     0 3557 3266   4   1  96   0   0 2026-09-21 20:28:18
   2    0            0    117473912       105984      8370136    0    0     0     4 2575 2884   2   0  97   0   0 2026-09-21 20:28:19
   1    0            0    117441624       105984      8370140    0    0     0     0 2549 2946   2   1  97   0   0 2026-09-21 20:28:20
   1    0            0    117436192       105992      8370140    0    0     0   104 2806 3606   3   0  97   0   0 2026-09-21 20:28:21
   1    0            0    117437024       105992      8370148    0    0     0   564 2430 2613   3   0  97   0   0 2026-09-21 20:28:22
--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
   1    0            0    117436272       105992      8370148    0    0     0     0 2421 2522   3   0  97   0   0 2026-09-21 20:28:23
   1    0            0    117177040       105992      8370136    0    0     0     0 2621 3004   3   0  97   0   0 2026-09-21 20:28:24
   1    0            0    115359216       105992     10154360    0    0     0     0 2661 2879   2   1  97   0   0 2026-09-21 20:28:25
   1    0            0    111043768       106000     14469100    0    0     0    60 2496 2686   0   3  97   0   0 2026-09-21 20:28:26
   1    0            0    108594544       106000     16777428    0    0     0     0 7965 2829  14   2  84   0   0 2026-09-21 20:28:27
   1    0            0    108546368       106000     16777396    0    0     0    65 6427 10256   2   0  97   0   0 2026-09-21 20:28:28
   5    0            0    108481856       106000     16777420    0    0     0     0 6590 10811   3   0  97   0   0 2026-09-21 20:28:29
   5    0            0    108481584       106000     16777424    0    0     0     0 10993 10881  12   2  86   0   0 2026-09-21 20:28:30
   5    0            0    108484840       106008     16777440    0    0     0    76 11353 11100  13   2  86   0   0 2026-09-21 20:28:31
   1    0            0    108486816       106008     16777448    0    0     0     0 9491 10850   9   1  90   0   0 2026-09-21 20:28:32
   1    0            0    108490992       106008     16777448    0    0     0     0 6555 10708   3   0  97   0   0 2026-09-21 20:28:33
   1    0            0    108492688       106008     16777452    0    0     0   116 6455 10631   3   0  97   0   0 2026-09-21 20:28:34
