t_s,backlog,inflight,kvroot_b,disk_free_b
1.0,0,2,1893,317664288768
2.0,0,2,1893,317664288768
3.0,2,2,1893,317663510528
4.0,1,2,80611173,317572227072
5.0,1,2,297535334,317355929600
6.0,1,2,516425573,317137436672
7.0,2,2,629147493,317033885696
8.0,2,2,629147493,317033885696
9.0,1,2,730072933,316923424768
10.0,1,2,937166695,316715659264
11.0,1,2,1142949733,316510375936
12.0,2,2,1258293093,316404371456
13.0,2,2,1258293093,316404371456
14.0,1,2,1364625253,316288176128
15.0,1,2,1562543973,316090257408
16.0,2,2,1887438693,315774861312
17.1,2,2,1887438693,315774840832
18.1,2,2,1887438693,315774840832
19.1,1,2,2008352613,315644223488
20.1,1,2,2210039659,315443273728
21.1,2,2,2516584293,315145322496
22.1,2,2,2516584293,315145322496
23.1,1,2,2639791973,315011923968
24.1,1,2,2827880294,314825134080
25.2,1,2,3012200293,314639667200
26.2,2,2,3145729893,314515804160
27.2,1,2,3168667493,314484060160
28.2,1,2,3366586213,314285420544
29.2,1,2,3574499173,314078322688
30.2,2,2,3774875493,313886298112
31.2,2,2,3774875493,313886294016
32.2,1,2,3919054693,313732718592
33.2,1,2,4105832301,313547628544
34.3,1,2,4298016613,313354240000
35.3,1,2,4404021093,313256755200
36.3,1,2,4404021093,313256755200
37.4,1,2,4404021093,313256755200
38.4,1,2,4404021093,313256755200
39.4,0,2,4445308773,313206161408
40.4,0,2,4676323173,312975085568
41.5,0,2,4903569253,312750780416
42.5,0,2,5033166693,312627245056
43.5,0,2,5033166693,312627245056
44.6,1,2,5033166693,312627245056
45.6,1,2,5033166693,312627245056
46.6,1,1,5033166693,312627245056
