procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 5  0       555280     96079720      1022864     25177136    2    3 15746   569    0    1   1   1  96   3   0 2026-09-19 01:36:18
 2  0       555280     95987488      1022864     25177196    0    0     0     0 2627 4918   3   1  97   0   0 2026-09-19 01:36:19
45  0       555280     95933352      1022864     25177216    0    0     0  1168 2778 4823   3   1  97   0   0 2026-09-19 01:36:20
 2  0       555280     95876528      1022872     25177272    0    0     0   128 4686 5119   5   7  88   0   0 2026-09-19 01:36:21
 1  0       555280     95861104      1022872     25177284    0    0     0     0 3222 5035   1   1  98   0   0 2026-09-19 01:36:22
 3  0       555280     95874752      1022872     25177316    0    0     0     4 2667 6080   1   0  98   0   0 2026-09-19 01:36:23
 1  0       555280     95844888      1022872     25177336    0    0     0     0 2318 4778   1   1  99   0   0 2026-09-19 01:36:24
 2  0       555280     95716160      1022872     25177360    0    0     0     0 2471 4663   1   1  98   0   0 2026-09-19 01:36:25
 2  0       555280     95558160      1022876     25177380    0    0     0   336 3281 4899   3   1  96   0   0 2026-09-19 01:36:26
 1  0       555280     95490432      1022876     25177400    0    0     0     0 2810 4737   3   0  96   0   0 2026-09-19 01:36:27
 4  0       555280     95109120      1022876     25177424    0    0     0     0 2999 5233   3   1  96   0   0 2026-09-19 01:36:28
 3  0       555280     94746560      1022876     25187684    0    0     0     0 7289 7047  18   1  81   0   0 2026-09-19 01:36:29
 2  0       555280     95137736      1022876     25224600    0    0     0     0 5322 7034   6   1  93   0   0 2026-09-19 01:36:30
 0  0       555280     95153552      1022884     25224632    0    0     0   412 3542 6788   3   1  97   0   0 2026-09-19 01:36:31
18  0       555280     95181296      1022884     25224656    0    0     0     0 6165 8432  25   5  69   0   0 2026-09-19 01:36:32
 1  0       555280     95217824      1022884     25224680    0    0     0     0 5884 7944  20   4  77   0   0 2026-09-19 01:36:33
