--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
   6    0            0    118995856       100796      8548772    0    0 18912   127  221  280   3   1  93   3   0 2026-09-21 16:40:32
   1    0            0    118900248       100824      8548924    0    0    28   124 3557 5825   3   1  96   0   0 2026-09-21 16:40:33
   2    0            0    118850400       100948      8549004    0    0   124   472 33000 5342   4   8  88   0   0 2026-09-21 16:40:34
   2    0            0    118789168       100948      8549028    0    0     0     0 3319 5579   3   0  97   0   0 2026-09-21 16:40:35
   0    0            0    118643800       100948      8549068    0    0     0     8 3224 5181   1   1  98   0   0 2026-09-21 16:40:36
   0    0            0    118711248       100988      8549096    0    0    32   136 2055 4780   1   0  99   0   0 2026-09-21 16:40:37
   0    0            0    118710752       100988      8549196    0    0     0     0 1980 4948   0   0  99   0   0 2026-09-21 16:40:38
   2    0            0    118458176       100996      8549284    0    0    44     0 6413 5274  11   0  89   0   0 2026-09-21 16:40:39
   1    0            0    118360176       100996      8549380    0    0     0     0 3132 5670   3   0  97   0   0 2026-09-21 16:40:40
   1    0            0    118303272       101008      8549456    0    0    12   208 3050 5508   3   0  97   0   0 2026-09-21 16:40:41
   1    0            0    118270288       101044      8549484    0    0    24   144 2771 4883   3   0  97   0   0 2026-09-21 16:40:42
   1    0            0    118213848       101056      8549612    0    0    12   108 3020 5221   3   0  97   0   0 2026-09-21 16:40:43
  37    0            0    118133968       101064      8549712    0    0    68     0 3809 20562   3   2  95   0   0 2026-09-21 16:40:44
   1    0            0    118135696       101080      8549884    0    0    16     0 32660 84676   4   7  89   0   0 2026-09-21 16:40:45
   0    0            0    118671680       101084      8550188    0    0   276     0 4747 5673   3   0  97   0   0 2026-09-21 16:40:46
  56    0            0    118225152       101300      8553976    0    0  3296   748 8040 7530  12   1  87   0   0 2026-09-21 16:40:47
   2    0            0    118032688       101316      8555096    0    0    52     0 5003 5434   7   1  92   0   0 2026-09-21 16:40:48
   0    0            0    118619128       101320      8555276    0    0   100   592 5739 5566   3   1  97   0   0 2026-09-21 16:40:49
   0    0            0    118602472       101332      8555316    0    0    12     0 1930 4605   1   0  99   0   0 2026-09-21 16:40:50
   1    0            0    118601712       101332      8555348    0    0     0     4 1860 4404   0   0  99   0   0 2026-09-21 16:40:51
   1    0            0    118602184       101364      8555376    0    0    20   264 1802 4324   0   0  99   0   0 2026-09-21 16:40:52
--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
   1    0            0    118599488       101380      8555480    0    0    72   460 1876 4639   1   0  99   0   0 2026-09-21 16:40:53
   1    0            0    118380896       101388      8564460    0    0  8884     2 2392 4640   2   1  98   0   0 2026-09-21 16:40:54
   1    0            0    118380672       101388      8564540    0    0     0   168 2621 4980   2   0  97   0   0 2026-09-21 16:40:55
   1    0            0    118315936       101396      8564608    0    0     8     0 2785 4459   3   0  97   0   0 2026-09-21 16:40:56
   1    0            0    118275640       101432      8564636    0    0    32    56 2808 5280   2   0  98   0   0 2026-09-21 16:40:57
   1    0            0    118129136       101448      8573248    0    0   228     0 3889 6392   3   1  97   0   0 2026-09-21 16:40:58
   1    0            0    117930048       101456      8645556    0    0   188     0 4762 6387   5   1  95   0   0 2026-09-21 16:40:59
   1    0            0    117442480       101476      9132080    0    0 486420     4 5671 8464   2   1  97   0   0 2026-09-21 16:41:00
   2    0            0    115116520       101512     11459044    0    0 2321188     0 13101 17823   1   2  96   0   0 2026-09-21 16:41:01
   1    0            0    113059376       101536     13511548    0    0 2047400   312 12456 17857   2   2  96   0   0 2026-09-21 16:41:02
   1    0            0    112250944       101544     14268384    0    0 754836    92 7374 11620   2   1  97   0   0 2026-09-21 16:41:03
   1    0            0    112217712       101576     14273464    0    0  5044     0 4712 9423   3   1  96   0   0 2026-09-21 16:41:04
   1    0            0    112219584       101592     14273660    0    0    16     8 4591 9511   3   0  96   0   0 2026-09-21 16:41:05
   1    0            0    111952416       101616     14273820    0    0    24     4 4398 8751   3   1  97   0   0 2026-09-21 16:41:06
   1    0            0    111952224       101640     14274056    0    0    16    96 4266 7936   3   0  96   0   0 2026-09-21 16:41:07
   1    0            0    111948688       101648     14274896    0    0    24   176 4325 8478   3   0  96   0   0 2026-09-21 16:41:08
   1    0            0    111931544       101648     14275008    0    0     0     8 4385 9125   3   0  96   0   0 2026-09-21 16:41:09
   1    0            0    111890320       101660     14284264    0    0  5488     0 4592 9774   3   0  96   0   0 2026-09-21 16:41:10
   2    0            0    111757056       101668     14290516    0    0  6248     0 4181 8743   3   0  96   0   0 2026-09-21 16:41:11
   1    0            0    111725048       101684     14291744    0    0  1056   100 3876 7187   3   0  97   0   0 2026-09-21 16:41:12
   2    0            0    111867248       101704     14293496    0    0  1500   292 4064 7489   3   0  97   0   0 2026-09-21 16:41:13
--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
   1    0            0    110788064       101712     14293636    0    0     8     0 4632 8728   3   1  96   0   0 2026-09-21 16:41:14
   1    0            0    110791136       101716     14293720    0    0    20     0 3593 7505   2   0  98   0   0 2026-09-21 16:41:15
   2    0            0    110708304       101852     14293628    0    0   136     4 3115 6630   1   0  98   0   0 2026-09-21 16:41:16
   1    0            0    110578056       101876     14293808    0    0    12   144 3489 6678   2   0  97   0   0 2026-09-21 16:41:17
   1    0            0    110578504       101892     14293916    0    0    16   772 4032 6892   3   0  96   0   0 2026-09-21 16:41:18
   2    0            0    110578272       101908     14294004    0    0    16   208 6324 8051   4   2  94   0   0 2026-09-21 16:41:19
   2    0            0    110580624       101920     14294092    0    0    12     0 6417 8094   4   2  94   0   0 2026-09-21 16:41:20
   2    0            0    110577888       101940     14294296    0    0    20     0 6860 8243   6   2  93   0   0 2026-09-21 16:41:21
   1    0            0    110582816       101952     14294360    0    0     4   268 4419 8283   2   2  96   0   0 2026-09-21 16:41:22
   2    0            0    110582928       101976     14294452    0    0    24     4 4023 7392   2   2  97   0   0 2026-09-21 16:41:23
   3    0            0    110579344       101984     14298028    0    0  3492     0 6168 8403   6   1  93   0   0 2026-09-21 16:41:24
   2    0            0    110580272       102008     14298096    0    0    24   137 6313 8340   4   2  94   0   0 2026-09-21 16:41:25
   2    0            0    110555664       102020     14298192    0    0    12     0 6255 7254   4   2  94   0   0 2026-09-21 16:41:26
   2    0            0    110558448       102052     14298252    0    0    24    40 6921 9148   6   2  92   0   0 2026-09-21 16:41:27
   1    0            0    110561952       102056     14298392    0    0     4     0 5540 8031   4   1  95   0   0 2026-09-21 16:41:28
   4    0            0    110565088       102064     14298444    0    0     8     0 5149 7581   5   0  94   0   0 2026-09-21 16:41:29
   3    0            0    110567232       102068     14298552    0    0     4     0 5728 7063   4   2  94   0   0 2026-09-21 16:41:30
   1    0            0    110586320       102068     14298652    0    0     0     0 4483 7139   4   1  96   0   0 2026-09-21 16:41:31
   2    0            0    110586128       102096     14298656    0    0    20   216 4930 5799   5   1  94   0   0 2026-09-21 16:41:32
   2    0            0    110584144       102104     14298788    0    0     8    36 6218 7405   4   2  94   0   0 2026-09-21 16:41:33
   3    0            0    110583064       102116     14298868    0    0    12     0 4158 7270   3   0  96   0   0 2026-09-21 16:41:34
--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
   2    0            0    110584320       102128     14298940    0    0    12     0 5908 7029   6   1  93   0   0 2026-09-21 16:41:35
   2    0            0    110585504       102468     14299064    0    0   340     0 6250 7824   4   2  94   0   0 2026-09-21 16:41:36
   2    0            0    110598808       102484     14299112    0    0     8    48 5329 8024   3   0  96   0   0 2026-09-21 16:41:37
   2    0            0    110599520       102508     14299140    0    0    24   712 5988 6697   6   1  93   0   0 2026-09-21 16:41:38
   1    0            0    110604632       102648     14299072    0    0   140   592 5861 7159   4   1  95   0   0 2026-09-21 16:41:39
   4    0            0    110604192       102656     14299324    0    0     8     0 3921 7051   4   0  96   0   0 2026-09-21 16:41:40
   2    0            0    110603440       102664     14299368    0    0     8     0 5613 7420   6   1  93   0   0 2026-09-21 16:41:41
   1    0            0    110603424       102692     14299416    0    0    12   272 4646 6994   4   1  95   0   0 2026-09-21 16:41:42
   4    0            0    110603112       102868     14299564    0    0   168  3920 4340 7281   4   0  95   0   0 2026-09-21 16:41:43
   2    0            0    110601584       102880     14299604    0    0    24   124 5695 7625   5   2  93   0   0 2026-09-21 16:41:44
   2    0            0    110609120       102888     14299856    0    0     4    84 6117 8302   4   1  95   0   0 2026-09-21 16:41:45
   4    0            0    110608080       102896     14299968    0    0     8     0 4901 7453   5   0  94   0   0 2026-09-21 16:41:46
   3    0            0    110608336       102924     14300040    0    0    20    56 4967 6610   4   2  94   0   0 2026-09-21 16:41:47
   1    0            0    110606176       102940     14300136    0    0    16     4 4300 7000   4   1  96   0   0 2026-09-21 16:41:48
   2    0            0    110604304       102952     14300216    0    0    12   128 5144 7939   5   1  94   0   0 2026-09-21 16:41:49
   4    0            0    110604576       102952     14300260    0    0     0   684 5198 7392   4   2  94   0   0 2026-09-21 16:41:50
   1    0            0    110603984       102972     14300364    0    0    20     0 4185 6451   4   1  96   0   0 2026-09-21 16:41:51
   3    0            0    110603224       102988     14300500    0    0     4    84 4961 6882   6   1  94   0   0 2026-09-21 16:41:52
   3    0            0    110586096       103016     14300580    0    0    28     0 5522 7812   4   2  94   0   0 2026-09-21 16:41:53
   2    0            0    110585336       103020     14300660    0    0     4    28 4623 7207   4   1  96   0   0 2026-09-21 16:41:54
   2    0            0    110584032       103028     14300740    0    0     8     0 4835 6308   5   1  94   0   0 2026-09-21 16:41:55
--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
   r    b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
   3    0            0    110588744       103040     14300800    0    0    12     0 6072 6933   4   2  94   0   0 2026-09-21 16:41:56
   1    0            0    110588440       103072     14300916    0    0    24   244 4641 7378   4   1  96   0   0 2026-09-21 16:41:57
   2    0            0    110589408       103084     14301016    0    0    12    64 5256 7538   6   1  94   0   0 2026-09-21 16:41:58
   3    0            0    110589888       103100     14301096    0    0    16    68 5944 7068   4   2  94   0   0 2026-09-21 16:41:59
   1    0            0    110576512       103116     14301172    0    0    16     8 4278 6902   4   1  95   0   0 2026-09-21 16:42:00
   2    0            0    110575280       103144     14301244    0    0    28     0 4733 6570   5   1  94   0   0 2026-09-21 16:42:01
   3    0            0    110574272       103292     14301204    0    0   136    80 5095 6606   4   2  94   0   0 2026-09-21 16:42:02
   1    0            0    110574496       103296     14301432    0    0     4     0 4098 6789   4   1  96   0   0 2026-09-21 16:42:03
   2    0            0    110575032       103296     14301536    0    0     0    44 5060 7539   6   1  94   0   0 2026-09-21 16:42:04
   2    0            0    110585968       103440     14301696    0    0   160   188 5329 7167   4   2  94   0   0 2026-09-21 16:42:05
   1    0            0    110586896       103464     14301756    0    0    24     0 4445 7196   4   1  96   0   0 2026-09-21 16:42:06
   2    0            0    110587488       103500     14301876    0    0    24    72 4740 7127   5   1  94   0   0 2026-09-21 16:42:07
   2    0            0    110586768       103504     14301980    0    0     4    72 5081 7328   4   2  94   0   0 2026-09-21 16:42:08
   2    0            0    110584584       103516     14302008    0    0    12    52 4331 7212   4   1  95   0   0 2026-09-21 16:42:09
   2    0            0    110582928       103556     14302132    0    0    40     0 5239 8059   6   0  94   0   0 2026-09-21 16:42:10
   2    1            0    110583432       103620     14302288    0    0    68     8 4793 6574   4   2  94   0   0 2026-09-21 16:42:11
   1    0            0    110583680       103656     14302384    0    0    20   260 4305 7113   4   1  95   0   0 2026-09-21 16:42:12
   4    0            0    110590256       103700     14302556    0    0    44     0 4767 7242   5   0  95   0   0 2026-09-21 16:42:13
   3    0            0    110573128       103756     14302596    0    0    56    44 5390 7663   5   2  93   0   0 2026-09-21 16:42:14
   1    0            0    110573096       103756     14302792    0    0     0     0 4444 7096   4   1  95   0   0 2026-09-21 16:42:15
   4    0            0    110571840       103804     14302908    0    0    48     4 4548 6897   5   0  95   0   0 2026-09-21 16:42:16
--procs-- -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
