phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,24,63.13,80.67,76.38,93.89,105.11,105.1
reverse_retrieve,24,36.88,89.37,47.91,98.93,98.93,99.0
