procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 5  0       490312     67778112        44736     59451536    2    3 12648   578    0    1   1   1  97   2   0 2026-09-15 03:37:37
 2  0       490312     67665136        45800     59469084    0    0 18632     0 3590 5925   3   1  97   0   0 2026-09-15 03:37:38
 2  0       489544     67587824        46724     59491620 1392    0 24452   172 4647 7284   3   1  96   0   0 2026-09-15 03:37:39
 2  0       489544     67491568        50572     59532624    0    0 45588     0 5849 6729   4   7  88   0   0 2026-09-15 03:37:40
 2  0       489544     67462864        50984     59535724    0    0  2948     0 3245 4411   3   0  97   0   0 2026-09-15 03:37:41
 1  0       489544     67460160        50996     59536124    0    0    80   204 2510 3652   1   0  99   0   0 2026-09-15 03:37:42
 2  0       489032     67393504        51692     59569020  396    0 34320     0 3833 5628   2   1  97   0   0 2026-09-15 03:37:43
 0  2       489032     67376128        51936     59576208    0    0  7044   156 2998 4354   1   0  98   0   0 2026-09-15 03:37:44
 0  0       489032     67243856        51944     59584380    0    0  8156     4 2807 4004   1   1  98   0   0 2026-09-15 03:37:45
 1  0       489032     67129464        51944     59584388    0    0     0     0 2464 3874   3   0  97   0   0 2026-09-15 03:37:46
 1  0       489032     67036736        51944     59584408    0    0     0     0 2416 3676   3   1  97   0   0 2026-09-15 03:37:47
 3  0       488520     66716300        52548     59593632  128    0 10188   196 3456 5016   3   1  96   0   0 2026-09-15 03:37:48
 3  0       488520     66283720        52856     59615992    0    0 12432   160 7593 6315  20   1  78   0   0 2026-09-15 03:37:49
 0  1       488520     66651508        55616     59738980    0    0 125600     0 7310 9442   6   1  93   1   0 2026-09-15 03:37:50
 2  0       488520     66479716        56008     59885428    0    0 11580     0 7518 9878   3   1  95   0   0 2026-09-15 03:37:51
 4  0       488520     62870428        56024     59894864    0    0  9268     0 8226 12754   4   2  94   0   0 2026-09-15 03:37:52
 1  0       488520     58627628        56024     59894864    0    0     0   152 7855 12657   2   2  96   0   0 2026-09-15 03:37:53
 1  0       488520     54656236        56036     59894888    0    0     0   192 7585 12460   1   2  97   0   0 2026-09-15 03:37:54
 1  0       488520     50514272        56036     59894908    0    0     0     0 7659 12581   1   2  96   0   0 2026-09-15 03:37:55
 1  0       488520     46104164        56036     59894912    0    0     0     0 7501 12365   1   2  97   0   0 2026-09-15 03:37:56
 2  0       488520     42168804        56036     59894928    0    0     0     0 7543 12380   1   2  97   0   0 2026-09-15 03:37:57
procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 1  0       488520     38162472        56036     59894944    0    0     0   228 7639 12543   1   2  97   0   0 2026-09-15 03:37:58
 1  0       488520     33706988        56044     59894948   36    0    36   108 7693 12679   1   2  96   0   0 2026-09-15 03:37:59
 1  0       488520     29734112        56044     59894972    0    0     0     0 7507 12432   1   2  97   0   0 2026-09-15 03:38:00
 1  0       488520     25601464        56044     59894992    0    0     0     0 7380 12363   1   2  97   0   0 2026-09-15 03:38:01
 1  0       488520     21489728        56044     59895008    0    0     0     0 7672 12310   1   2  97   0   0 2026-09-15 03:38:02
 2  0       488520     17397904        56044     59895020    0    0     0   144 7407 12416   1   2  97   0   0 2026-09-15 03:38:03
 1  0       488520     12999908        56056     59895032    0    0     0   116 7567 12519   1   2  96   0   0 2026-09-15 03:38:04
 1  0       488520      9048688        56056     59895052    0    0     0     0 7550 12303   1   2  97   0   0 2026-09-15 03:38:05
 1  0       488520      5003776        56056     59895068    0    0     0     0 8251 12722   1   2  96   0   0 2026-09-15 03:38:06
 3  0       488520      1182560        55932     59318120    0    0     0     0 7725 12563   1   2  96   0   0 2026-09-15 03:38:07
 5  0       488520      6689956        57604     53296780    0    0  1696   128 107392 13365   1   4  96   0   0 2026-09-15 03:38:08
 6  0       488520     14051708        57788     45932256    0    0   164  2576 142248 12683   0   6  94   0   0 2026-09-15 03:38:09
 2  0       488520     22270952        57908     37727632    0    0   120     0 110189 12601   0   6  94   0   0 2026-09-15 03:38:10
 3  0       488520     30563036        57968     29437276    0    0    60     0 70013 12584   0   6  94   0   0 2026-09-15 03:38:11
 3  0       488520     38700080        58084     21318256    0    0   116     0 58423 12451   0   6  94   0   0 2026-09-15 03:38:12
 1  0       488520     46652080        58248     13384132    4    0   168     0 65127 12518   0   5  94   0   0 2026-09-15 03:38:13
 1  0       488520     55940836        58476      4139300    0    0   208  4880 8301 12616   0   3  97   0   0 2026-09-15 03:38:14
 0  0       488520     57493692        58752      2601388    0    0   612     0 7599 12482   1   1  99   0   0 2026-09-15 03:38:15
 6 14       488520     56092608        58756      3332944    0    0 733200     4 11444 18823   3   4  77  15   0 2026-09-15 03:38:16
 4 14       488520     53679972        58756      4536860    0    0 1204736     0 13654 21319   5   6  62  26   0 2026-09-15 03:38:17
 3 15       488520     55041164        58756      5107160    0    0 569600     0 10226 16730   4   3  79  14   0 2026-09-15 03:38:18
procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 1  0       488520     53877960        58772      6275800    0    0 1167676  3072 13516 21459   6   4  60  30   0 2026-09-15 03:38:19
 2 16       488520     52783308        58772      7371684    0    0 1096040     0 12892 20649   5   4  63  29   0 2026-09-15 03:38:20
 4 14       488520     51560356        58772      8602336    0    0 1230144     0 13493 21508   6   4  58  32   0 2026-09-15 03:38:21
 3 16       488520     50294340        58772      9862996    0    0 1262068     0 13527 21526   5   4  59  31   0 2026-09-15 03:38:22
 3 15       488520     49255140        58776     10911272    0    0 1046588     0 12962 20289   6   4  62  28   0 2026-09-15 03:38:23
 3 15       488520     48019364        58784     12146532    0    0 1235520   752 13750 21492   6   4  58  32   0 2026-09-15 03:38:24
 2 16       488520     46805240        58784     13362332    0    0 1215776     0 13392 21493   5   4  59  32   0 2026-09-15 03:38:25
 2 16       488520     45700756        58788     14464868    0    0 1103156     0 13501 21107   6   4  61  29   0 2026-09-15 03:38:26
 5 13       488520     44469772        58788     15695028    0    0 1230080     0 13541 21813   5   4  61  30   0 2026-09-15 03:38:27
 2 16       488520     43235260        58788     16929416    0    0 1234520     0 13334 21469   6   4  59  31   0 2026-09-15 03:38:28
 2 16       488520     42110584        58800     18055216    0    0 1125056   308 13035 20698   6   3  61  30   0 2026-09-15 03:38:29
 3 15       488520     40890716        58800     19276072    0    0 1221736     0 13708 21765   5   4  60  31   0 2026-09-15 03:38:30
 1 17       488520     39652924        58800     20513576    0    0 1236800     0 13485 21646   6   3  59  32   0 2026-09-15 03:38:31
 1  0       488520     38459708        58804     21704480    0    0 1190600     0 13603 21599   6   3  59  32   0 2026-09-15 03:38:32
 4 15       488520     37356232        58804     22812408    0    0 1108584     0 12679 20622   5   3  64  28   0 2026-09-15 03:38:33
 0 18       488520     36134536        58812     24032040    0    0 1219892   324 13296 21561   6   4  57  33   0 2026-09-15 03:38:34
 4 15       488520     34915612        58812     25250516    0    0 1219396     0 13480 21612   6   4  59  32   0 2026-09-15 03:38:35
 1 17       488520     33764984        58816     26401172    0    0 1150068     0 13552 21235   6   3  61  29   0 2026-09-15 03:38:36
 2 17       488520     32527668        58816     27641268    0    0 1239872     0 13592 21657   6   4  57  33   0 2026-09-15 03:38:37
 2 16       488520     31298160        58816     28870160    0    0 1228896     0 13466 21814   6   4  59  32   0 2026-09-15 03:38:38
 2 18       488520     30208044        58828     29961544    0    0 1091380   536 13161 20751   7   3  59  30   0 2026-09-15 03:38:39
procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 1 17       488520     28973500        58828     31190692    0    0 1227776   108 13557 21705   5   4  61  30   0 2026-09-15 03:38:40
 2 16       488520     27752060        58828     32413152    0    0 1224280     0 13563 21718   6   3  59  31   0 2026-09-15 03:38:41
 4 14       488520     26635704        58832     33534148    0    0 1119424     0 13008 20710   6   4  62  29   0 2026-09-15 03:38:42
 3 15       488520     25404180        58832     34765824    0    0 1233000     0 13432 21744   6   3  60  30   0 2026-09-15 03:38:43
 4 15       488520     24174196        58840     35993380    0    0 1226048    84 13390 21433   6   4  58  32   0 2026-09-15 03:38:44
 1  0       488520     23031376        58844     37133436    0    0 1139656   176 13192 21005   6   3  61  30   0 2026-09-15 03:38:45
 4 15       488520     21817744        58844     38352840    0    0 1219944     0 13494 21722   5   4  59  32   0 2026-09-15 03:38:46
 4 14       488520     20582440        58844     39584824    0    0 1232960     0 13641 21744   6   4  58  32   0 2026-09-15 03:38:47
 2 16       488520     19359488        58844     40808900    0    0 1223712     0 13402 21442   6   3  60  31   0 2026-09-15 03:38:48
 3 15       488520     18257496        58856     41911708    0    0 1103120   104 12945 20749   5   4  63  28   0 2026-09-15 03:38:49
 3 15       488520     17014916        58856     43150028    0    0 1238592   140 13578 21667   6   3  59  32   0 2026-09-15 03:38:50
 3 15       488520     15775108        58856     44388912    0    0 1238076     0 13952 21773   6   4  59  31   0 2026-09-15 03:38:51
 1 17       488520     14645392        58860     45523648    0    0 1134616     0 12877 20989   6   3  61  30   0 2026-09-15 03:38:52
 3 15       488520     13395184        58860     46768004    0    0 1244176     0 13189 21550   5   4  59  32   0 2026-09-15 03:38:53
 2 16       488520     12155440        58868     48006456    0    0 1235264   112 13462 21446   6   4  59  31   0 2026-09-15 03:38:54
 2 16       488520     11048312        58872     49120164    0    0 1111240   144 12940 20744   6   4  62  29   0 2026-09-15 03:38:55
 3 15       488520      9799812        58872     50366016    0    0 1242472     0 13363 21618   5   4  59  32   0 2026-09-15 03:38:56
 3 15       488520      8548036        58872     51614556    0    0 1245504     0 13607 21565   6   4  58  32   0 2026-09-15 03:38:57
 1 17       488520      7405604        58876     52762344    0    0 1146056     0 13100 20839   6   4  60  30   0 2026-09-15 03:38:58
 6 12       488520      6168200        58884     53996884    0    0 1231292   104 13580 21710   5   3  59  32   0 2026-09-15 03:38:59
 1 17       488520      4927476        58884     55236516    0    0 1236788   128 13369 21317   6   3  57  33   0 2026-09-15 03:39:00
procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
18  0       488520      3691572        58884     56469632    0    0 1229572     0 13760 21939   6   4  57  33   0 2026-09-15 03:39:01
 4 15       488520      2540828        58888     57632336    0    0 1161700     0 16902 20944   5   4  60  31   0 2026-09-15 03:39:02
 3 16       488520      2014824        58864     58206588    0    0 1218868     0 20033 22044   6   5  58  31   0 2026-09-15 03:39:03
 5 14       488520      1827124        58872     58388260    0    0 1211548   104 17426 21806   7   5  59  29   0 2026-09-15 03:39:04
 3 16       488520      1684364        58880     58537184    0    0 1069516    72 14255 20720   5   5  63  27   0 2026-09-15 03:39:05
 5 14       488520      1494268        58860     58725260    0    0 1244440    72 14885 22500   5   5  60  30   0 2026-09-15 03:39:06
 2 16       488520      1326204        58860     58887996    0    0 1235520     0 14947 22380   6   5  57  32   0 2026-09-15 03:39:07
12  7       488520      1179832        58864     59037096    0    0 1045284     0 13956 20866   6   4  65  25   0 2026-09-15 03:39:08
 4 14       488520      1034252        58872     59186364    0    0 1226512   112 14283 22116   5   5  60  30   0 2026-09-15 03:39:09
 2 16       488520       857604        58872     59357372    0    0 1237568     0 14546 22179   6   5  57  32   0 2026-09-15 03:39:10
 4 16       491932       753448        58876     59464916    0 3376 1044684  3524 14066 20808   6   4  63  26   0 2026-09-15 03:39:11
 2 16       527972       744188        58852     59516732    0 35540 1191784 35540 13870 22346   5   4  62  29   0 2026-09-15 03:39:12
 8 11       527972       830992        58828     59421052    0    0 1218112     0 102304 21599   6   8  57  29   0 2026-09-15 03:39:13
