phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,24,64.26,81.80,77.36,95.13,106.20,106.2
reverse_retrieve,24,34.85,87.44,47.22,96.87,96.87,96.9
