phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,24,62.50,80.01,75.63,93.13,103.97,104.0
reverse_retrieve,24,36.79,89.01,47.66,98.32,98.32,98.3
