phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,24,62.62,79.94,75.58,93.10,104.04,104.1
reverse_retrieve,24,32.03,78.22,42.78,87.23,87.23,87.3
