phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,32,999.19,1867.35,1154.44,2000.19,2000.19,2000.2
reverse_retrieve,32,903.99,1513.30,1068.22,1683.26,1880.15,1880.2
