procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 5  0       657892     68280176        21684     59299444    2    3 10910   489    1    1   1   0  97   2   0 2026-09-14 14:34:34
 1  1       657892     68171808        22404     59317632    0    0 18492     0 4284 7140   3   1  96   0   0 2026-09-14 14:34:35
 1  1       657892     68111600        23144     59334172    0    0 17508   508 4759 8193   3   1  96   0   0 2026-09-14 14:34:36
 3  0       657892     68014504        24756     59376156    8    0 43456     0 6972 8389   4   8  87   0   0 2026-09-14 14:34:37
 1  0       657892     68014544        25084     59380068   76    0  3916   140 4350 7085   4   1  96   0   0 2026-09-14 14:34:38
 2  0       657892     68010800        25084     59380136    0    0    28     0 3287 5417   1   1  99   0   0 2026-09-14 14:34:39
 2  0       657892     67941568        25424     59414472  132    0 35760     0 4593 6348   2   1  97   0   0 2026-09-14 14:34:40
 2  0       657892     67932016        25540     59418132    0    0  2748   320 3493 5695   1   1  98   0   0 2026-09-14 14:34:41
 2  0       657892     67825968        25552     59421656    0    0  3504     0 3444 5409   2   1  97   0   0 2026-09-14 14:34:42
 3  0       657892     67315040        26264     59432236   36    0 11484   188 8077 8533  20   2  78   0   0 2026-09-14 14:34:43
 4  0       657892     66979224        26808     59513516  232    0 72960     0 11636 9184   8   1  91   0   0 2026-09-14 14:34:44
 1  0       657892     67200720        27144     59842636    0    0 61812     0 9498 10811   5   2  93   0   0 2026-09-14 14:34:45
 2  0       657892     64641488        27152     59844584    0    0  1912   340 9407 15199   4   2  94   0   0 2026-09-14 14:34:46
 4  0       657892     60582680        27156     59844676   12    0    72     0 9888 15346   4   3  94   0   0 2026-09-14 14:34:47
 3  0       657892     56610360        27168     59844672    0    0     0   240 8678 14434   1   2  96   0   0 2026-09-14 14:34:48
 1  0       657892     52590376        27168     59844736    0    0     0     0 8622 14516   1   2  96   0   0 2026-09-14 14:34:49
 1  0       657892     48550264        27168     59844772    0    0     0     0 8828 14512   1   2  96   0   0 2026-09-14 14:34:50
 1  0       657892     44859020        27168     59844796    0    0     0   412 9277 14520   1   2  96   0   0 2026-09-14 14:34:51
 0  0       657892     40812640        27168     59844820    0    0     0     0 8937 14361   1   2  96   0   0 2026-09-14 14:34:52
 1  0       657892     36758420        27176     59844864   28    0    28   140 9035 14502   1   2  96   0   0 2026-09-14 14:34:53
 1  0       657892     32703924        27176     59844872    0    0     0     0 9094 14506   1   3  96   0   0 2026-09-14 14:34:54
procs -----------------------memory---------------------- ---swap-- -----io---- -system-- --------cpu-------- -----timestamp-----
 r  b         swpd         free         buff        cache   si   so    bi    bo   in   cs  us  sy  id  wa  st                 KST
 1  0       657892     28652532        27176     59844924    0    0     0     0 8927 14406   1   2  96   0   0 2026-09-14 14:34:55
 2  0       657892     24599096        27176     59844940    0    0     0   300 8967 14353   1   2  96   0   0 2026-09-14 14:34:56
 1  0       657892     20543900        27176     59845004    0    0     0     0 9043 14525   1   3  96   0   0 2026-09-14 14:34:57
 2  0       657892     16463320        27184     59846020   16    0  1056   136 9848 14708   2   2  96   0   0 2026-09-14 14:34:58
 1  0       657892     12413428        27184     59846152    0    0    48     0 9068 14231   1   2  96   0   0 2026-09-14 14:34:59
 1  0       657892      8358324        27184     59846224    0    0    24     0 8761 14071   1   2  96   0   0 2026-09-14 14:35:00
 1  0       657892      4304892        27184     59846240    0    0   128     0 8989 14026   1   2  96   0   0 2026-09-14 14:35:01
 2  0       657892      1468520        26768     58632704    0    0  1288   312 9549 14495   1   3  96   0   0 2026-09-14 14:35:02
 2  0       657892     10467892        27000     49644472    0    0  1020   448 225157 14151   0   4  95   0   0 2026-09-14 14:35:03
 2  0       657892     19017284        27200     41111984    0    0   200     0 161118 13975   0   6  94   0   0 2026-09-14 14:35:04
 1  0       657892     27871644        27536     32278048    0    0   336     0 51774 14159   0   5  95   0   0 2026-09-14 14:35:05
 1  0       657892     37003424        28216     23174448  104    0   840     0 8731 14896   0   3  96   0   0 2026-09-14 14:35:06
 1  0       657892     46548028        28364     13648448    0    0   148   684 8661 14380   0   3  96   0   0 2026-09-14 14:35:07
 1  0       657892     56025720        28544      4191172    0    0   156  3376 8282 14439   0   3  96   0   0 2026-09-14 14:35:08
 2  0       657892     57651004        28596      2505248   60    0 67676     4 8413 15109   2   1  97   0   0 2026-09-14 14:35:09
 1  0       657380     54100904        28596      4293640   12    0 1788520     0 12032 14123   0   3  96   0   0 2026-09-14 14:35:10
