phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,28,263.78,475.41,281.53,493.17,493.20,493.2
reverse_retrieve,28,4.35,7.92,4.68,8.22,8.43,8.5
