phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,24,65.20,83.01,78.62,96.26,110.06,110.1
reverse_retrieve,24,33.96,82.04,45.24,91.63,91.63,91.7
