phase,count,ttft_p50,ttft_p95,e2e_p50,e2e_p95,e2e_max,phase_wall_s
cold_fill,24,64.43,87.59,79.95,101.25,107.70,107.7
reverse_retrieve,24,35.27,79.79,44.94,89.48,89.48,89.5
