timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], temperature.gpu
2026/09/16 15:45:17.869, 0 %, 0 %, 15 MiB, 16384 MiB, 7.34 W, 55
2026/09/16 15:45:18.896, 0 %, 0 %, 15 MiB, 16384 MiB, 7.28 W, 55
2026/09/16 15:45:19.902, 0 %, 0 %, 15 MiB, 16384 MiB, 7.75 W, 55
2026/09/16 15:45:20.908, 0 %, 0 %, 15 MiB, 16384 MiB, 7.52 W, 55
2026/09/16 15:45:21.913, 0 %, 0 %, 15 MiB, 16384 MiB, 9.36 W, 54
2026/09/16 15:45:22.921, 0 %, 0 %, 15 MiB, 16384 MiB, 7.42 W, 54
2026/09/16 15:45:23.927, 0 %, 0 %, 15 MiB, 16384 MiB, 8.08 W, 54
2026/09/16 15:45:24.933, 0 %, 0 %, 15 MiB, 16384 MiB, 7.78 W, 54
2026/09/16 15:45:25.939, 0 %, 0 %, 15 MiB, 16384 MiB, 7.69 W, 54
2026/09/16 15:45:26.945, 0 %, 0 %, 15 MiB, 16384 MiB, 7.82 W, 53
2026/09/16 15:45:27.951, 0 %, 0 %, 15 MiB, 16384 MiB, 8.11 W, 53
2026/09/16 15:45:28.957, 2 %, 0 %, 134 MiB, 16384 MiB, 47.30 W, 54
2026/09/16 15:45:29.960, 3 %, 0 %, 294 MiB, 16384 MiB, 49.44 W, 55
2026/09/16 15:45:30.973, 27 %, 1 %, 998 MiB, 16384 MiB, 45.44 W, 55
2026/09/16 15:45:31.976, 0 %, 0 %, 1000 MiB, 16384 MiB, 44.31 W, 55
2026/09/16 15:45:32.979, 12 %, 0 %, 1000 MiB, 16384 MiB, 45.40 W, 55
2026/09/16 15:45:33.981, 0 %, 0 %, 1000 MiB, 16384 MiB, 45.39 W, 55
2026/09/16 15:45:34.983, 76 %, 3 %, 1000 MiB, 16384 MiB, 60.65 W, 56
2026/09/16 15:45:35.986, 2 %, 0 %, 824 MiB, 16384 MiB, 57.03 W, 56
2026/09/16 15:45:36.990, 0 %, 0 %, 964 MiB, 16384 MiB, 57.31 W, 56
2026/09/16 15:45:37.992, 0 %, 0 %, 964 MiB, 16384 MiB, 44.65 W, 55
2026/09/16 15:45:38.995, 0 %, 0 %, 964 MiB, 16384 MiB, 44.86 W, 55
2026/09/16 15:45:39.997, 100 %, 38 %, 1680 MiB, 16384 MiB, 186.04 W, 59
2026/09/16 15:45:41.008, 26 %, 17 %, 1680 MiB, 16384 MiB, 110.59 W, 59
2026/09/16 15:45:42.010, 0 %, 0 %, 1682 MiB, 16384 MiB, 53.91 W, 56
2026/09/16 15:45:43.013, 0 %, 1 %, 1842 MiB, 16384 MiB, 45.97 W, 56
2026/09/16 15:45:44.015, 0 %, 0 %, 1842 MiB, 16384 MiB, 45.83 W, 56
2026/09/16 15:45:45.018, 0 %, 0 %, 1858 MiB, 16384 MiB, 45.84 W, 56
2026/09/16 15:45:46.021, 1 %, 1 %, 1860 MiB, 16384 MiB, 59.13 W, 57
2026/09/16 15:45:47.023, 28 %, 25 %, 2160 MiB, 16384 MiB, 108.01 W, 57
2026/09/16 15:45:48.026, 100 %, 6 %, 2504 MiB, 16384 MiB, 85.63 W, 60
2026/09/16 15:45:49.032, 100 %, 13 %, 2504 MiB, 16384 MiB, 146.77 W, 59
2026/09/16 15:45:50.034, 100 %, 12 %, 2504 MiB, 16384 MiB, 130.39 W, 59
2026/09/16 15:45:51.037, 65 %, 7 %, 2504 MiB, 16384 MiB, 88.15 W, 59
2026/09/16 15:45:52.039, 65 %, 11 %, 2504 MiB, 16384 MiB, 135.43 W, 60
2026/09/16 15:45:53.041, 59 %, 7 %, 2504 MiB, 16384 MiB, 90.23 W, 60
2026/09/16 15:45:54.045, 100 %, 7 %, 2504 MiB, 16384 MiB, 112.74 W, 60
2026/09/16 15:45:55.048, 32 %, 2 %, 2504 MiB, 16384 MiB, 78.23 W, 59
